variant,held_out,target,inner_estimate,outer_pds
base_g1,cd4_mix,SND1,0.8981726756446843,0.35051546391752575
base_g1,cd4_mix,SNRK,0.45021299984556,0.5567010309278351
base_g1,cd4_mix,SNX4,0.30708174622373835,0.3470790378006873
base_g1,cd4_mix,SRSF5,0.9583232964454211,0.9209621993127148
base_g1,cd4_mix,SSR4,0.41479626057161917,1.0
base_g1,cd4_mix,STAT6,0.5007437333942892,0.24742268041237114
base_g1,cd4_mix,STK3,0.8016458745059288,0.9965635738831615
base_g1,cd4_mix,SUPT7L,0.9015533771095403,0.9965635738831615
base_g1,cd4_mix,SYVN1,1.0,0.9965635738831615
base_g1,cd4_mix,TARBP2,0.7326622584654956,0.17182130584192434
base_g1,cd4_mix,TBC1D13,0.32802464179841895,0.7147766323024055
base_g1,cd4_mix,TBCK,0.9945485390733056,0.9484536082474226
base_g1,cd4_mix,TEAD4,0.9840585177045579,0.865979381443299
base_g1,cd4_mix,TEX2,0.895992877140975,0.9312714776632303
base_g1,cd4_mix,TFCP2,0.7377738746385011,0.7560137457044673
base_g1,cd4_mix,THAP3,0.8429718208605994,0.9450171821305842
base_g1,cd4_mix,THAP7,0.9433558834443114,0.9621993127147767
base_g1,cd4_mix,TIMM17B,0.9959972677455595,0.9759450171821306
base_g1,cd4_mix,TIMM50,0.14385589557399725,0.9656357388316151
base_g1,cd4_mix,TMCO6,0.8697327693541951,0.4776632302405498
base_g1,cd4_mix,TMED3,0.7820417823257836,0.6391752577319587
base_g1,cd4_mix,TMEM186,0.7129879080699654,0.9518900343642611
base_g1,cd4_mix,TMEM209,0.8424716848714459,0.8178694158075601
base_g1,cd4_mix,TMEM41B,0.5592775396828651,0.6494845360824743
base_g1,cd4_mix,TMF1,0.08934668914246195,0.6460481099656357
base_g1,cd4_mix,TRAPPC6A,0.9568668158788863,0.8006872852233677
base_g1,cd4_mix,TRIB3,0.997364953886693,0.5395189003436427
base_g1,cd4_mix,TRIM35,0.5659762440957473,0.5841924398625429
base_g1,cd4_mix,TRIP4,0.408717067048803,0.5051546391752577
base_g1,cd4_mix,TRMT1,0.3550352845726798,0.16151202749140892
base_g1,cd4_mix,TRPC4AP,0.7892851053608427,0.7250859106529209
base_g1,cd4_mix,TWF2,0.9216117345655728,0.19931271477663226
base_g1,cd4_mix,UPF3B,1.0,0.9965635738831615
base_g1,cd4_mix,UROS,0.5702739006916996,0.7835051546391752
base_g1,cd4_mix,USP28,0.5285214186333841,0.5429553264604812
base_g1,cd4_mix,VIM,0.11851975806231174,0.1924398625429553
base_g1,cd4_mix,WBP4,0.98491682110661,0.9862542955326461
base_g1,cd4_mix,YIPF6,0.29269279964765826,0.8831615120274914
base_g1,cd4_mix,ZBTB34,0.3963035935646379,0.3161512027491409
base_g1,cd4_mix,ZBTB41,0.29624923207129933,0.33333333333333337
base_g1,cd4_mix,ZBTB48,0.5898092188345662,1.0
base_g1,cd4_mix,ZC3HAV1,0.6390491658876334,0.9381443298969072
base_g1,cd4_mix,ZDHHC12,0.9017354078171212,0.05841924398625431
base_g1,cd4_mix,ZDHHC4,0.9792531120331951,0.8556701030927836
base_g1,cd4_mix,ZFP62,0.98109545755225,0.5429553264604812
base_g1,cd4_mix,ZHX3,0.9880072429599988,0.2714776632302406
base_g1,cd4_mix,ZKSCAN1,0.9959818280222393,0.32302405498281783
base_g1,cd4_mix,ZKSCAN2,0.7075795844062126,0.36426116838487976
base_g1,cd4_mix,ZKSCAN3,0.49555835677266985,0.6426116838487972
base_g1,cd4_mix,ZNF16,0.20311043583498709,0.845360824742268
base_g1,cd4_mix,ZNF174,0.4140248296377085,0.979381443298969
base_g1,cd4_mix,ZNF219,0.18321285010373445,0.2714776632302406
base_g1,cd4_mix,ZNF22,0.8178449204292612,0.45704467353951894
base_g1,cd4_mix,ZNF25,0.559702697983807,0.23367697594501713
base_g1,cd4_mix,ZNF251,0.254738692399368,0.32302405498281783
base_g1,cd4_mix,ZNF280C,0.41081281195501834,0.8178694158075601
base_g1,cd4_mix,ZNF282,0.5663936932125695,0.19587628865979378
base_g1,cd4_mix,ZNF32,0.47140270676501617,0.1649484536082474
base_g1,cd4_mix,ZNF324,0.7753198862953,0.5085910652920962
base_g1,cd4_mix,ZNF397,0.7809895961463816,0.8831615120274914
base_g1,cd4_mix,ZNF410,0.20533576337067228,0.9518900343642611
base_g1,cd4_mix,ZNF444,0.9765679028354081,0.6151202749140894
base_g1,cd4_mix,ZNF462,0.997364953886693,0.9690721649484536
base_g1,cd4_mix,ZNF496,0.7684475010113766,0.06872852233676974
base_g1,cd4_mix,ZNF507,1.0,1.0
base_g1,cd4_mix,ZNF514,0.9456242841776961,0.5979381443298969
base_g1,cd4_mix,ZNF526,0.7894251519798381,0.3539518900343642
base_g1,cd4_mix,ZNF530,0.3983460575445963,0.9484536082474226
base_g1,cd4_mix,ZNF543,0.3458689792339779,0.9003436426116839
base_g1,cd4_mix,ZNF627,0.7323153238250263,0.7525773195876289
base_g1,cd4_mix,ZNF628,0.6683701828063241,0.8694158075601375
base_g1,cd4_mix,ZNF641,0.3967297769094517,0.2955326460481099
base_g1,cd4_mix,ZNF670,0.6588007148997644,0.28865979381443296
base_g1,cd4_mix,ZNF714,0.8570238483290419,0.7697594501718213
base_g1,cd4_mix,ZNF740,0.9441546488814722,0.4329896907216495
base_g1,cd4_mix,ZNF768,0.15681977490719937,0.39518900343642616
base_g1,cd4_mix,ZNF777,0.8695068326007686,0.865979381443299
base_g1,cd4_mix,ZNF783,0.23666776688042246,0.2680412371134021
base_g1,cd4_mix,ZNF784,0.5565251046911475,0.3917525773195877
base_g1,cd4_mix,ZNF786,0.1972525023029319,0.4192439862542955
base_g1,cd4_mix,ZNF821,0.7029461725545186,0.979381443298969
base_g1,orion_hct116,ACLY,0.99812734082397,1.0
base_g1,orion_hct116,ADNP,0.6947565543071161,0.9810606060606061
base_g1,orion_hct116,AGO1,0.28651685393258425,0.40909090909090906
base_g1,orion_hct116,AKAP1,0.49250936329588013,0.9734848484848485
base_g1,orion_hct116,AKIRIN1,0.49812734082397003,0.928030303030303
base_g1,orion_hct116,AKT2,0.9943820224719101,0.7348484848484849
base_g1,orion_hct116,ALG12,0.9400749063670413,0.5606060606060606
base_g1,orion_hct116,ANKZF1,0.9906367041198502,1.0
base_g1,orion_hct116,ANP32B,0.947565543071161,0.928030303030303
base_g1,orion_hct116,AP2A2,0.9269662921348314,0.5984848484848485
base_g1,orion_hct116,API5,0.9868913857677902,0.9810606060606061
base_g1,orion_hct116,ARL14EP,0.9831460674157304,0.6628787878787878
base_g1,orion_hct116,ASCC2,0.9850187265917603,0.44318181818181823
base_g1,orion_hct116,BCKDK,0.8670411985018727,0.8712121212121212
base_g1,orion_hct116,BCL6,0.5449438202247191,0.446969696969697
base_g1,orion_hct116,BCL7C,0.9138576779026217,0.5378787878787878
base_g1,orion_hct116,BRPF1,0.9962546816479401,0.9924242424242424
base_g1,orion_hct116,CAND1,0.9794007490636705,1.0
base_g1,orion_hct116,CARM1,1.0,1.0
base_g1,orion_hct116,CAT,0.6685393258426966,0.8257575757575757
base_g1,orion_hct116,CCDC112,0.9250936329588015,0.8560606060606061
base_g1,orion_hct116,CHD3,0.5430711610486891,0.8257575757575757
base_g1,orion_hct116,CHD6,0.38764044943820225,0.7196969696969697
base_g1,orion_hct116,CHKB,0.37827715355805247,0.8409090909090909
base_g1,orion_hct116,CLCN6,0.4850187265917603,0.4204545454545454
base_g1,orion_hct116,COIL,0.99812734082397,0.9431818181818182
base_g1,orion_hct116,COMMD8,0.5112359550561798,0.1477272727272727
base_g1,orion_hct116,COQ10B,0.7808988764044944,0.9848484848484849
base_g1,orion_hct116,CSNK2A1,1.0,1.0
base_g1,orion_hct116,CYTH2,0.6910112359550562,0.9090909090909091
base_g1,orion_hct116,DBF4B,0.34269662921348315,0.9090909090909091
base_g1,orion_hct116,DBN1,0.7340823970037453,0.9393939393939394
base_g1,orion_hct116,DCAF16,0.09363295880149813,0.4734848484848485
base_g1,orion_hct116,DDHD1,0.9082397003745318,0.9166666666666666
base_g1,orion_hct116,DEAF1,0.8614232209737828,0.31060606060606055
base_g1,orion_hct116,DEK,0.4812734082397004,0.8409090909090909
base_g1,orion_hct116,DHRS1,0.7059925093632958,0.9621212121212122
base_g1,orion_hct116,DHX35,1.0,0.48484848484848486
base_g1,orion_hct116,DLAT,0.3801498127340824,0.4772727272727273
base_g1,orion_hct116,DMTF1,0.649812734082397,1.0
base_g1,orion_hct116,DNTTIP1,1.0,0.9962121212121212
base_g1,orion_hct116,DRG2,0.9325842696629214,0.5871212121212122
base_g1,orion_hct116,DTNBP1,0.6554307116104868,0.06060606060606055
base_g1,orion_hct116,DVL3,0.08614232209737827,0.41287878787878785
base_g1,orion_hct116,E2F1,0.9868913857677902,0.9318181818181819
base_g1,orion_hct116,E2F4,0.29775280898876405,0.9924242424242424
base_g1,orion_hct116,EAPP,0.9419475655430711,0.19318181818181823
base_g1,orion_hct116,EPC2,0.99812734082397,0.7992424242424243
base_g1,orion_hct116,EPM2AIP1,0.9737827715355805,0.9166666666666666
base_g1,orion_hct116,EZH2,0.99812734082397,0.9204545454545454
base_g1,orion_hct116,FAM120A,0.9831460674157304,0.5833333333333333
base_g1,orion_hct116,FCGRT,0.8707865168539326,0.446969696969697
base_g1,orion_hct116,FHL3,0.7359550561797753,0.7386363636363636
base_g1,orion_hct116,FOXN2,1.0,1.0
base_g1,orion_hct116,FOXO4,0.9250936329588015,0.7424242424242424
base_g1,orion_hct116,FUBP3,0.9082397003745318,0.7083333333333333
base_g1,orion_hct116,FXYD5,0.5898876404494382,0.75
base_g1,orion_hct116,GIGYF2,1.0,0.7537878787878788
base_g1,orion_hct116,GLI3,0.9363295880149813,1.0
base_g1,orion_hct116,GMEB2,0.7434456928838951,0.9242424242424242
base_g1,orion_hct116,GPATCH8,0.9719101123595506,0.9810606060606061
base_g1,orion_hct116,GRAMD1A,0.7003745318352059,0.20454545454545459
base_g1,orion_hct116,GTF2IRD1,0.797752808988764,0.7348484848484849
base_g1,orion_hct116,HDAC1,0.5786516853932584,0.7727272727272727
base_g1,orion_hct116,HDAC8,0.26029962546816476,0.8106060606060606
base_g1,orion_hct116,HMGN3,0.797752808988764,0.5757575757575757
base_g1,orion_hct116,HMGXB3,1.0,1.0
base_g1,orion_hct116,HOMEZ,0.27902621722846443,0.8787878787878788
base_g1,orion_hct116,HSBP1,0.5468164794007491,0.2954545454545454
base_g1,orion_hct116,HSP90AB1,0.9382022471910112,0.8598484848484849
base_g1,orion_hct116,IFI27L2,0.8764044943820224,0.6856060606060606
base_g1,orion_hct116,IFNAR2,0.7359550561797753,0.43181818181818177
base_g1,orion_hct116,IFNGR2,0.9550561797752809,0.7007575757575757
base_g1,orion_hct116,IREB2,0.7808988764044944,0.5833333333333333
base_g1,orion_hct116,KDM5A,0.9962546816479401,1.0
base_g1,orion_hct116,KHDRBS1,0.9363295880149813,0.9393939393939394
base_g1,orion_hct116,KHSRP,0.9887640449438202,1.0
base_g1,orion_hct116,KIF2A,0.9887640449438202,0.05681818181818177
base_g1,orion_hct116,LDLR,0.9662921348314607,0.9242424242424242
base_g1,orion_hct116,LMAN1,0.35018726591760296,0.6553030303030303
base_g1,orion_hct116,LMBRD2,0.4194756554307116,0.7007575757575757
base_g1,orion_hct116,LPCAT3,0.9138576779026217,0.5568181818181819
base_g1,orion_hct116,MAP2K2,0.2528089887640449,0.125
base_g1,orion_hct116,MARCKSL1,0.42696629213483145,0.7234848484848485
base_g1,orion_hct116,MBD4,0.5842696629213483,0.7272727272727273
base_g1,orion_hct116,MED13,0.9700374531835205,0.08333333333333337
base_g1,orion_hct116,MED15,0.4307116104868914,0.9962121212121212
base_g1,orion_hct116,MED25,0.9831460674157303,0.9507575757575758
base_g1,orion_hct116,MLLT10,0.12172284644194753,0.5568181818181819
base_g1,orion_hct116,MSANTD4,0.9906367041198502,0.25
base_g1,orion_hct116,MSI2,0.5898876404494382,0.9053030303030303
base_g1,orion_hct116,MTA1,0.4419475655430712,1.0
base_g1,orion_hct116,MTF1,0.9925093632958801,0.9848484848484849
base_g1,orion_hct116,MTHFSD,0.5205992509363296,0.8371212121212122
base_g1,orion_hct116,MTM1,0.7940074906367041,0.8560606060606061
base_g1,orion_hct116,MYD88,0.7340823970037453,0.5189393939393939
base_g1,orion_hct116,MYPOP,0.3895131086142322,0.6590909090909092
base_g1,orion_hct116,MYRF,0.7602996254681649,0.9848484848484849
base_g1,orion_hct116,NABP2,0.9288389513108615,1.0
base_g1,orion_hct116,NAIF1,1.0,0.9545454545454546
base_g1,orion_hct116,NCLN,0.7602996254681649,0.7954545454545454
base_g1,orion_hct116,NFE2L1,0.14419475655430714,0.9356060606060606
base_g1,orion_hct116,NGLY1,0.9400749063670413,0.946969696969697
base_g1,orion_hct116,NIPAL3,0.6329588014981273,0.6401515151515151
base_g1,orion_hct116,NT5DC1,0.5674157303370786,0.8863636363636364
base_g1,orion_hct116,NUP37,0.9550561797752809,0.8674242424242424
base_g1,orion_hct116,PAN2,0.9906367041198502,0.9924242424242424
base_g1,orion_hct116,PAPOLA,0.947565543071161,1.0
base_g1,orion_hct116,PATL1,0.7490636704119851,0.7159090909090908
base_g1,orion_hct116,PCGF1,1.0,0.21590909090909094
base_g1,orion_hct116,PCGF6,1.0,0.9659090909090909
base_g1,orion_hct116,PDCD4,0.38014981273408244,0.11742424242424243
base_g1,orion_hct116,PDE6D,0.898876404494382,0.8143939393939394
base_g1,orion_hct116,PDK1,0.5131086142322097,0.8939393939393939
base_g1,orion_hct116,PHF19,0.7340823970037453,0.375
base_g1,orion_hct116,PHF23,1.0,0.928030303030303
base_g1,orion_hct116,PHF8,0.99812734082397,1.0
base_g1,orion_hct116,PI4KB,0.7509363295880149,0.8825757575757576
base_g1,orion_hct116,PIM2,0.850187265917603,0.9431818181818182
base_g1,orion_hct116,PIN1,0.1797752808988764,0.8068181818181819
base_g1,orion_hct116,PINK1,0.9887640449438202,0.8863636363636364
base_g1,orion_hct116,PLAGL2,0.9775280898876404,0.28409090909090906
base_g1,orion_hct116,PLCG1,0.08614232209737827,0.8522727272727273
base_g1,orion_hct116,PNP,0.9119850187265918,0.428030303030303
base_g1,orion_hct116,POLD4,0.3127340823970038,0.14393939393939392
base_g1,orion_hct116,POR,0.8951310861423221,0.375
base_g1,orion_hct116,PPIF,0.5374531835205992,0.5833333333333333
base_g1,orion_hct116,PPIP5K2,0.04119850187265922,0.14393939393939392
base_g1,orion_hct116,PQBP1,1.0,1.0
base_g1,orion_hct116,PRDX3,0.9082397003745318,0.5681818181818181
base_g1,orion_hct116,PRKAB2,0.45131086142322097,0.803030303030303
base_g1,orion_hct116,PRKACA,0.4138576779026217,0.21212121212121215
base_g1,orion_hct116,PRMT2,0.897003745318352,0.6553030303030303
base_g1,orion_hct116,PRMT6,0.8239700374531835,0.9772727272727273
base_g1,orion_hct116,PRMT7,0.7659176029962547,0.9090909090909091
base_g1,orion_hct116,PRNP,0.8745318352059925,0.5795454545454546
base_g1,orion_hct116,PSKH1,0.696629213483146,0.15530303030303028
base_g1,orion_hct116,PTMS,0.9719101123595506,0.946969696969697
base_g1,orion_hct116,PTOV1,0.12921348314606745,0.5151515151515151
base_g1,orion_hct116,PYCR1,0.4756554307116105,0.0
base_g1,orion_hct116,RABEP2,0.0898876404494382,0.6287878787878788
base_g1,orion_hct116,RBM18,1.0,1.0
base_g1,orion_hct116,RBM26,1.0,0.9848484848484849
base_g1,orion_hct116,RBM4B,0.7397003745318352,0.7045454545454546
base_g1,orion_hct116,RBM5,1.0,1.0
base_g1,orion_hct116,RC3H2,0.6985018726591761,0.9659090909090909
base_g1,orion_hct116,REV1,0.22097378277153557,0.7992424242424243
base_g1,orion_hct116,RNF10,0.747191011235955,0.9924242424242424
base_g1,orion_hct116,RNF141,0.31835205992509363,0.36363636363636365
base_g1,orion_hct116,RNF2,0.9644194756554307,0.8863636363636364
base_g1,orion_hct116,RSRC1,0.9606741573033708,0.9810606060606061
base_g1,orion_hct116,S100A11,0.05243445692883897,0.946969696969697
base_g1,orion_hct116,SAP30L,0.402621722846442,0.2954545454545454
base_g1,orion_hct116,SFXN4,0.4194756554307116,0.8863636363636364
base_g1,orion_hct116,SH2D3A,0.21722846441947563,0.2765151515151515
base_g1,orion_hct116,SHPRH,0.5655430711610487,0.49242424242424243
base_g1,orion_hct116,SIN3B,1.0,0.9318181818181819
base_g1,orion_hct116,SLC25A13,0.7752808988764045,0.9318181818181819
base_g1,orion_hct116,SLC39A1,0.4606741573033708,0.6325757575757576
base_g1,orion_hct116,SMARCA5,1.0,0.9962121212121212
base_g1,orion_hct116,SMARCC2,0.031835205992509386,0.6628787878787878
base_g1,orion_hct116,SMYD2,0.8913857677902621,0.571969696969697
base_g1,orion_hct116,SND1,0.9887640449438202,0.6553030303030303
base_g1,orion_hct116,SNRK,0.6947565543071161,0.4810606060606061
base_g1,orion_hct116,SNX4,0.5543071161048689,0.696969696969697
base_g1,orion_hct116,SRSF5,0.9943820224719101,0.7121212121212122
base_g1,orion_hct116,SSR4,0.9700374531835205,0.9204545454545454
base_g1,orion_hct116,STAT6,0.5318352059925093,0.1477272727272727
base_g1,orion_hct116,SUPT7L,0.9906367041198502,0.8939393939393939
base_g1,orion_hct116,SYVN1,0.9850187265917603,0.9848484848484849
base_g1,orion_hct116,TARBP2,0.7602996254681649,0.17803030303030298
base_g1,orion_hct116,TBCK,1.0,0.9962121212121212
base_g1,orion_hct116,TEAD4,0.3220973782771535,1.0
base_g1,orion_hct116,TEX2,0.9719101123595506,0.9621212121212122
base_g1,orion_hct116,TFCP2,0.6086142322097379,0.8560606060606061
base_g1,orion_hct116,THAP3,0.8014981273408239,0.9696969696969697
base_g1,orion_hct116,THAP7,0.9756554307116105,0.9128787878787878
base_g1,orion_hct116,TIMM17B,0.99812734082397,1.0
base_g1,orion_hct116,TIMM50,0.8370786516853932,0.13257575757575757
base_g1,orion_hct116,TMCO6,0.14794007490636707,0.6628787878787878
base_g1,orion_hct116,TMED3,0.3913857677902622,0.9393939393939394
base_g1,orion_hct116,TMEM186,0.7134831460674157,0.8863636363636364
base_g1,orion_hct116,TMEM209,0.8408239700374531,0.7462121212121212
base_g1,orion_hct116,TMEM41B,0.24531835205992508,0.7159090909090908
base_g1,orion_hct116,TMF1,0.1292134831460674,0.803030303030303
base_g1,orion_hct116,TRAPPC6A,0.06928838951310862,0.9962121212121212
base_g1,orion_hct116,TRIB3,0.9438202247191011,0.8409090909090909
base_g1,orion_hct116,TRIM35,0.29775280898876405,0.5492424242424243
base_g1,orion_hct116,TRIP4,0.8408239700374532,0.7272727272727273
base_g1,orion_hct116,TRMT1,0.5674157303370786,0.06439393939393945
base_g1,orion_hct116,TRPC4AP,0.6161048689138577,0.8560606060606061
base_g1,orion_hct116,TWF2,0.40262172284644193,0.9659090909090909
base_g1,orion_hct116,UPF3B,0.9606741573033708,1.0
base_g1,orion_hct116,USP28,0.2359550561797753,0.6174242424242424
base_g1,orion_hct116,VIM,0.949438202247191,0.11742424242424243
base_g1,orion_hct116,WBP4,0.897003745318352,1.0
base_g1,orion_hct116,YIPF6,0.4344569288389513,0.9848484848484849
base_g1,orion_hct116,ZBTB34,0.08801498127340823,0.38257575757575757
base_g1,orion_hct116,ZBTB41,0.848314606741573,0.1515151515151515
base_g1,orion_hct116,ZBTB48,1.0,0.38636363636363635
base_g1,orion_hct116,ZC3HAV1,0.9569288389513109,0.7840909090909091
base_g1,orion_hct116,ZDHHC12,0.8520599250936329,0.5340909090909092
base_g1,orion_hct116,ZDHHC4,0.7453183520599251,0.5492424242424243
base_g1,orion_hct116,ZFP62,0.8539325842696629,0.7121212121212122
base_g1,orion_hct116,ZHX3,0.6273408239700374,0.6818181818181819
base_g1,orion_hct116,ZKSCAN1,0.5524344569288389,0.7083333333333333
base_g1,orion_hct116,ZKSCAN2,0.7958801498127341,0.6666666666666667
base_g1,orion_hct116,ZKSCAN3,0.4456928838951311,0.7954545454545454
base_g1,orion_hct116,ZNF16,0.8838951310861423,0.2727272727272727
base_g1,orion_hct116,ZNF174,0.853932584269663,0.7840909090909091
base_g1,orion_hct116,ZNF219,0.10861423220973782,0.10984848484848486
base_g1,orion_hct116,ZNF22,0.9176029962546817,0.19318181818181823
base_g1,orion_hct116,ZNF25,0.1235955056179775,0.5833333333333333
base_g1,orion_hct116,ZNF251,0.8501872659176031,0.05681818181818177
base_g1,orion_hct116,ZNF280C,0.7846441947565543,0.34090909090909094
base_g1,orion_hct116,ZNF282,0.2303370786516854,0.06060606060606055
base_g1,orion_hct116,ZNF32,0.0898876404494382,0.3977272727272727
base_g1,orion_hct116,ZNF324,0.12546816479400752,0.8977272727272727
base_g1,orion_hct116,ZNF397,0.8520599250936329,0.9431818181818182
base_g1,orion_hct116,ZNF410,0.8820224719101124,0.7424242424242424
base_g1,orion_hct116,ZNF444,0.11985018726591756,0.9053030303030303
base_g1,orion_hct116,ZNF462,0.8689138576779026,1.0
base_g1,orion_hct116,ZNF496,0.101123595505618,0.6174242424242424
base_g1,orion_hct116,ZNF507,1.0,1.0
base_g1,orion_hct116,ZNF514,0.9737827715355805,0.6893939393939394
base_g1,orion_hct116,ZNF526,0.6947565543071161,0.8787878787878788
base_g1,orion_hct116,ZNF530,0.7509363295880149,0.7840909090909091
base_g1,orion_hct116,ZNF543,0.9850187265917603,0.8257575757575757
base_g1,orion_hct116,ZNF627,0.7734082397003745,0.9848484848484849
base_g1,orion_hct116,ZNF641,0.8239700374531835,0.25
base_g1,orion_hct116,ZNF670,0.0898876404494382,0.09848484848484851
base_g1,orion_hct116,ZNF714,0.9419475655430711,0.7083333333333333
base_g1,orion_hct116,ZNF740,0.7303370786516854,0.8106060606060606
base_g1,orion_hct116,ZNF768,0.6441947565543071,0.8901515151515151
base_g1,orion_hct116,ZNF777,0.8801498127340824,0.7045454545454546
base_g1,orion_hct116,ZNF783,0.7153558052434457,0.10227272727272729
base_g1,orion_hct116,ZNF784,0.595505617977528,0.06060606060606055
base_g1,orion_hct116,ZNF786,0.0786516853932584,0.18560606060606055
base_g1,orion_hct116,ZNF821,0.17602996254681652,1.0
base_g1,orion_hek293t,ACLY,0.99812734082397,0.9963898916967509
base_g1,orion_hek293t,ADNP,0.6947565543071161,0.9891696750902527
base_g1,orion_hek293t,AGO1,0.28651685393258425,0.7689530685920578
base_g1,orion_hek293t,AKAP1,0.49250936329588013,0.4476534296028881
base_g1,orion_hek293t,AKT2,0.9943820224719101,0.8303249097472925
base_g1,orion_hek293t,ALG12,0.9400749063670413,0.6425992779783394
base_g1,orion_hek293t,ANKZF1,0.9906367041198502,0.8880866425992779
base_g1,orion_hek293t,ANP32B,0.947565543071161,0.7111913357400722
base_g1,orion_hek293t,AP2A2,0.9269662921348314,0.34296028880866425
base_g1,orion_hek293t,API5,0.9868913857677902,0.516245487364621
base_g1,orion_hek293t,ARL14EP,0.9831460674157304,0.4693140794223827
base_g1,orion_hek293t,ASCC2,0.9850187265917603,0.0
base_g1,orion_hek293t,BCKDK,0.8670411985018727,0.14440433212996395
base_g1,orion_hek293t,BCL6,0.5449438202247191,0.8880866425992779
base_g1,orion_hek293t,BCL7C,0.9138576779026217,0.6895306859205776
base_g1,orion_hek293t,BRD1,0.9812734082397003,0.2707581227436823
base_g1,orion_hek293t,BRPF1,0.9962546816479401,1.0
base_g1,orion_hek293t,CAND1,0.9794007490636705,0.667870036101083
base_g1,orion_hek293t,CARM1,1.0,1.0
base_g1,orion_hek293t,CAT,0.6685393258426966,0.3212996389891697
base_g1,orion_hek293t,CCDC112,0.9250936329588015,0.0036101083032491488
base_g1,orion_hek293t,CHD3,0.5430711610486891,0.6714801444043321
base_g1,orion_hek293t,CHD6,0.38764044943820225,0.9638989169675091
base_g1,orion_hek293t,CHKB,0.37827715355805247,0.054151624548736454
base_g1,orion_hek293t,CLCN6,0.4850187265917603,0.8808664259927798
base_g1,orion_hek293t,COIL,0.99812734082397,0.29241877256317694
base_g1,orion_hek293t,COMMD8,0.5112359550561798,0.5090252707581228
base_g1,orion_hek293t,COQ10B,0.7808988764044944,0.8267148014440433
base_g1,orion_hek293t,CSNK2A1,1.0,1.0
base_g1,orion_hek293t,CYTH2,0.6910112359550562,0.1985559566787004
base_g1,orion_hek293t,DBF4B,0.34269662921348315,0.6101083032490975
base_g1,orion_hek293t,DBN1,0.7340823970037453,0.37545126353790614
base_g1,orion_hek293t,DCAF16,0.09363295880149813,0.4223826714801444
base_g1,orion_hek293t,DCP2,1.0,1.0
base_g1,orion_hek293t,DDHD1,0.9082397003745318,0.9386281588447654
base_g1,orion_hek293t,DEAF1,0.8614232209737828,0.38267148014440433
base_g1,orion_hek293t,DEK,0.4812734082397004,0.4548736462093863
base_g1,orion_hek293t,DHRS1,0.7059925093632958,0.9747292418772563
base_g1,orion_hek293t,DHX35,1.0,0.9061371841155235
base_g1,orion_hek293t,DLAT,0.3801498127340824,0.5595667870036101
base_g1,orion_hek293t,DMTF1,0.649812734082397,0.6606498194945849
base_g1,orion_hek293t,DNTTIP1,1.0,0.6714801444043321
base_g1,orion_hek293t,DRG2,0.9325842696629214,0.8916967509025271
base_g1,orion_hek293t,DTNBP1,0.6554307116104868,0.6931407942238268
base_g1,orion_hek293t,DVL3,0.08614232209737827,0.6534296028880866
base_g1,orion_hek293t,E2F1,0.9868913857677902,0.7978339350180506
base_g1,orion_hek293t,EAPP,0.9419475655430711,0.7256317689530686
base_g1,orion_hek293t,ELK1,0.7640449438202247,0.9602888086642599
base_g1,orion_hek293t,EPC2,0.99812734082397,0.9855595667870036
base_g1,orion_hek293t,EPM2AIP1,0.9737827715355805,0.25270758122743686
base_g1,orion_hek293t,EZH2,0.99812734082397,0.776173285198556
base_g1,orion_hek293t,FAM120A,0.9831460674157304,0.9458483754512635
base_g1,orion_hek293t,FCGRT,0.8707865168539326,0.14440433212996395
base_g1,orion_hek293t,FHL3,0.7359550561797753,0.5595667870036101
base_g1,orion_hek293t,FOXN2,1.0,1.0
base_g1,orion_hek293t,FOXO4,0.9250936329588015,0.2490974729241877
base_g1,orion_hek293t,FUBP3,0.9082397003745318,0.9783393501805054
base_g1,orion_hek293t,FXYD5,0.5898876404494382,0.6064981949458483
base_g1,orion_hek293t,GIGYF2,1.0,1.0
base_g1,orion_hek293t,GLI3,0.9363295880149813,0.9638989169675091
base_g1,orion_hek293t,GMEB2,0.7434456928838951,0.9963898916967509
base_g1,orion_hek293t,GPATCH8,0.9719101123595506,1.0
base_g1,orion_hek293t,GRAMD1A,0.7003745318352059,0.37545126353790614
base_g1,orion_hek293t,GTF2IRD1,0.797752808988764,0.5595667870036101
base_g1,orion_hek293t,HDAC1,0.5786516853932584,0.28519855595667865
base_g1,orion_hek293t,HDAC8,0.26029962546816476,0.9855595667870036
base_g1,orion_hek293t,HMGN3,0.797752808988764,0.0830324909747292
base_g1,orion_hek293t,HMGN4,0.9719101123595506,0.30324909747292417
base_g1,orion_hek293t,HMGXB3,1.0,0.8916967509025271
base_g1,orion_hek293t,HOMEZ,0.27902621722846443,0.4729241877256317
base_g1,orion_hek293t,HSBP1,0.5468164794007491,0.924187725631769
base_g1,orion_hek293t,HSP90AB1,0.9382022471910112,0.5054151624548737
base_g1,orion_hek293t,IFI27L2,0.8764044943820224,0.6498194945848376
base_g1,orion_hek293t,IFNAR2,0.7359550561797753,0.8844765342960289
base_g1,orion_hek293t,IFNGR2,0.9550561797752809,0.7256317689530686
base_g1,orion_hek293t,IREB2,0.7808988764044944,0.5703971119133574
base_g1,orion_hek293t,KDM5A,0.9962546816479401,1.0
base_g1,orion_hek293t,KHDRBS1,0.9363295880149813,0.7148014440433212
