target,panel,energy,genes_z3,cells
ATG16L2,False,20.2398,231,687
ATG2A,False,47.8635,1057,1461
ATG2B,False,22.2458,937,2090
ATG3,False,24.0636,523,1201
ATG4A,False,21.2434,479,1129
ATG4B,False,11.1907,459,2547
ATG4C,False,14.7331,281,1135
ATG4D,False,22.0759,652,1283
ATG5,False,21.2439,279,743
ATG7,False,24.3474,233,615
ATG9A,False,88.6278,1868,1461
ATG9B,False,21.9401,261,1158
ATIC,False,79.7666,331,144
ATL1,False,23.7999,975,1906
ATL2,False,29.5147,383,623
ATL3,False,23.0078,644,1880
ATM,False,50.9177,1996,2304
ATMIN,False,21.0424,748,1848
ATN1,False,56.4241,1858,4058
ATOH1,False,19.716,348,1564
ATOH7,False,21.1914,475,1060
ATOH8,False,19.7151,407,1149
ATOSA,False,19.8441,481,1243
ATOSB,False,15.1922,298,1169
ATOX1,False,31.2159,1810,4128
ATP10A,False,23.0952,1074,2484
ATP10D,False,25.635,969,3371
ATP11A,False,18.3113,1418,3325
ATP11B,False,197.144,193,38
ATP11C,False,15.1433,209,1578
ATP13A1,False,13.273,316,1118
ATP13A2,False,22.467,618,1635
ATP13A3,False,19.4335,570,1592
ATP1A3,False,23.446,704,1926
ATP1B1,False,31.2207,889,3910
ATP1B3,False,53.5883,784,632
ATP23,False,92.2648,2614,3173
ATP2A2,False,297.327,2993,623
ATP2A3,False,22.2825,613,1067
ATP2B1,False,37.7812,593,629
ATP2B4,False,17.4721,782,2288
ATP2C1,False,18.0069,756,1643
ATP5F1A,False,44.1855,970,1164
ATP5F1B,False,34.5144,391,400
ATP5F1C,False,141.432,349,59
ATP5F1D,False,29.5167,588,813
ATP5F1E,False,38.4191,619,750
ATP5IF1,False,17.2271,322,1901
ATP5MC1,False,29.0682,1271,1823
ATP5MC2,False,10.6903,368,1984
ATP5MC3,False,60.9816,2103,3468
ATP5ME,False,49.7629,745,700
ATP5MF,False,50.4332,569,614
ATP5MF-PTCD1,False,48.4973,674,727
ATP5MG,False,22.1345,754,1700
ATP5PB,False,27.456,347,759
ATP5PD,False,47.5589,251,346
ATP5PF,False,72.5644,621,255
ATP5PO,False,48.892,1301,1181
ATP6AP2,False,113.935,136,63
ATP6V0A1,False,11.0916,312,2151
ATP6V0A2,False,64.0299,395,324
ATP6V0B,False,52.8047,135,96
ATP6V0D1,False,75.2966,307,178
ATP6V0E1,False,18.4545,396,1389
ATP6V0E2,False,19.2825,610,1900
ATP6V1B2,False,235.196,864,82
ATP6V1C2,False,19.9651,624,1210
ATP6V1D,False,21.7756,200,655
ATP6V1E1,False,30.7733,229,363
ATP6V1E2,False,29.3594,1397,3274
ATP6V1G2,False,20.3629,540,1133
ATP6V1H,False,97.1247,289,108
ATP7A,False,49.3642,1400,1789
ATP8A1,False,26.1524,996,3012
ATP8A2,False,25.7667,1052,3141
ATP8B1,False,52.5242,1256,898
ATP8B2,False,32.1559,389,519
ATP8B3,False,27.288,798,2415
ATP8B4,False,15.445,405,1307
ATP9A,False,28.5543,1809,6266
ATP9B,False,26.4758,429,790
ATPAF1,False,18.2637,650,1363
ATPAF2,False,40.7433,1003,1769
ATPSCKMT,False,138.859,143,26
ATRAID,False,40.1302,490,691
ATRN,False,18.1794,508,2429
ATRX,False,46.0918,1548,1349
ATXN1,False,19.2997,449,1251
ATXN10,False,229.426,1448,144
ATXN1L,False,28.9273,716,1945
ATXN2,False,28.6129,560,843
ATXN2L,False,24.6771,899,1209
ATXN3,False,25.0949,798,2411
ATXN7,False,29.9123,413,475
ATXN7L1,False,15.8173,485,1827
ATXN7L2,False,20.9527,697,2272
ATXN7L3,False,49.1367,2870,3386
ATXN7L3B,False,23.6516,898,2729
AUH,False,18.346,419,2683
AUNIP,False,35.8359,435,686
AUP1,False,21.2868,974,2056
AURKA,False,191.325,166,27
AURKAIP1,False,20.809,742,1880
AURKB,False,225.52,119,11
AUTS2,False,41.822,1859,4210
AVEN,False,25.8308,694,1129
AVIL,False,18.0001,425,1364
AVL9,False,20.8074,360,859
AVPI1,False,22.1988,391,773
AVPR2,False,17.4858,818,2201
AXIN1,False,115.307,105,25
AXIN2,False,42.3296,2526,6670
AXL,False,20.1883,581,2352
AZGP1,False,18.0547,443,2686
AZI2,False,28.6181,165,453
AZIN1,False,19.3156,723,1808
AZIN2,False,13.5587,378,2507
B2M,False,16.0461,273,1657
B3GALNT2,False,16.4934,467,1582
B3GALT2,False,22.0866,1268,3136
B3GALT4,False,21.819,595,1514
B3GALT6,False,16.0025,215,1066
B3GAT1,False,31.0012,539,710
B3GAT2,False,26.0675,1026,1417
B3GAT3,False,15.5511,408,2156
B3GLCT,False,19.7522,188,641
B3GNT2,False,21.486,794,2333
B3GNT5,False,12.7973,275,1365
B3GNT9,False,18.284,397,1014
B3GNTL1,False,23.7962,1043,2051
B4GALNT1,False,13.9589,540,2730
B4GALNT3,False,36.4385,240,293
B4GALNT4,False,24.4675,848,3113
B4GALT1,False,53.9968,1452,1636
B4GALT2,False,14.8475,506,1628
B4GALT3,False,15.2289,425,2620
B4GALT4,False,15.6243,505,2720
B4GALT5,False,188.473,5607,17373
B4GALT7,False,22.3293,838,1840
B4GAT1,False,49.4027,1383,3665
B9D2,False,32.3665,818,1990
BABAM1,False,16.4331,320,1779
BABAM2,False,25.2237,896,2709
BACE1,False,22.2366,678,2761
BACH1,False,25.2217,240,672
BACH2,False,44.3589,1983,2648
BAD,False,20.2359,867,3230
BAG1,False,20.0284,1231,4126
BAG2,False,28.4969,497,1447
BAG3,False,25.5873,1111,2323
BAG4,False,26.6874,850,1583
BAG5,False,18.4482,267,1270
BAHD1,False,86.2214,1190,1197
BAIAP2,False,23.9814,1226,4076
BAIAP2L1,False,15.1833,315,1755
BAIAP2L2,False,11.7649,253,1518
BAIAP3,False,14.3047,311,1933
BAK1,False,14.1952,492,3124
BAMBI,False,56.6066,1359,2112
BANK1,False,18.9299,361,997
BANP,False,29.9117,654,1123
BAP1,False,112.448,426,159
BARD1,False,247.706,383,26
BARHL1,False,17.2118,284,930
BARHL2,False,15.8474,246,1531
BARX1,False,34.0504,1107,1770
BARX2,False,63.4773,999,1166
BASP1,False,15.224,580,1853
BATF,False,101.708,920,354
BATF2,False,15.4175,695,3319
BATF3,False,30.0521,980,3114
BAX,False,54.5131,400,597
BAZ1A,False,37.9772,987,988
BAZ1B,False,23.0347,647,1869
BAZ2A,False,12.8576,381,1985
BAZ2B,False,25.8462,237,742
BBC3,False,18.3657,512,1778
BBIP1,False,14.3672,195,1413
BBLN,False,11.9979,379,1937
BBS1,False,14.4024,276,1443
BBS10,False,58.7661,3462,4317
BBS12,False,17.0716,428,1617
BBS2,False,13.0238,417,2245
BBS4,False,13.6776,625,2103
BBS7,False,52.9229,1290,2036
BBS9,False,14.6293,817,3287
BBX,False,23.1324,1117,2201
BCAP29,False,15.3544,586,1520
BCAP31,False,20.256,782,3003
BCAS3,False,29.0942,764,1972
BCAS4,False,68.0761,2208,3822
BCAT1,False,27.4257,877,2802
BCAT2,False,100.752,1771,535
BCDIN3D,False,22.5099,825,1285
BCKDHA,False,142.141,792,121
BCKDHB,False,31.046,944,2853
BCKDK,True,29.2206,791,1422
BCL10,False,147.791,4247,1984
BCL11A,False,31.2998,1322,3605
BCL11B,False,231.088,2435,649
BCL2,False,15.2285,488,2780
BCL2A1,False,24.9749,226,898
BCL2L1,False,31.4271,237,664
BCL2L11,False,18.9147,546,2305
BCL2L12,False,16.604,570,2800
BCL2L13,False,26.7599,221,380
BCL2L14,False,19.5434,306,819
BCL2L2,False,19.6501,217,1037
BCL3,False,53.0522,673,452
BCL6,True,25.8356,1029,1488
BCL6B,False,19.0923,396,1337
BCL7A,False,17.1769,253,1301
BCL7B,False,22.4005,384,1202
BCL7C,True,17.376,273,864
BCL9,False,97.8469,4285,7794
BCL9L,False,29.7026,1201,2764
BCLAF1,False,22.1713,1238,1807
BCLAF3,False,21.5771,480,1080
BCOR,False,28.7359,1575,4084
BCORL1,False,41.6739,1484,2423
BCR,False,19.0831,492,1661
BCS1L,False,62.2035,1708,744
BDH1,False,16.5853,495,2202
BDH2,False,17.1385,589,2593
BDP1,False,84.0262,111,59
BECN1,False,209.205,165,26
BEGAIN,False,139.706,2223,2200
BEND2,False,18.4251,464,1277
BEND3,False,49.9959,1690,2712
BEND4,False,17.7015,504,1782
BEND5,False,24.9923,570,1366
BEST1,False,12.1875,329,1552
BEST4,False,19.3897,688,1791
BET1,False,111.31,201,42
BET1L,False,24.3258,696,2178
BEX1,False,12.1972,537,2881
BEX2,False,15.4326,507,2084
BEX3,False,34.0416,1141,1420
BEX4,False,38.8314,1662,4104
BEX5,False,25.5151,622,2112
BFAR,False,21.2621,865,3674
BHLHA15,False,14.4569,572,4472
BHLHA9,False,15.6292,332,1767
BHLHE22,False,26.5425,509,1119
BHLHE23,False,13.0329,293,2584
BHLHE40,False,135.27,3087,2864
BHLHE41,False,17.3304,327,2113
BICD1,False,15.7458,433,1736
BICD2,False,16.0283,592,2600
BICDL1,False,22.918,874,2112
BICRA,False,39.1033,1680,2020
BICRAL,False,44.5663,1378,3080
BID,False,16.7972,183,902
BIK,False,96.2822,2153,1972
BIN1,False,18.6674,706,2954
BIN2,False,17.0252,369,1813
BIN3,False,18.9158,596,1770
BIRC2,False,18.6395,384,1421
BIRC3,False,23.6317,481,1305
BIRC5,False,239.437,178,23
BIRC6,False,33.1507,747,917
BIVM,False,28.3155,957,3398
BIVM-ERCC5,False,24.987,1140,2642
BLCAP,False,18.8046,462,1643
BLK,False,30.5543,1013,2193
BLM,False,35.4345,140,315
BLMH,False,18.7939,446,1312
BLOC1S1,False,23.0417,654,1871
BLOC1S2,False,28.3159,625,918
BLOC1S3,False,22.526,275,762
BLOC1S4,False,20.5765,300,745
BLOC1S5,False,16.0534,454,1348
BLOC1S6,False,26.3158,744,2217
BLTP1,False,12.382,359,1911
BLTP2,False,38.2125,198,386
BLTP3A,False,20.3784,521,1378
BLTP3B,False,26.9503,748,1836
BLVRA,False,21.395,592,1301
BLVRB,False,19.1173,477,1888
BLZF1,False,20.9041,699,1290
BMAL1,False,15.9859,264,1253
BMAL2,False,21.7778,841,4050
BMERB1,False,25.3632,973,2578
BMF,False,26.0746,2018,3415
BMI1,False,53.5661,513,395
BMP1,False,26.9266,323,856
BMP2K,False,13.9835,444,2127
BMP6,False,15.0214,351,1118
BMP8A,False,22.8887,676,1689
BMP8B,False,17.1552,277,1371
BMPR1A,False,14.708,534,2679
BMPR2,False,25.5049,139,290
BMS1,False,294.241,133,10
BNC1,False,23.453,280,763
BNC2,False,12.0046,444,2783
BNIP2,False,25.8205,400,1331
BNIP3,False,22.8104,824,2203
BNIP3L,False,13.9868,524,2963
BNIPL,False,19.8394,751,2950
BOD1,False,20.1184,646,2082
BOD1L1,False,131.753,159,40
BOK,False,15.394,249,1646
BOLA1,False,22.5648,731,2826
BOLA2B,False,19.9829,772,2044
BOLA3,False,22.3991,349,1238
BORA,False,236.802,576,60
BORCS5,False,29.4669,485,805
BORCS6,False,28.9495,277,534
BORCS7,False,10.8267,392,2365
BORCS8,False,26.9881,607,1505
BORCS8-MEF2B,False,51.215,1252,2452
BPGM,False,18.5595,659,1376
BPHL,False,16.5008,597,3245
BPIFA2,False,31.4984,717,1941
BPNT1,False,17.1611,573,1622
BPNT2,False,49.82,412,196
BPTF,False,82.369,1463,724
BRAF,False,11.2954,236,1626
BRAP,False,29.3504,523,777
BRAT1,False,41.2919,988,839
BRCA1,False,104.513,202,88
BRCA2,False,177.577,141,15
BRCC3,False,16.4317,545,1983
BRD1,True,44.0885,649,576
BRD10,False,22.1629,657,1075
BRD2,False,44.8928,1116,1998
BRD3,False,17.4718,415,2101
BRD4,False,84.5785,3208,7953
BRD7,False,41.6079,1999,3266
BRD8,False,199.088,3252,998
BRD9,False,48.1217,877,600
BRF2,False,32.7172,1223,3016
BRI3,False,288.966,168,10
BRI3BP,False,11.3824,1152,5888
BRICD5,False,19.7271,480,1339
BRIP1,False,69.7715,144,112
BRIX1,False,49.9084,190,129
BRK1,False,53.7678,1447,1117
BRME1,False,35.4851,859,1611
BRMS1,False,78.0133,3298,2824
BRMS1L,False,13.2916,511,2622
BROX,False,33.9654,518,1062
BRPF1,True,69.699,2635,2054
BRPF3,False,21.7967,756,1427
BRSK1,False,43.8261,1615,3343
BRWD1,False,17.916,1122,2497
BRWD3,False,16.6754,405,1276
BSCL2,False,18.6102,313,915
BSDC1,False,15.8063,769,3086
BSG,False,22.7968,326,652
BSPRY,False,20.2939,520,1449
BST1,False,17.4929,698,2849
BST2,False,24.288,792,2565
BSX,False,29.6856,842,1607
BTAF1,False,59.3356,2245,1976
BTBD1,False,19.2489,350,1038
BTBD10,False,15.282,423,1727
BTBD19,False,21.1583,513,1464
BTBD2,False,15.0705,379,2213
BTBD3,False,16.8571,580,2072
BTBD6,False,30.6952,1223,2898
BTBD7,False,57.5157,1581,1742
BTBD8,False,20.0508,572,1668
BTBD9,False,144.266,85,68
BTD,False,16.3202,427,2501
BTF3L4,False,17.8917,454,2395
BTG1,False,21.8451,716,1349
BTG2,False,14.3053,461,1795
BTG3,False,13.8743,586,2160
BTK,False,24.1627,352,771
BTLA,False,29.14,888,2312
BTN2A1,False,19.8065,902,2457
BTN2A2,False,16.8281,185,916
BTN3A1,False,19.5268,194,731
BTN3A2,False,26.9705,717,3799
BTN3A3,False,27.9282,760,1417
BTNL9,False,43.1706,2247,2558
BTRC,False,29.9658,643,1078
BUB1,False,107.559,566,177
BUB1B,False,135.261,256,36
BUD13,False,121.587,457,78
BUD23,False,316.816,248,12
BUD31,False,24.9277,299,371
BYSL,False,27.3576,326,763
BZW1,False,12.7894,598,3108
BZW2,False,28.2761,993,1890
C10orf105,False,40.9414,1228,2400
C10orf88,False,21.5115,787,1749
C10orf95,False,20.3466,626,1917
C11orf21,False,15.5004,289,1601
C11orf24,False,19.5261,474,1147
C11orf54,False,24.9856,1119,1957
C11orf58,False,20.6974,577,2081
C11orf65,False,19.1551,243,1233
C11orf68,False,80.1674,1925,1480
C11orf71,False,13.9059,350,2030
C11orf96,False,13.4123,712,1528
C11orf98,False,32.3166,1374,2607
C12orf42,False,19.2023,614,1634
C12orf43,False,14.1392,577,2513
C12orf57,False,23.6555,683,2484
C12orf75,False,25.1732,347,741
C12orf76,False,19.559,791,2965
C14orf119,False,19.2786,1021,2448
C14orf132,False,24.5959,1928,4243
C14orf28,False,19.8865,475,1761
C14orf93,False,26.261,1095,2246
C15orf39,False,12.3021,371,1981
C15orf40,False,19.9445,889,2068
C15orf48,False,14.4103,260,1468
C15orf61,False,36.2898,1054,2654
C15orf62,False,17.3026,334,1500
C16orf46,False,19.7642,992,3037
C16orf54,False,19.0616,618,1275
C16orf74,False,16.235,435,1857
C16orf86,False,20.9934,415,1053
C16orf87,False,92.0855,2254,1859
C16orf95,False,21.2046,326,1182
C17orf107,False,29.571,900,1964
C17orf58,False,17.4651,401,1173
C17orf67,False,79.1277,266,233
C17orf75,False,38.865,1749,2426
C18orf21,False,29.7336,403,697
C18orf32,False,29.2553,447,572
C18orf54,False,49.1477,1828,2944
C19orf12,False,15.3656,447,2306
C19orf18,False,12.0857,334,1724
C19orf25,False,61.0568,108,88
C19orf33,False,17.4999,504,1927
C19orf38,False,16.1279,555,1703
C19orf44,False,17.5402,368,1213
C19orf47,False,60.878,2027,3180
C19orf48P,False,27.3571,676,1909
C19orf53,False,26.3307,605,1341
C19orf73,False,22.3513,465,1308
C1D,False,76.7074,1547,692
C1GALT1,False,18.0008,338,1134
C1GALT1C1,False,30.3753,834,2731
C1QA,False,23.8774,833,2317
C1QB,False,22.0031,472,1724
C1QBP,False,21.4031,520,1364
C1QC,False,20.8672,573,2430
C1QL3,False,11.009,338,2562
C1QTNF3,False,11.5291,283,2777
C1QTNF6,False,20.9205,519,1560
C1R,False,26.4448,1278,4154
C1RL,False,16.6029,258,978
C1S,False,24.7191,514,1119
C1orf115,False,73.6055,1958,1662
C1orf122,False,22.4509,539,1701
C1orf131,False,167.919,162,51
C1orf159,False,27.5724,632,1317
C1orf162,False,30.4631,726,2013
C1orf174,False,16.5257,498,2199
C1orf198,False,27.7311,833,2438
C1orf21,False,49.7525,2191,1770
C1orf216,False,25.0775,480,1102
C1orf35,False,25.5236,390,704
C1orf43,False,19.7991,1313,2817
C1orf50,False,15.7403,316,1583
C1orf52,False,67.9646,3235,4363
C1orf54,False,31.2316,861,2702
C1orf56,False,26.5563,199,380
C1orf74,False,68.4737,1483,2436
C20orf202,False,19.8911,496,2129
C20orf96,False,135.503,4233,6515
C21orf58,False,24.5524,772,2032
C21orf91,False,20.2893,374,1421
C22orf23,False,29.5367,1303,4313
C22orf46P,False,39.7593,2852,5685
C2CD2,False,17.8276,591,2456
C2CD2L,False,42.1028,796,809
C2CD3,False,26.9195,775,1456
C2CD4D,False,14.9355,182,1195
C2CD5,False,16.5305,862,2530
C2orf15,False,32.2161,742,806
C2orf42,False,26.9481,956,2530
C2orf49,False,20.1649,422,1329
C2orf68,False,11.9219,233,1276
C2orf69,False,13.9715,628,2234
C2orf74,False,11.7804,378,2278
C2orf76,False,20.8332,369,1165
C2orf88,False,23.1644,625,2385
C3,False,40.2666,1409,3667
C3AR1,False,17.8079,427,1460
C3orf18,False,19.1588,330,1168
C3orf33,False,21.0955,767,2069
C3orf38,False,16.7582,293,972
C3orf52,False,15.7108,486,2353
C3orf62,False,26.0154,661,2341
C4BPB,False,18.6033,434,1286
C4orf19,False,16.6663,413,2014
C4orf3,False,12.2718,340,1617
C4orf33,False,26.9457,189,538
C4orf46,False,24.8304,632,1644
C5,False,28.2444,1303,1935
C5AR1,False,12.864,598,2905
C5orf15,False,32.583,898,1385
C5orf24,False,25.2293,186,331
C5orf34,False,21.8033,669,1693
C5orf58,False,29.968,1200,3433
C5orf63,False,31.8086,1173,2420
C6orf120,False,51.7677,1308,2812
C6orf136,False,35.7846,1445,3077
C6orf163,False,24.7215,557,944
C6orf226,False,40.6313,1546,3445
C6orf47,False,16.589,487,2372
C6orf62,False,25.5512,507,779
C6orf89,False,23.2561,747,1122
C7,False,20.117,709,2350
C7orf50,False,25.6257,661,1103
C8orf33,False,30.693,1215,1887
C8orf44,False,13.8382,237,1161
C8orf58,False,13.8477,299,1212
C8orf76,False,28.9107,1244,2076
C8orf82,False,78.1123,971,380
C8orf88,False,19.7954,620,2372
C9orf40,False,22.1237,569,915
C9orf72,False,16.6523,450,1794
C9orf78,False,98.1853,253,88
C9orf85,False,17.5367,324,1197
CA1,False,12.8333,981,4583
CA10,False,34.0408,1112,2246
CA11,False,16.0197,169,755
CA13,False,26.4079,831,1591
CA14,False,31.3201,898,1837
CA2,False,20.3708,848,2692
CA5B,False,17.5007,545,2195
CA6,False,30.6645,904,2913
CA7,False,18.3979,632,1852
CA9,False,29.3517,295,676
CAAP1,False,20.9039,389,711
CAB39,False,24.4375,1089,2129
CAB39L,False,21.7605,507,1204
CABIN1,False,43.4648,1046,954
CABLES1,False,16.8063,498,1564
CABLES2,False,23.1854,982,1107
CABP4,False,18.525,482,1457
CABP5,False,38.6605,1277,2138
CACFD1,False,20.6523,1049,5024
CACHD1,False,54.5866,829,757
CACNA1A,False,20.0976,636,2398
CACNA1C,False,18.096,485,2279
CACNA1D,False,22.935,761,2301
CACNA1E,False,22.3146,727,1841
CACNA1H,False,16.7316,486,1706
CACNA1I,False,15.1897,528,1938
CACNA2D2,False,24.4302,274,648
CACNA2D4,False,14.7014,399,1791
CACNB1,False,16.6676,308,1043
CACNB2,False,27.5419,373,643
CACNB3,False,16.8567,301,1255
CACNB4,False,74.8968,1288,2056
CACUL1,False,19.8864,1069,2598
CACYBP,False,17.0294,484,1811
CAD,False,107.526,583,198
CADM1,False,22.0915,583,2486
CALCB,False,18.0743,706,3135
CALCOCO1,False,126.985,4188,7211
CALCOCO2,False,36.8262,1633,1388
CALD1,False,15.4275,326,1619
CALHM2,False,23.4631,687,2246
CALHM6,False,40.5636,1340,1632
CALM1,False,18.4687,662,2496
CALM2,False,18.8018,571,1498
CALM3,False,14.8022,477,1957
CALML4,False,19.8194,369,1033
CALML5,False,86.9357,1763,2907
CALR,False,33.6657,790,1363
CALU,False,16.7043,624,2419
CALY,False,16.4658,429,1573
CAMK1,False,34.6881,505,670
CAMK1D,False,22.2639,545,890
CAMK2D,False,11.2695,372,1940
CAMK2G,False,16.4754,754,3060
CAMK2N1,False,28.7172,532,925
CAMK4,False,35.8862,937,1243
CAMKK1,False,23.3961,815,1758
CAMKK2,False,29.7328,507,842
CAMKMT,False,17.7177,492,2737
CAMLG,False,88.3194,220,116
CAMSAP1,False,70.1082,1041,448
CAMSAP2,False,34.6556,1230,4370
CAMTA1,False,19.0226,600,3224
CAMTA2,False,39.3827,149,190
CAND1,True,52.0621,2518,2624
CANT1,False,36.3934,1777,3966
CANX,False,28.6823,599,971
CAP1,False,35.146,645,776
CAPG,False,47.3449,894,1676
CAPN1,False,16.5175,333,1699
CAPN10,False,15.3644,507,1792
CAPN12,False,13.8259,372,1929
CAPN15,False,17.5105,480,1639
CAPN2,False,18.4388,918,2683
CAPN3,False,17.3786,687,3153
CAPN5,False,36.1703,466,1495
CAPN7,False,47.6176,968,2075
CAPNS1,False,17.4937,489,2202
CAPRIN1,False,54.7227,648,426
CAPRIN2,True,39.7682,233,309
CAPS,False,18.3943,671,3351
CAPZA1,False,22.8365,616,978
CAPZA2,False,14.0591,558,2559
CARD11,False,164.542,496,138
CARD16,False,13.3137,593,2313
CARD17P,False,22.5159,325,824
CARD19,False,154.946,4157,5214
CARD6,False,27.0121,1071,1722
CARD8,False,25.4499,1308,3099
CARD9,False,15.3838,251,937
CARF,False,138.45,181,83
CARHSP1,False,17.6187,559,2752
CARM1,True,33.0206,1831,1744
CARMIL1,False,17.6829,273,1102
CARMIL2,False,47.353,1949,1480
CARNMT1,False,25.337,1440,2980
CARNS1,False,32.2329,532,763
CARS2,False,39.0395,618,731
CASC3,False,65.8889,2082,887
CASD1,False,39.9512,549,438
CASK,False,73.9941,1562,1078
CASP1,False,15.3469,558,2077
CASP10,False,18.1923,321,1314
CASP2,False,24.2572,1178,3051
CASP3,False,38.2236,3050,5434
CASP4,False,11.7357,520,2605
CASP6,False,18.6325,470,1554
CASP7,False,45.6406,1622,2316
CASP8,False,24.1511,358,1137
CASP8AP2,False,118.72,82,16
CASP9,False,50.3847,1863,2268
CASS4,False,19.6507,1130,4295
CAST,False,22.1524,284,840
CASTOR1,False,17.3679,400,1005
CASZ1,False,14.4811,486,1679
CAT,True,12.4276,260,1559
CATSPER2,False,33.6716,725,1278
CATSPERB,False,15.2005,363,1319
CATSPERG,False,25.117,888,1343
CAV1,False,48.4859,1193,1653
CAVIN1,False,23.4785,415,1958
CAVIN2,False,20.5008,424,566
CAVIN3,False,55.78,1832,2861
CBFA2T2,False,20.5264,302,916
CBFB,False,140.976,1175,336
CBL,False,18.1203,298,916
CBLB,False,42.5208,2066,3473
CBLL1,False,130.674,2341,776
CBLN3,False,17.7767,320,867
CBR1,False,14.1181,538,2504
CBR3,False,12.6573,243,1099
CBR4,False,22.6353,648,2298
CBS,False,17.1319,298,2455
CBX1,False,25.6077,491,1136
CBX2,False,18.4222,601,2239
CBX3,False,30.9432,1402,2620
CBX4,False,22.4436,219,593
CBX5,False,42.0667,2456,3974
CBX6,False,16.2982,310,1238
CBX7,False,46.8448,790,517
CBY1,False,15.7019,398,2172
CC2D1A,False,32.9884,401,586
CC2D1B,False,23.8695,830,3877
CCAR1,False,102.941,446,165
CCAR2,False,45.7267,1591,3777
CCDC102A,False,16.3206,587,3074
CCDC102B,False,38.1004,1284,3001
CCDC106,False,17.4919,530,2901
CCDC107,False,73.2721,3635,8628
CCDC112,True,18.3297,538,2548
CCDC115,False,85.3508,817,469
CCDC117,False,14.8139,303,2070
CCDC12,False,185.628,2452,372
CCDC120,False,16.0195,447,1958
CCDC122,False,23.1922,245,640
CCDC124,False,33.2246,1098,2972
CCDC125,False,35.8941,1470,2512
CCDC126,False,14.7951,316,1788
CCDC127,False,28.0498,539,1742
CCDC134,False,28.7188,1014,1990
CCDC136,False,21.7454,887,1734
CCDC137,False,62.4701,235,166
CCDC138,False,37.9087,2169,2666
CCDC14,False,13.5107,319,1667
CCDC141,False,31.308,439,931
CCDC142,False,21.8183,652,1860
CCDC144A,False,17.5086,532,2270
CCDC146,False,13.4268,315,2119
CCDC15,False,10.7446,473,3527
CCDC150,False,15.446,287,1782
CCDC152,False,42.2405,1778,3539
CCDC154,False,16.8746,516,1581
CCDC159,False,21.983,428,1328
CCDC167,False,16.9391,267,1092
CCDC169-SOHLH2,False,32.1859,472,846
CCDC17,False,21.6947,339,871
CCDC171,False,18.5553,444,2011
CCDC18,False,17.7914,238,1344
CCDC180,False,19.5254,572,1147
CCDC184,False,18.7771,494,2580
CCDC186,False,15.2081,408,2381
CCDC191,False,19.0721,1073,3227
CCDC22,False,39.0678,1341,1640
CCDC25,False,23.6992,420,949
CCDC28A,False,50.5915,156,235
CCDC28B,False,84.8748,637,296
CCDC30,False,39.593,2047,4070
CCDC32,False,14.1988,938,3167
CCDC34,False,24.3774,1094,3230
CCDC39,False,16.6028,501,1847
CCDC43,False,12.8982,483,1523
CCDC47,False,12.1318,580,2892
CCDC50,False,21.8245,226,596
CCDC51,False,17.8071,216,876
CCDC57,False,18.3124,419,1402
CCDC59,False,47.8413,339,283
CCDC6,False,50.9198,785,584
CCDC61,False,54.0316,2746,6016
CCDC65,False,18.7071,430,1334
CCDC66,False,18.9122,680,2143
CCDC69,False,40.9331,1250,1853
CCDC7,False,22.1246,417,1123
CCDC71,False,20.5884,410,1409
CCDC71L,False,17.3087,814,2202
CCDC77,False,21.1492,183,613
CCDC78,False,30.3002,1695,2935
CCDC82,False,22.4113,268,1055
CCDC85B,False,18.9179,432,1143
CCDC85C,False,13.7742,309,1578
CCDC88A,False,19.2805,402,1190
CCDC88B,False,20.4431,123,421
CCDC88C,False,27.19,468,1056
CCDC9,False,23.6527,449,750
CCDC90B,False,17.0913,569,2445
CCDC91,False,30.971,765,2372
CCDC92,False,20.4334,375,1044
CCDC93,False,54.6611,1110,853
CCDC97,False,18.2306,790,2873
CCHCR1,False,26.8126,1202,3226
CCL1,False,20.5426,581,1918
CCL18,False,27.1832,214,566
CCL2,False,20.0086,247,902
CCL20,False,18.1656,723,3355
CCL22,False,19.2095,333,1187
CCL25,False,26.5292,493,1309
CCL28,False,23.9366,687,1314
CCL3,False,13.8522,470,2521
CCL3L3,False,30.4886,1309,4015
CCL4,False,16.1209,434,2303
CCL4L2,False,17.5311,326,1083
CCL5,False,29.7693,607,618
CCM2,False,12.9697,453,2007
CCN1,False,56.1995,2189,2176
CCNA1,False,26.3804,371,1174
