target,gene,dist,log2fc
CTSZ,NELFCD,27035,-0.3332345575973539
CTSZ,PRELID3B,34659,-0.01050328888495271
CTSZ,ATP5F1E,24125,-0.07273832506042693
CTU2,MVD,43304,-0.3600947669683559
CTXN1,MAP2K7,22351,0.07697214149302967
CTXN1,TIMM44,17599,0.16021571631749737
CUEDC2,FBXL15,23883,0.11482525515819732
CUL2,CREM,215,-0.2934138856521491
CUL4A,PCID2,1265,-0.1427105627973286
CUL4B,MCTS1,10064,0.030078566963174746
CUL7,RRP36,32355,-0.2716666241819132
CUL7,KLHDC3,39840,-0.41477652770956047
CUL7,MEA1,37075,0.29437468104630293
CUTA,KIFC1,26952,0.11062227370469362
CWC25,LASP1,43539,-0.292283659101317
CWC27,SREK1IP1,2334,-0.23901317685576914
CWF19L1,BLOC1S2,19023,0.23530736435794067
CXCL2,MTHFD2L,14978,-0.044284559163242324
CYB561A3,TMEM138,379,-1.669306672414396
CYB561A3,DDB1,19747,-0.07978152594469122
CYB561D2,HYAL2,26147,-0.047256991453732494
CYB561D2,RASSF1,9854,-0.01758241197264241
CYB561D2,TUSC2,22583,0.08593954833509383
CYB5B,TERF2,10169,-0.19937812266053095
CYB5R1,ADIPOR1,8508,-0.16024651530309986
CYB5R1,TMEM183A,39311,0.06752738288746306
CYBA,MVD,12083,-0.1587560000368716
CYBC1,NARF,7351,-0.15671356654031257
CYBC1,OGFOD3,32192,0.13815817863190283
CYC1,EXOSC4,16479,-0.12965130731383467
CYC1,SHARPIN,13085,0.2374526828629059
CYC1,MAF1,8073,0.009080053233805526
CYC1,GPAA1,12702,0.07466553209950468
CYHR1,VPS28,33409,0.14534307078478217
CYHR1,SLC39A4,46014,0.1585340309921836
CYS1,RRM2,39754,-0.08678014929821055
CYTH2,GRWD1,23691,0.03595221558635713
CZIB,CPT2,23887,-0.2760008590093811
CZIB,MAGOH,17969,-0.0565341367872106
D2HGDH,DTYMK,47608,-0.0727691100671601
D2HGDH,ING5,47504,0.12420388937846134
DAGLB,KDELR2,34,0.04033276342128739
DALRD3,IMPDH2,7159,-0.4071122091860729
DALRD3,NDUFAF3,1834,-0.33355317362078746
DALRD3,WDR6,15231,-0.34762971274343973
DAP3,YY1AP1,1501,0.06439861777133822
DAPK3,EEF2,14349,0.024027742803321168
DARS2,CENPL,385,-1.1119360925154247
DARS2,ZBTB37,43542,-0.2773989699028635
DAXX,PFDN6,34579,-0.08126794533034205
DAXX,WDR46,33736,0.11310691206105432
DAXX,TAPBP,8975,0.20593654924002702
DAZAP1,NDUFS7,24006,0.09797998279881234
DAZAP1,GAMT,5802,-0.30742716271803017
DAZAP2,SMAGP,31793,-0.18261155086275468
DBF4B,CCDC43,18764,-0.049613514815113904
DBN1,DDX41,42578,-0.07204359992043027
DBN1,PDLIM7,23263,0.23781917749556825
DBNDD2,PIGT,10468,-0.2696608778423195
DBR1,ARMC8,12295,-0.2925689292161632
DBT,RTCA,16281,-0.12662222213008237
DCAF1,RAD54L2,38569,-0.19545684791468942
DCAF10,EXOSC3,31563,-0.37317117951984785
DCAF11,PSME1,22132,-0.21542267013416647
DCAF11,PCK2,19957,0.09502029759799457
DCAF11,PSME2,33560,-0.16479689391455168
DCAF16,NCAPG,86,-1.8786523748943986
DCAF17,METTL8,585,-2.6103058222777404
DCAF6,MPC2,1732,-2.79932193993774
DCAF8,PEX19,22960,-0.04727261833902446
DCLRE1A,NHLRC2,58,-1.318746316200115
DCLRE1B,HIPK1,24921,0.01485359895036511
DCPS,FOXRED1,34947,0.04133277978650702
DCPS,SRPRA,34827,-0.09062362268954624
DCTN2,DDIT3,23626,0.6774562932042679
DCTN3,RPP25L,7924,-0.2574735580135667
DCTN5,NDUFAB1,45052,-0.08159343483370293
DCTN5,PLK1,36276,0.30324005133539544
DCTPP1,SEPHS2,15712,-0.5272396400413548
DCUN1D2,TMCO3,265,0.29133488354665965
DCXR,CENPX,13670,-0.03140581746929844
DCXR,DUS1L,28429,0.059868774941983595
DCXR,GPS1,12914,-0.38097285058880676
DCXR,RAC3,6585,-0.3553551245798409
DDA1,BABAM1,42175,-0.06554934458038322
DDA1,GTPBP3,25402,-0.08539180344128512
DDAH2,MPIG6B,12023,0.07715230419331799
DDAH2,ABHD16A,27226,0.5337786673292064
DDAH2,CLIC1,9941,0.26043182108957763
DDB1,TMEM138,19368,-0.0009156843922902141
DDB1,CYB561A3,19747,0.1572678162876937
DDB2,ARFGAP2,36961,0.08821737068075296
DDHD2,BAG4,48685,0.18897821508805504
DDHD2,LSM1,48488,0.026758361620922756
DDIT3,MARS,48185,0.05479958228674686
DDIT3,DCTN2,23626,-0.0635575528868092
DDN,ARF3,41844,-0.017030040678216285
DDN,PRKAG1,19445,-0.0707791156674065
DDR1,GTF2H4,31096,0.1120955246453257
DDRGK1,ITPA,4168,-0.12767050770662872
DDT,CABIN1,30648,-0.23723620851669702
DDX1,NBAS,29838,-0.16078381758432833
DDX19B,AARS,44,-0.22236116620593782
DDX19B,EXOSC6,37723,0.045638699160617455
DDX24,IFI27L1,55,-0.9260289687516823
DDX27,STAU1,30930,-0.11091423989912465
DDX31,GTF3C4,378,-0.7185134579721274
DDX39A,PKN1,13668,-0.19035016398007246
DDX41,DBN1,42578,-0.027917432783900343
DDX41,PDLIM7,19315,0.06274655583699507
DDX42,CCDC47,2748,-0.004851118513339688
DDX46,CAMLG,21163,0.21420776378795722
DDX49,COPE,260,-0.01089948842062823
DDX5,POLG2,11128,0.34793202801442646
DDX5,CEP95,1446,-1.6337449912265314
DDX51,NOC4L,54,-1.097912244830468
DDX52,SYNRG,34040,0.30097489527753474
DDX54,RITA1,463,-1.070539906349629
DDX55,TMED2,17559,0.0680378631627002
DDX55,GTF2H3,31666,-0.30066623273117704
DDX55,EIF2B1,31693,0.16322252125771097
DDX56,TMED4,6921,0.1180263651001424
DDX59,KIF14,49273,-0.3338472958965929
DEAF1,TALDO1,40281,0.0863157585574546
DECR1,NBN,1898,-0.2070441703625917
DECR2,NME4,5109,-0.31377089102858374
DEDD,UFC1,19496,-0.02514444224008905
DEDD,PFDN2,15210,-0.039341476168840046
DEDD,B4GALT3,45372,-0.10292734911748204
DEDD2,GSK3A,22485,-0.16194322132356692
DELE1,RNF14,34505,0.21122444968756784
DENND10,EIF3A,23185,-0.040997311996396446
DENND2D,CHI3L2,3764,-0.0074763682714268365
DENND4B,JTB,31262,-0.12301642937388113
DENND4B,SLC39A1,21918,-0.16723923695007661
DENND4B,GATAD2B,23389,0.000750213414762585
DENND5A,TMEM41B,48728,0.2669788410932618
DEPDC5,PRR14L,3660,-0.49449379634674673
DERA,STRAP,29220,-0.5324347499104856
DERL1,TBC1D31,438,-0.14269327984754604
DERL2,DHX33,17786,-0.2658664582014357
DERL2,C1QBP,37987,-0.4605295680517022
DES,DNPEP,17452,-0.1058333225025441
DESI1,XRCC6,303,-1.0764055365897436
DFFA,CENPS,42192,0.3117038120465663
DFFB,CEP104,481,-0.46051834737023173
DFFB,C1orf174,43055,-0.1552369935826937
DGAT1,HSF1,35395,-0.5677996792929103
DGAT1,SLC52A2,7041,0.306336607845531
DGAT1,BOP1,35463,-0.06958313085814251
DGCR2,ESS2,22223,-0.13871969259912717
DGCR8,TRMT2A,37367,-0.22809607725997683
DGKZ,MDK,48083,0.07110823805950979
DHFR,MSH3,389,-0.1623309868203857
DHPS,MAN2B1,15139,0.1588047350179448
DHPS,TNPO2,42110,0.09404044785935894
DHPS,WDR83OS,12434,0.024129707520282068
DHRS11,MYO19,45893,0.017681239901561865
DHRS11,GGNBP2,46894,-0.11773838566964094
DHRS13,FLOT2,5346,0.17158112717554277
DHRS13,ERAL1,48104,-0.012698894507389227
DHRS4,DHRS4L2,16161,-4.1336237463575
DHRSX,ZBED1,57,-2.5816539218244525
DHTKD1,UPF2,25756,-0.1510423731194885
DHX16,MDC1,44503,0.15291843526301602
DHX16,PPP1R18,14836,-0.11294039195745825
DHX16,TUBB,44376,-0.022610688885185935
DHX16,C6orf136,26056,-0.12993701696238522
DHX29,MTREX,14,-1.5653863143784204
DHX30,SMARCC1,20535,-0.09950700233802734
DHX33,DERL2,17786,-0.29142569520600886
DHX33,NUP88,48867,-0.09242114293865623
DHX33,C1QBP,20201,-0.021429453552996417
DHX33,RPAIN,49965,0.13427466376478306
DHX37,UBC,49216,0.22447631810238514
DHX37,BRI3BP,4477,-0.14970112899137045
DHX57,MORN2,26,-1.7388848371695416
DIAPH1,HDAC3,18110,-0.09786992943975255
DIDO1,GID8,932,-0.33298204780970353
DIMT1,IPO11,425,-0.24855681156725787
DIPK1B,AGPAT2,24819,-0.006307571996438718
DIRAS1,SLC39A3,18633,-0.4352849730532672
DIS3,PIBF1,471,-1.5473312318272923
DIXDC1,C11orf1,48209,-0.7375017525365763
DLAT,NKAPD1,49053,-0.014893921889519716
DLL3,TIMM50,19100,-0.1528970510747615
DLL3,EID2,41338,-0.4606525495883054
DMAC2,EXOSC5,43276,-0.1476072992855214
DMAC2,BCKDHA,42925,-0.22595040252807816
DMPK,DMWD,10155,0.008813583670772885
DMRTC2,ARHGEF1,38320,0.19075821654120617
DNAAF2,LRR1,36804,0.07108749209148581
DNAAF2,MGAT2,14485,0.03998144873653136
DNAAF3,TNNT1,17371,-0.9727519264845662
DNAJA1,APTX,27,-0.00300069455659506
DNAJA3,HMOX2,48441,-0.09608287511081189
DNAJB1,NDUFB7,11688,-0.0017352322581541523
DNAJB1,TECR,43306,-0.05457504894871337
DNAJB14,H2AFZ,3814,-0.41637846894961555
DNAJB4,FUBP1,457,0.05970005069926654
DNAJB9,PNPLA8,30,-0.5070631244164442
DNAJB9,THAP5,30,-1.93116407664237
DNAJC12,SIRT1,34452,0.13569704272021388
DNAJC14,ORMDL2,12790,0.43764843027598466
DNAJC14,SARNP,12912,-0.040819092106142325
DNAJC2,PMPCB,49120,0.019633711059011554
DNAJC2,PSMC2,16267,-0.40458957299661397
DNAJC21,RAD1,869,0.34292602745837664
DNAJC21,BRIX1,14252,0.04004217156953262
DNAJC25,GNG10,30023,-0.7133214179265152
DNAJC30,BUD23,292,-0.15736297565654114
DNAJC4,TRPT1,3335,0.33250629371597135
DNAJC4,NUDT22,4217,0.061307600411546224
DNAJC4,STIP1,44886,-0.009506196284181062
DNAJC4,PPP1R14B,16798,-0.08895801785830727
DNAJC4,VEGFB,4248,0.09144129453828762
DNAJC5,TPD52L2,29442,0.10728702368739382
DNAJC7,NKIRAS2,9994,-0.1919339269821357
DNAJC8,SESN2,26386,-0.09541747367057844
DNAJC8,ATP5IF1,2985,-0.11167129527131156
DNASE1L1,ATP6AP1,16499,0.024712668770264568
DNASE1L1,FAM50A,31984,0.06633320573566764
DNASE1L1,EMD,32914,0.11341902436050251
DNASE1L1,FLNA,37476,0.051044805838970225
DNASE2,GCDH,9533,-0.11580474640639794
DNASE2,KLF1,5606,-0.44808734079404433
DNLZ,PMPCA,46857,0.06420354204866106
DNLZ,ENTR1,46848,-0.0069618107591421655
DNM1,CIZ1,12827,-0.12726704872625866
DNM1,C9orf16,31436,0.1161687078660356
DNM2,QTRT1,16537,0.6388642337613992
DNMT3B,COMMD7,18408,0.1472976441394647
DNTTIP2,GCLM,29736,0.017576681000995183
DOK1,AUP1,18909,-0.0908131564646746
DOK1,HTRA2,19601,-0.23744174420141853
DOK2,XPO7,5585,-0.24754066581357814
DOK3,DBN1,36873,0.1456642293836616
DOK3,DDX41,5705,0.022704383066723222
DOK3,PDLIM7,13610,0.3903695359798201
DOK4,CIAPIN1,39962,0.09960802497088586
DOK4,COQ9,39957,-0.1766547173261383
DOK4,POLR2C,24734,0.1454359595327814
DOLK,NUP188,78,-0.2663508454483081
DOLPP1,PTPA,29453,0.02056336949803687
DONSON,GART,45491,-0.14034100472393907
DONSON,SON,46801,0.03351255842090245
DOT1L,AP3D1,535,-0.01622344509173278
DPAGT1,VPS11,40542,-0.1425584828044057
DPAGT1,H2AFX,12866,-0.5253565285989749
DPAGT1,HMBS,23470,-0.10597828966437038
DPF1,PPP1R14A,26886,-0.20011966106479318
DPH2,ATP6V0B,4512,0.051248327044167076
DPH2,B4GALT2,8968,0.019474198280482795
DPH3,OXNAD1,162,-1.0913575383371297
DPH7,ZMYND19,11584,-0.23692360475767707
DPH7,EHMT1,39965,-0.010537259397816854
DPM1,ADNP,27708,-0.1464721269916185
DPM3,KRTCAP2,32880,-0.09149832322060301
DPM3,SLC50A1,5251,-0.45538380928180866
DPP8,HACD3,12661,-0.04904539065314471
DPY30,SPAST,23693,-1.1593305585655613
DRAM1,GNPTAB,46306,-0.0692432910934684
DRAM2,CEPT1,807,-0.0385258202641802
DRAP1,FIBP,30726,-0.12497682166402832
DRAP1,SART1,42423,-0.10237396198743476
DRAP1,CCDC85B,28585,-0.2001779666644273
DSCC1,TAF2,23159,0.05396303700214939
DSN1,NDRG3,28141,0.39588838226359685
DTD1,SMIM26,20570,-0.40802626586191504
DTD2,HEATR5A,36906,-0.44485684699604633
DTL,INTS7,19,0.16380239754598358
DTWD2,DMXL1,49210,-0.04383856771101373
DTYMK,ING5,104,-0.47932528179595746
DTYMK,ATG4B,49777,0.13811169239274299
DTYMK,THAP4,49400,-0.3646573092671861
DUS1L,CENPX,42099,0.11117191172847415
DUS1L,FASN,32088,0.004014989797457015
DUS1L,GPS1,15515,-0.015909116821971766
DUS1L,DCXR,28429,-0.03769241419149328
DUS1L,RAC3,35014,-0.23792669306285807
DUS2,DDX28,35486,-1.1674807669741183
DUS4L,BCAP29,16473,0.06748229489080802
DUS4L,COG5,1031,-2.129134391048408
DUSP11,STAMBP,48743,-0.06952249589592367
DUSP11,TPRKB,42752,-0.25106832418895625
DUSP12,ATF6,16485,0.06090131902345632
DUSP28,RNPEPL1,5750,-0.1626612378040036
DVL1,INTS11,25274,-0.10335515591279974
DVL1,PUSL1,41415,-0.004394268102778193
DVL1,AURKAIP1,25559,-0.14456997657203297
DVL2,PHF23,5184,-0.12123684715660474
DVL2,ACADVL,17413,0.7166575172332083
DVL2,ELP5,16280,-0.11279236667996245
DVL2,GABARAP,7948,-0.0024589963673928216
DVL2,CTDNEP1,18303,-0.10791103666898762
DVL3,EIF2B5,20173,-0.02080952334265281
DVL3,AP2M1,19530,-0.0887545132886216
DXO,STK19,1426,-3.1473466924758955
DXO,NELFE,13438,0.3257055519571306
DYM,C18orf32,25916,0.09243718951159534
DYNLL1,COX6A1,30361,-0.07638975000781119
DYNLL1,SRSF9,27495,-0.07739691659689937
DYNLL1,TRIAP1,22036,-0.003860238840634497
DYNLL1,GATC,22007,-0.025517038163560473
DYRK3,EIF2D,22962,0.17029143963794216
DYRK3,MAPKAPK2,49353,0.23981591385277617
DYRK4,RAD51AP1,23412,-0.1538800190756652
DZIP1,DNAJC3,31860,-0.16351721844008282
E2F4,TMEM208,34986,0.03532792357656867
E2F5,RBIS,43686,-0.43781978247436104
E4F1,MLST8,19192,-0.0608952620856814
E4F1,ECI1,28860,0.056380241994314205
E4F1,PGP,8594,0.0472431934642471
E4F1,RNPS1,44973,-0.08888311079254832
EAF1,METTL6,13014,-3.8215204316762716
EAF2,IQCB1,71,-1.739366922538361
EARS2,NDUFAB1,38597,-0.17056585140631253
EARS2,UBFD1,174,-0.40534695956000527
EARS2,GGA2,35736,-0.02854079555769589
EBF4,NOP56,40264,-0.020212980600317114
EBF4,IDH3B,28505,-0.04143277188024935
ECE2,EIF4G1,38959,-0.13083344973012484
ECE2,PSMD2,23626,-0.15775541687296066
ECE2,ALG3,25960,-1.2905631097899792
ECE2,EEF1AKMT4,25922,-3.375114674909245
ECH1,HNRNPL,20473,-0.1407480752571069
ECHS1,FUOM,14918,-0.36236893576642304
ECHS1,MTG1,20357,-0.20388357261801296
ECI1,MLST8,48052,-0.06707837520313208
ECI1,E4F1,28860,0.10313382160429897
ECI1,PGP,37454,-0.07581403941846077
ECI1,RNPS1,16113,-0.010853610488612093
ECM1,TARS2,20664,-0.12444156560981644
ECM1,ADAMTSL4,41380,-0.1695300394075275
ECSIT,ACP5,39856,0.12389974598827737
ECSIT,ELOF1,19188,-0.13037347290937717
EDC4,NUTF2,28680,0.031161192307268642
EDC4,CENPT,25238,0.1140178574103136
EDC4,THAP11,30729,0.1196057729429706
EDF1,PHPT1,18349,-0.03396927546820668
EEF1A2,PPDPF,19722,-0.005805675903912622
EEF1B2,NDUFS1,51,-1.7627704177829597
EEF1E1,BLOC1S5,38206,-0.14382215727021594
EEF1G,AHNAK,17851,-0.5093632841124386
EEF1G,MTA2,27841,-0.012278061638300043
EEF1G,B3GAT3,48094,0.5277774932165525
EEFSEC,RUVBL1,740,-0.12468478475783347
EFCAB14,ATPAF1,45279,0.1545033244916656
EFNA1,KRTCAP2,46023,-0.10159982915483579
EFNA1,SLC50A1,7892,-0.006265060255863857
EFNA1,DPM3,13143,-0.1786775328757016
EGFL7,AGPAT2,29199,0.007820965330158969
EGFL8,PBX2,26360,-0.4536746605568207
EGFL8,RNF5,14473,0.36436613135478285
EGFL8,AGPAT1,14194,0.18837358622898456
EGFL8,GPSM3,31605,-0.08593286491418374
EGFL8,ATF6B,35663,0.007968200824302774
EGFL8,PPT2,17338,-1.6421176585253199
EGLN2,SNRPA,48411,0.10196289473164773
EGLN3,SPTSSA,501,0.023123750770038483
EHBP1L1,MAP3K11,39439,-0.7367484088503384
EHBP1L1,ZNRD2,5484,0.32198262361812663
EHMT1,DPH7,39965,0.06617204266763442
EHMT1,ZMYND19,28381,-8.708608387975439e-05
EHMT2,NEU1,34818,-0.24677095852057943
EID2B,EID2,7352,-0.3931963700061523
EIF1AD,SF3B2,48257,0.1068583269291839
EIF1AD,BANF1,640,-0.6601271153286769
EIF1AD,SART1,40791,0.07359075897600754
EIF2AK2,CEBPZOS,33785,-0.10619780193188944
EIF2AK3,RPIA,124,-0.0007733574137288277
EIF2B1,TMED2,49252,0.14346265139252903
EIF2B1,GTF2H3,27,-1.5164495827644988
EIF2B1,DDX55,31693,-0.4205650933824143
EIF2B3,UROD,24228,-0.6403069035154904
EIF2B4,MPV17,44786,-0.16721082604777698
EIF2B4,GTF3C2,12900,-0.07159119418498504
EIF2B4,SNX17,30,-0.5264572386455384
EIF2B4,PPM1G,39208,-0.3116860315865791
EIF2B5,DVL3,20173,0.26821209254884565
EIF2B5,AP2M1,39703,-0.05333456039992426
EIF2S1,ATP6V1D,272,0.3034136450125011
EIF3B,CHST12,49362,0.10035375512948638
EIF3D,TXN2,47173,-0.13007510215500737
EIF3E,EMC2,105,-0.22779334738813126
EIF3G,PPAN,13651,0.17433038838420958
EIF3H,UTP23,433,-0.41369715989440825
EIF3I,TXLNA,42980,0.1667340520009471
EIF3I,CCDC28B,20694,-0.6425026037829439
EIF3K,ACTN4,28460,-0.10496726314373893
EIF3L,GCAT,40996,-0.12813633406086503
EIF3L,ANKRD54,459,-0.8125611720059628
EIF4A1,MPDU1,10496,-0.1133073836619431
EIF4A2,RFC4,23853,-0.09693074884760451
EIF4G1,POLR2H,46366,-0.34513341459091473
EIF4G1,PSMD2,15333,-0.004857393235586962
EIF5B,TXNDC9,3341,-0.16567338336307402
EIF6,MMP24OS,6878,0.5228611434207807
EIPR1,TRAPPC12,1790,-1.2324504399009844
ELF1,WBP4,1085,-0.38191599774218177
ELF3,RNPEP,25573,-0.11871621391297438
ELK1,UXT,8697,0.062446851237830114
ELL,KXD1,35567,0.11460226287504845
ELL,FKBP8,22148,-0.02991799071165223
ELL,UBA52,49606,0.11001049476394954
ELMOD3,TGOLN2,26093,-0.09633043882114574
ELOA,LYPLA2,47957,0.2300682480454231
ELOA,PITHD1,35212,-0.028633785962998908
ELOB,PRSS21,39810,0.02771203986597881
ELOB,SRRM2,25312,-0.03925907776564394
ELOF1,ACP5,20668,-0.26072410342544955
ELOF1,ECSIT,19188,-0.4313082759393521
ELOVL1,CDC20,9168,-0.07080031344393917
ELOVL1,MED8,21748,-0.08474541322881858
ELP4,IMMP1L,89,-2.7933722939624577
ELP5,PHF23,11096,0.02256528479481962
ELP5,ACADVL,33693,-0.1419290547785577
ELP5,GABARAP,8332,-0.02563579650501905
ELP5,CTDNEP1,2023,-0.5183189588007225
ELP6,SCAP,36612,-0.06631907955221059
EMC1,MRTO4,3,-1.552477994000516
EMC1,UBR4,41223,-0.04700020309142925
EMC2,EIF3E,105,-0.07392667676447305
EMC3,FANCD2,15168,-0.04102369539434993
EMC4,KATNBL1,14878,-0.23758367073497833
EMC7,AVEN,26774,0.10782147350530205
EMC8,COX4I1,1560,-0.8815276230465535
EMC9,PSME1,5881,-0.17133678878640676
EMC9,PCK2,47970,-0.1407064684819194
EMC9,DCAF11,28013,-0.07528214264860787
EMC9,PSME2,5547,-0.6907893191167516
EMC9,IPO4,46967,-0.017976037393577525
EMD,ATP6AP1,49413,0.049544086332338345
EMD,FLNA,4562,-0.39004116568852165
EME1,LRRC59,25012,-0.3688823900151106
EME2,NUBP2,10649,-0.009617588931556318
EME2,NME3,537,0.06445522407040884
EMG1,ATN1,46311,-0.1892383222876311
EMG1,C12orf57,27846,-0.11095169678500102
EMG1,PHB2,76,-0.6455876369111595
EML2,OPA3,43405,-0.027233287742312366
EML2,SNRPD2,46952,-0.09517046636843714
EMX1,SPR,28810,-0.3863002379216043
ENDOD1,SRSF8,22647,-0.025088258404340567
ENDOG,SPOUT1,11387,-0.6710873517999564
ENO1,RERE,30387,0.1653317274301952
ENO2,ATN1,10709,0.15496226868683877
ENO2,C12orf57,29174,-0.12508882514975436
ENO3,SPAG7,19801,-0.2989870568895361
ENO3,PFN1,2483,-1.4888703573319144
ENO3,RNF167,8037,-0.057344207583816344
ENO3,SLC25A11,7878,-0.23033403418405599
ENO3,KIF1C,49595,-0.2198153465543227
ENOPH1,HNRNPDL,137,-0.013509407107688385
ENSA,MCL1,49895,-0.16527974071909995
ENTPD7,CUTC,43143,-0.0073049468197327345
ENTR1,PMPCA,9,-0.3106371499184756
ENY2,NUDCD1,938,-2.165463785523988
EOGT,TMF1,38663,-0.33694695805808506
EP400,PUS1,20598,0.08713882854745615
EPHB4,TRIP6,39542,0.13749780341238818
EPHB4,SRRT,47481,0.023533580013464124
EPHX1,SRP9,32349,0.043739562554464755
EPM2AIP1,MLH1,297,-2.4172232913450777
EPN1,U2AF2,20994,0.07640570420923404
EPN1,CCDC106,34142,-0.1623595548835139
EPN1,ZNF580,40106,-0.1885591975163048
EPOP,MLLT6,30287,-0.16989162422404996
EPPK1,PUF60,47759,-0.10464563724838016
EPRS,IARS2,47417,-0.3093205626353619
EPS8L2,DEAF1,12680,0.008000519814059994
ERAL1,FLOT2,42758,0.1251278237789461
ERCC1,RTN2,18000,0.2042938499438969
ERCC1,VASP,27524,-0.2791915209322266
ERCC2,CD3EAP,35726,-0.29857594603592646
ERCC5,BIVM,46730,-0.2097105213698204
ERCC8,NDUFAF2,39,-2.1597439320251937
ERF,PAFAH1B3,48374,-0.11110800939132805
ERF,GSK3A,12547,0.11364917656041032
ERI3,RNF220,49875,-0.17824702443447854
ERLIN2,PLPBP,25993,-0.00993268804148229
ERMAP,P3H1,49994,-0.08332983260690148
ERMAP,SVBP,7732,-1.2241399245969822
ERMARD,PHF10,26001,-0.5347297251753654
ERMARD,C6orf120,49441,0.32958122170480425
ERP29,TMEM116,1456,-1.1459605044727392
ERV3-1,ZNF117,22,-3.365727160724931
ESCO1,SNRPD1,11300,-0.16153363296125495
ESCO2,CCDC25,706,-1.1297415029569198
ESF1,NDUFAF5,431,-0.6885387948554564
ESPL1,PFDN5,27043,-0.025249649425649213
ESPN,ACOT7,30981,0.010175846925875504
ESRRA,BAD,13134,-0.03211084576275463
ESRRA,PRDX5,12897,0.009334852877596334
ESRRA,TRMT112,13006,0.5114051617021859
ESS2,DGCR2,22223,0.235260491760859
ESS2,SLC25A1,34179,0.023642318168402468
ESYT1,MYL6,40072,-0.17734522668542485
ESYT1,PA2G4,13901,-0.08801523217082027
ESYT1,MYL6B,33716,-0.21747385670747948
ESYT2,WDR60,26293,0.40349178565537575
ETF1,HSPA9,32436,-0.04054327444629242
ETV2,RBM42,12741,-0.183825611940097
ETV2,COX6B1,6500,-0.26893403719607134
EWSR1,RHBDD3,212,0.08221422740995787
EXD3,NSMF,35665,-0.06237726438174119
EXOC5,AP5M1,528,-1.3778866186417948
EXOC7,SRP68,48858,0.2095087854257989
EXOC8,SPRTN,748,-0.33595299822137237
EXOG,ACVR2B,42284,0.3011487528361229
EXOSC1,RRP12,20009,-0.10718549955325524
EXOSC1,PGAM1,19980,-0.11342774249263217
EXOSC10,SRM,39829,0.10805710911216906
EXOSC2,ABL1,19322,0.15978578415926423
EXOSC4,CYC1,16479,-0.27643405149257266
EXOSC4,SHARPIN,29564,0.46349911060834875
EXOSC4,MAF1,24552,0.08967258026894435
EXOSC4,GPAA1,3777,0.36359931094573006
EXOSC5,TGFB1,43480,0.36283319966396005
EXOSC5,DMAC2,43276,0.08298008751771598
EXOSC5,BCKDHA,351,0.41470778334138403
EXOSC6,AARS,37767,-0.2031144902607367
EXOSC7,ZDHHC3,1041,0.11776328156211852
EXOSC8,ALG5,1947,-0.00010025631644074796
EXOSC9,CCNA2,22618,0.20637387765721332
EZH1,VPS25,28370,-0.04122093682741045
F12,GRK6,13379,-0.2679566290414459
FADS1,TMEM258,36516,0.07390603518428357
FADS1,FEN1,36593,0.2791073964931801
FADS2,TMEM258,178,-0.04196828348363104
FADS2,FADS1,36338,-1.6326349411850645
FADS2,FEN1,255,-0.0366086632384328
FAF1,CDKN2C,457,-0.1361792533797391
FAF2,CLTB,31043,-0.34025816914732737
FAHD1,HAGH,220,-0.9775506783677287
FAHD1,NUBP2,44035,-0.06071073574619073
FAM104A,C17orf80,4520,-0.3602965746211079
FAM117A,KAT7,556,-0.22405594496396655
FAM118B,RPUSD4,5,-1.803332878204983
FAM120A,FAM120AOS,1952,-1.217769575121034
FAM120AOS,FAM120A,1952,-1.1261540610128062
FAM126B,CFLAR,44305,-0.11221721696488057
FAM126B,NDUFB3,267,-0.37730222060980884
FAM131A,EIF4G1,21426,-0.07757096346629427
FAM131A,POLR2H,24940,-0.008022071370554693
FAM131A,PSMD2,36759,-0.09680068157664785
FAM136A,PCYOX1,44700,0.029045059784140254
FAM136A,SNRPG,8320,-0.01628459537135616
FAM161A,CCT4,34553,-0.22467140537876218
FAM162A,CCDC58,885,-3.336231530670039
FAM168B,PLEKHB2,11355,-0.1089286512175227
FAM171A2,SLC25A39,37236,0.005337869900485168
FAM171A2,GRN,18767,0.048578010363937066
FAM174C,CIRBP,16125,-0.008707377914696703
FAM174C,ATP5F1D,33775,0.029684592370698905
FAM174C,MIDN,27193,0.14363510797781176
FAM189B,SCAMP3,6609,0.25480068426835906
FAM189B,FDPS,48962,-0.23028402276176407
FAM189B,MTX1,47129,0.15352001044579797
FAM192A,RSPRY1,38,0.1679263311267273
FAM193B,DDX41,37622,0.16460323692540468
FAM193B,TMED9,37573,-0.06661040539689278
FAM210A,RNMT,81,-0.9445670717991904
FAM210B,AURKA,33608,-0.08282618029524226
FAM210B,CSTF1,33410,-0.12511560333021493
FAM216A,ARPC3,17983,0.40736524548324377
FAM216A,GPN3,863,-1.1776519813836133
FAM216A,VPS29,33727,0.11277096142654346
FAM217B,SYCP2,41,-2.74592991961519
FAM219B,SCAMP2,33957,-0.050025331554858686
FAM219B,RPP25,49441,-0.07455387921384089
FAM222B,FLOT2,42509,-0.020429983251003658
FAM222B,ERAL1,249,0.1116682988803198
FAM229A,BSDC1,30453,-0.4712146274076064
FAM229A,MARCKSL1,28037,0.024847916576439432
FAM32A,AP1M1,12476,0.2289678600857164
FAM3A,UBL4A,30221,0.14409627383941773
FAM3A,LAGE3,37591,0.1053125836978409
FAM50A,ATP6AP1,15485,0.287302913571254
