target,gene,dist,log2fc
SPNS1,NFATC2IP,23319,-0.40743629454381614
SPOP,SLC35B1,30813,0.3003086332224397
SPOUT1,ENDOG,11387,0.2632119236071181
SPPL2B,LSM7,284,-0.8163581365960787
SPRYD4,TIMELESS,19080,0.05602050636503339
SPRYD7,TRIM13,593,-0.5031671538775602
SPSB2,CDCA3,37005,0.1482383325860746
SPSB2,USP5,37260,0.17319521686502756
SPSB2,ATN1,35096,0.347402653777084
SPSB3,HAGH,33487,0.0421803165591386
SPSB3,NUBP2,10768,-0.20603351780856516
SPSB3,NME3,21954,-0.049709566700222654
SPTB,CHURC1,34342,-0.33559086291666074
SQSTM1,MGAT4B,581,-1.135414833436898
SRA1,SLC35A4,6520,-0.1238216942311847
SRD5A1,NSUN2,42,-2.1009779437572402
SRD5A3,TMEM165,49551,-0.14662437823973185
SREK1IP1,CWC27,2334,-2.644042198260533
SRGN,VPS26A,35933,-0.006886198671412755
SRM,TARDBP,47734,0.1237379506299505
SRM,EXOSC10,39829,-0.07914146253342744
SRP68,EXOC7,48858,0.18037620938610585
SRP72,PAICS,32533,-0.234128112571109
SRP72,PPAT,31553,-0.30401611678283574
SRR,TSR1,34582,0.2844693566232555
SRRD,HPS4,73,0.3426962489864721
SRRD,TFIP11,28647,0.21477777138310097
SRRM2,ELOB,25312,0.4015434689433529
SRRT,TRIP6,7939,-0.845509288613825
SRSF1,VEZF1,18957,0.6389468985601243
SRSF10,PNRC2,24088,-0.002687246224997848
SRSF11,LRRC40,5,-0.2216997944443926
SRSF2,JMJD6,11135,0.21465700247316155
SRSF2,METTL23,11938,-0.0541278540795434
SRSF4,MECR,48964,-0.027227533408678957
SRSF7,GEMIN6,36,0.16512884305117242
SRSF9,RNF10,37534,0.019976953073845692
SRSF9,DYNLL1,27495,-0.07382811211381442
SRSF9,COQ5,38488,-0.11534927286996464
SRSF9,TRIAP1,49531,-0.07765133803727961
SRSF9,GATC,49502,0.9126045819836148
SS18L1,MTG2,39399,-0.0483797427800089
SS18L1,PSMA7,136,-0.18716808947939567
SS18L2,SEC22C,19460,-0.1322054883110977
SS18L2,NKTR,18631,-0.32182589096297726
SSBP4,ISYNA1,19445,0.5344755201884223
SSBP4,GDF15,44133,0.27716008919773805
SSNA1,TPRN,15553,-0.4563742649931054
SSNA1,TMEM203,17008,-0.053641653015169315
SSR1,RIOK1,42016,-0.008256780689729093
SSR2,ARHGEF2,13902,0.13116345118391207
SSR2,LAMTOR2,32944,-0.21210188112007033
SSR2,UBQLN4,32842,-0.02503142462740781
SSR4,IDH3G,1019,-1.1080436750812344
SSU72,FNDC10,25248,0.04897672089990478
ST13,SLC25A17,37517,0.20801862412554703
ST13,XPNPEP3,135,-0.3629784913451154
ST6GALNAC4,AK1,38499,-0.09702065170089352
ST6GALNAC4,DPM2,20822,-0.10686163644822883
ST6GALNAC6,AK1,28074,-0.3278700250574063
ST6GALNAC6,DPM2,31247,-0.08450637265261664
ST7L,CAPZA1,1652,-0.4863292397767141
STAC3,SHMT2,24641,-0.010611230452744733
STAMBP,DUSP11,48743,-0.07551058093427064
STAR,ASH2L,45609,-0.15180206753720518
STAR,BAG4,25431,-0.005070606151074321
STAR,LSM1,25628,-0.0440919381315413
STARD3,PNMT,30923,0.5103436142613417
STAT2,CNPY2,43920,-0.1763975267694635
STAT3,CAVIN1,34748,0.18983283819103736
STAT5A,STAT5B,1086,0.33374368068851096
STAT5B,STAT5A,1086,0.1684125867122184
STAU1,DDX27,30930,0.022217757719252364
STIL,CMPK1,18888,-0.1230559596380788
STIM1,RHOG,13181,-0.0005500363815119796
STIP1,DNAJC4,44886,-0.10722638193935548
STIP1,MACROD1,18771,-0.110848609137486
STIP1,TRPT1,41551,-0.14573225442067697
STIP1,NUDT22,40669,-0.026003866603775586
STIP1,VEGFB,49134,-0.09539689992623701
STK11IP,OBSL1,23729,-0.2217063183098054
STK16,ANKZF1,15443,-0.6152439373350526
STK19,NELFE,12012,-0.18928578353371067
STK38,SRSF3,46261,0.02604775659580951
STK4,TOMM34,6025,-0.23034966188005446
STK40,LSM10,12013,0.034294603344239484
STMN1,AUNIP,49007,-0.030978135547087345
STN1,SLK,48154,-0.5060338546373823
STOML2,VCP,30470,0.020780254043778392
STRADA,CCDC47,34346,0.01998953767273701
STRADA,LIMD2,40822,-0.056734917789109475
STRADA,DDX42,31598,-0.1139800484228827
STRAP,DERA,29220,-0.2154824717939812
STRIP1,AHCYL1,46856,-0.23759649645821795
STRN4,SLC1A5,41623,-0.18252847330110258
STT3A,CHEK1,33451,-0.4195396442157218
STT3A,FEZ1,866,-1.6215742472814
STUB1,HAGHL,46514,0.3464465598890289
STUB1,ANTKMT,40601,0.10806975518370102
STUB1,METRN,35113,-0.16933892641710052
STUB1,METTL26,43602,0.023201482935847843
STUB1,RHOT2,11899,-0.07422330891366778
STUB1,JMJD8,4548,0.41367221838862983
STUB1,MCRIP2,43163,0.07260118105180514
STX10,LYL1,47195,-0.000936149963736372
STX10,TRMT1,32816,0.04689046434506064
STX10,NACC1,33915,-0.07149419883292199
STX10,IER2,20,-0.032755468162979834
STX1A,BUD23,36545,-0.1073150001536733
STX5,WDR74,10152,0.012973986730254277
STX5,SLC3A2,23894,0.3510747649512272
STX5,TMEM223,40054,-0.13471786300442465
STX5,TMEM179B,44701,0.15525713562983004
STXBP2,TRAPPC5,44051,0.024103408299514448
STXBP2,PET100,7061,-0.19283994211810723
STXBP4,COX11,5,-3.011626060950361
STYX,PSMC6,22887,-0.03441774262199864
STYX,ERO1A,34018,0.003217817848575464
STYXL1,MDH2,772,-1.6941070437674315
SUCLA2,NUDT15,454,-0.05285500554474411
SUDS3,TAOK3,3565,0.051554407632169445
SUGP2,ARMC6,28072,-0.6125759256242825
SUMF2,CHCHD2,42529,-0.016501848474481273
SUMF2,CCT6A,12317,-0.06122665808379709
SUMF2,PSPH,12393,-0.1313654228340836
SUMO2,NUP85,22491,-0.041974588927422014
SUMO2,JPT1,14710,0.007337193599312639
SUMO3,UBE2G2,16953,0.03557181345626421
SUOX,CDK2,30074,0.27917339179280143
SUPT5H,PAF1,45002,0.12637102142526788
SUPT5H,MED29,44853,0.652935874000909
SUPT5H,TIMM50,43639,-0.1363576713868335
SUPT6H,KIAA0100,16466,-0.02128692028506269
SUPT6H,SDF2,269,0.46040307187947643
SUPT7L,SLC4A1AP,421,-0.7759341651395816
SUPT7L,GPN1,35600,-0.1145311787170364
SURF1,SURF4,19557,-0.047395079445598974
SURF1,SURF2,156,-0.05588866229150235
SURF1,SURF6,20387,-0.12679483404766648
SURF2,SURF4,19713,0.09766395716470225
SURF2,SURF1,156,-0.5526736893412934
SURF2,SURF6,20231,-0.3530092361127492
SURF4,SURF1,19557,0.2786441745869663
SURF4,SURF2,19713,0.36589830525939115
SURF4,SURF6,39944,0.29869445926477683
SURF4,REXO4,41863,-0.20518555147339362
SURF6,SURF4,39944,0.029469205854062448
SURF6,SURF1,20387,0.511442141846965
SURF6,SURF2,20231,0.5253571643198669
SUV39H1,WAS,18961,0.08496795993660576
SUV39H2,HSPA14,40159,0.6670423215971395
SUZ12,UTP6,35243,-0.07135228679698295
SWI5,GOLGA2,657,-0.5467723574889921
SWI5,TRUB2,47362,-0.005233127020256826
SWI5,COQ4,47104,-0.06371986697020078
SWSAP1,TMEM205,28124,-0.19163338676064212
SWSAP1,PRKCSH,47711,-0.09500706698669435
SYCP2,FAM217B,41,-0.8033412488539307
SYNC,KIAA1522,38100,0.09791905004866824
SYNCRIP,SNX14,49907,0.4357207144834546
SYNGR2,BIRC5,45641,0.03904957360609055
SYNGR2,TMC6,35966,0.259566129454696
SYNGR2,TK1,18688,-0.10860981922038951
SYNGR3,SLC9A3R2,35719,0.10135630815197533
SYNGR3,GFER,5938,0.19621347679097598
SYNGR3,NDUFB10,30137,0.016056666159877272
SYNGR3,ZNF598,20184,-0.25951730581239835
SYNGR3,TBL3,17665,-0.06492561994555497
SYNGR3,NPW,20289,0.09192778471992054
SYNGR3,MSRB1,46367,-0.0044936725664065265
SYNJ2BP,COX16,118,-0.07691600954911508
SYNRG,DDX52,34040,-0.2014642377259276
SYP,PLP2,28431,-0.21758663929034017
SYPL2,PSMA5,40058,-0.039159376262763175
SYS1,DBNDD2,45639,-0.07130387826106291
SYT5,TNNT1,30977,0.023492968831572186
SYVN1,CAPN1,33654,0.01590435637715292
SYVN1,TM7SF2,35067,0.15583004923012442
SZT2,ELOVL1,21807,-0.03639220781564212
SZT2,CDC20,30975,-0.15433653150999124
SZT2,MED8,59,-1.1908207626948804
TAB1,SYNGR1,49922,-0.2575244909097958
TACC3,SLBP,514,-0.2572346937018258
TADA1,POGK,37046,0.1733654226030514
TADA2A,ACACA,122,-0.03394060614342575
TADA2B,GRPEL1,26246,-0.018101105214203342
TADA3,TTLL3,15075,-0.8790747626695667
TADA3,ARPC4,527,-0.7655785244201705
TAF10,RRP8,8901,0.29332743290330365
TAF10,ILK,8831,0.4891404465793016
TAF13,TMEM167B,14348,0.1467723514483225
TAF1A,MIA3,27878,0.0547624575724561
TAF1D,MED17,164,0.09469859545943166
TAF2,DSCC1,23159,-0.2060668913376647
TAF3,KIN,30496,-0.3187185298122399
TAF3,ATP5F1C,30405,-0.05988122225757295
TAF5,PDCD11,28654,-0.20372506317125968
TAF5,PCGF6,16798,0.301561945852099
TAF5,ATP5MD,28544,0.2571314156782576
TAF5L,URB2,279,-0.3796551870895886
TAF6,MCM7,25247,0.08942058012139842
TAF6,COPS6,38239,0.8121279656488946
TAF6,LAMTOR4,21701,-0.048245488134315194
TAF6L,TTC9C,43620,0.17576915228185894
TAF6L,POLR2G,9854,-0.15143425102133848
TAF6L,TMEM223,20715,-0.42265544854728837
TAF6L,TMEM179B,16068,0.29595045647285106
TAF6L,HNRNPUL2,43670,0.0670635537919741
TAF8,CCND3,156,-0.4413987930966601
TAF9,AK6,0,-0.8415198374951495
TAF9,RAD17,733,-2.3874180328607695
TAFA2,USP15,19076,-1.4668331371759946
TAL2,TMEM38B,38111,0.03652081834062668
TALDO1,DEAF1,40281,0.33928449924792575
TALDO1,GATD1,30108,-0.36256341358932326
TAOK2,HIRIP3,22451,0.2826968429966716
TAOK2,TMEM219,32790,0.00675474544578124
TAOK2,INO80E,21308,0.19853823596670278
TAOK3,SUDS3,3565,-0.018386933344185827
TAPBP,DAXX,8975,0.017191244889168542
TAPBP,PFDN6,25604,-0.029558098891583968
TAPBP,WDR46,24761,-0.24708093795426453
TARBP2,PCBP2,49021,0.007356097862349363
TARDBP,SRM,47734,0.055243966603984555
TATDN1,NDUFB9,360,-0.9451300494757052
TATDN3,NSL1,29,-0.6635807834569366
TAX1BP3,EMC6,115,-0.06468813057520513
TAZ,ATP6AP1,19162,0.13498622301961127
TAZ,FAM50A,34647,0.2521639088842891
TAZ,EMD,30251,-0.21651443283277602
TAZ,FLNA,34813,0.11490281648255457
TBC1D10A,SF3A1,29972,0.09790607458423356
TBC1D10B,CD2BP2,14678,0.03330394577630412
TBC1D12,NOC3L,39395,-0.15788762624619646
TBC1D13,ENDOG,31224,0.10153097929105925
TBC1D13,SPOUT1,42611,0.054361033968412124
TBC1D24,CCNF,45657,-0.16149438054702464
TBC1D24,AMDHD2,45289,-0.004099423882623784
TBC1D24,ATP6V0C,38662,0.020796561902134192
TBC1D31,DERL1,438,0.11534794170674269
TBCB,POLR2I,924,-1.2766004125930706
TBCB,CAPNS1,25664,-0.24787837078954478
TBCCD1,DNAJB11,3140,-0.6007273141516267
TBCE,ARID4B,38560,0.27823579077904426
TBCE,GGPS1,40010,0.09908578284911279
TBCK,AIMP1,1139,-3.01460634783798
TBK1,XPOT,47922,-0.03676538568249421
TBKBP1,KPNB1,44554,-0.1184112348957024
TBL2,BCL7B,20774,0.22617982129825576
TBL3,GFER,11727,0.5383954552613642
TBL3,SYNGR3,17665,0.3228503453217459
TBL3,NDUFB10,12472,0.09906614552653466
TBL3,ZNF598,37849,0.6680014340129298
TBL3,NPW,37954,0.2105389455049325
TBL3,MSRB1,28702,-0.4130307074243434
TBP,PSMB1,939,0.0019154291643121676
TBP,PDCD2,30426,0.017438487719336895
TBX1,SEPTIN5,42586,0.12284061101132607
TBX1,GP1BB,33164,0.01342823445843241
TBX10,NDUFV1,34114,-0.04033717971462463
TBX10,NUDT8,9655,-0.33056731396441486
TBX6,MAPK3,31573,0.16727042053896618
TBX6,PPP4C,15966,-0.08041648034735781
TBXA2R,HMG20B,34208,-0.30297183520145227
TBXA2R,MFSD12,32610,0.0892224157046318
TBXAS1,HIPK2,965,0.10054840055744745
TCEAL8,BEX4,40139,-0.43037860961226393
TCEAL9,BEX2,44864,0.013196208937072742
TCEANC2,TMEM59,637,0.01615209517279735
TCF19,CCHCR1,93,-2.9471621298318826
TCF23,PREB,14310,-0.008717552995541115
TCF3,UQCR11,47411,-0.0181125454590359
TCIRG1,NDUFS8,8360,-0.09424746134592585
TCP1,SOD2,27178,-0.2928527874967113
TCP1,ACAT2,28262,-0.8691382305934993
TCTA,RHOA,786,-0.09296934129845559
TCTEX1D2,PCYT1A,30371,-0.10823358480840183
TDG,HSP90B1,35692,-0.22639018926123136
TDG,C12orf73,320,-0.1819143499969058
TDP2,ACOT13,151,-1.9615635706384411
TECPR1,BRI3,139,-0.051671219829641145
TECR,GIPC1,20921,-0.4949119885662565
TECR,DNAJB1,43306,-0.42916731938844216
TEDC2,CCNF,30691,0.17437485483861245
TEKT2,ADPRHL2,4793,0.012875782898406817
TELO2,CLCN7,18225,-0.4361090787019078
TEN1,ACOX1,247,-0.7999781529491146
TEPSIN,NDUFAF8,210,-1.0588521471796672
TERF2,CYB5B,10169,0.3138022889809098
TERF2IP,KARS,938,-1.084731177269264
TEX30,BIVM,23726,-0.5164646643887869
TFAP2E,KIAA0319L,15359,0.1827910527251989
TFB2M,CNST,10,-0.021443850085673597
TFIP11,HPS4,28574,-0.2755484083764159
TFIP11,SRRD,28647,-0.2854346167644788
TFPT,CNOT3,22044,-0.017087425217671856
TFPT,PRPF31,256,-0.4114063984478578
TFPT,NDUFA3,12938,0.13579366002769813
TFR2,GNB2,30698,0.3317308935908567
TGFB1,EXOSC5,43480,0.031117690404300947
TGFB1,BCKDHA,43831,0.07046827609468136
TGFBRAP1,C2orf49,7467,-0.27313730645965756
TGIF2,RAB5IF,33824,-0.0042749879161089075
THAP11,EDC4,30729,-0.07626000739069613
THAP11,NUTF2,2049,0.07551779080507921
THAP11,CENPT,5491,0.041193854636183955
THAP2,ZFC3H1,3757,-1.101292388066639
THAP4,DTYMK,49400,0.29123936294610014
THAP4,ING5,49504,0.4332062558485061
THAP4,ATG4B,377,-0.32627881367245604
THAP5,PNPLA8,0,-0.3691771630343392
THAP6,RCHY1,818,-3.3217709352489115
THAP7,LZTR1,20217,-0.06829948408078164
THAP9,SEC31A,482,0.0024135737785316814
THEM6,JRK,45208,-0.3806749716107479
THEMIS2,RPA2,42214,-0.0850514315640633
THEMIS2,PPP1R8,41774,-0.2146152723656744
THOC5,NIPSNAP1,26111,-0.38765417901672905
THOC5,NF2,48304,-0.00775531996427916
THOC6,HCFC1R1,1771,-2.7619935632922665
THOC6,PKMYT1,41728,-0.3599741688038338
THOC7,ATXN7,1195,0.22059327466303486
THOP1,SGTA,2054,-0.44421802366647506
THOP1,SLC39A3,45373,-0.07945491344903337
THRA,MED24,2925,-0.3087350082494534
THUMPD3,SETD5,34642,-0.11578377813639998
THYN1,VPS26B,28760,-0.3035923350504016
THYN1,NCAPD3,27869,0.09617944362654698
TIA1,PCYOX1,8625,0.13214548290043895
TIA1,SNRPG,45005,-0.045337669334677574
TIGD1,EIF4E2,76,-0.49641954403630234
TIGD2,FAM13A,124,-0.7921223239182231
TIGD3,DPF2,20954,0.08019298704944486
TIGD4,ARFIP1,682,-0.38382700695899213
TIGD5,TSTA3,20217,0.23353591856438852
TIGD6,HMGXB3,1114,-0.6984099728237324
TIGD7,ZNF75A,344,-1.7164375048394975
TIMM10B,ARFIP2,33,-2.330216792201147
TIMM13,LMNB2,29399,-0.29940664901250863
TIMM17A,RNPEP,26896,0.02005829751517314
TIMM17B,PIM2,21403,0.4358119513474116
TIMM17B,PQBP1,7946,-3.0544274909007973
TIMM29,SMARCA4,32108,-0.06763982760278842
TIMM44,MAP2K7,39950,0.43020278265251843
TIMM50,SUPT5H,43639,0.050725468113265754
TIMM8A,BTK,41795,-0.15823019203987265
TIMM8B,NKAPD1,12713,-0.11254444247443161
TIMM9,KIAA0586,277,-0.6412850690452905
TINF2,TM9SF1,46379,-0.1746417035132367
TINF2,GMPR2,10455,-0.47081875486858116
TINF2,NEDD8,10127,-0.14729692184220883
TINF2,MDP1,26596,-0.5562970469937191
TINF2,CHMP4A,28836,-0.12999431100319261
TIPIN,MAP2K1,60,-0.19252335733758974
TIPRL,SFT2D2,47118,0.0763512623102035
TJAP1,YIPF3,39462,-0.08648294184980916
TJAP1,POLR1C,32179,0.15920685692292372
TK1,BIRC5,26953,-0.3908180416893078
TK1,SYNGR2,18688,0.379325318097118
TLCD1,TRAF4,16043,0.04614962970884316
TLCD3A,VPS53,10695,0.17058374166975987
TLCD3A,GLOD4,49929,-0.00220187802033942
TLCD3A,MRM3,49930,-0.28095436691226255
TLCD5,ARHGEF12,11058,0.010259172496327911
TLE5,GNA11,31208,0.015982502757356864
TLK2,METTL2A,34792,-0.07660523801336962
TLNRD1,MESD,11075,-0.46627572979801196
TLX2,MOGS,48048,-0.3076587972562697
TLX2,AUP1,16503,-0.08868762186760548
TLX2,HTRA2,15811,-0.3682489945931433
TM7SF2,CDCA5,27681,-0.2632416153581021
TM7SF2,VPS51,22521,-0.28007008658037474
TM7SF2,ZFPL1,27635,-0.19537862544494933
TM7SF3,MED21,8037,0.0038896298670399554
TM9SF1,PSME2,48717,-0.07207376472257243
TM9SF1,GMPR2,35924,-0.03662509433328469
TM9SF1,NEDD8,36252,-0.019918348233666436
TM9SF1,IPO4,7297,0.045763954961523565
TM9SF1,MDP1,19783,-1.379684525580043
TM9SF1,CHMP4A,17543,-1.740586120098536
TMA7,CCDC51,243,-2.0560259101364107
TMBIM1,AAMP,21700,0.1061155779083116
TMBIM1,PNKD,22938,0.11624433828419295
TMBIM4,LLPH,39313,-0.7993629734761023
TMC6,SYNGR2,35966,-0.1802643937884755
TMCO1,UCK2,264,-0.006597619191572373
TMCO6,IK,7662,-0.28877622098698746
TMCO6,WDR55,25080,-0.26748644282125006
TMCO6,NDUFA2,8427,-0.20359422927388152
TMED1,CARM1,35117,-0.14813360833036898
TMED2,GTF2H3,49225,-0.017260838444537834
TMED2,EIF2B1,49252,0.05794855225235255
TMED2,DDX55,17559,-0.1403007515653433
TMED4,DDX56,6921,-0.15747480562100521
TMED5,CCDC18,1373,-1.6731773744426177
TMEM101,G6PC3,46674,-0.20375044390786673
TMEM101,LSM12,43673,-0.08536269346843545
TMEM106C,COL2A1,41146,-0.03182719816231194
TMEM107,AURKB,34230,0.2331907014818825
TMEM107,VAMP2,12824,-0.27295300101045367
TMEM109,PRPF19,5914,-0.1530993382575409
TMEM115,HYAL2,34879,0.35004183727442173
TMEM115,RASSF1,18586,-0.06879048105057756
TMEM115,TUSC2,31315,0.039932010156994796
TMEM115,CYB561D2,8732,0.3863922968591561
TMEM116,ERP29,1456,-1.933147702879139
TMEM126A,CREBZF,34952,0.056419103043511484
TMEM126A,TMEM126B,19400,-0.1849859277484298
TMEM126B,TMEM126A,19400,0.24842089336921303
TMEM127,CIAO1,77,-0.5974177902032367
TMEM128,LYAR,41824,0.20673311994148386
TMEM129,TACC3,8509,-1.9840567288832698
TMEM129,SLBP,9023,-0.2534777348114302
TMEM134,AIP,1117,-0.034878148431623686
TMEM134,CDK2AP2,39410,-0.08985563446771741
TMEM134,PPP1CA,48108,-0.060502519190554854
TMEM134,CORO1B,25463,-0.09422252588808745
TMEM138,CYB561A3,379,-0.3288157041822357
TMEM138,DDB1,19368,0.06258939576083908
TMEM141,RABL6,16545,0.13723772701255357
TMEM14B,TMEM14C,24780,-0.09759653290306788
TMEM14C,PAK1IP1,28282,-0.14778935173312818
TMEM14C,TMEM14B,24780,-0.18771909159182362
TMEM150A,GGCX,41363,-0.08969775849781858
TMEM150A,VAMP8,41639,-0.2167938111816785
TMEM150A,USP39,345,-0.0689847660033136
TMEM150A,C2orf68,8865,0.15184480474987902
TMEM150A,RNF181,7581,0.013328784867910764
TMEM165,SRD5A3,49551,-0.02460309376927628
TMEM167A,XRCC4,365,-1.571141604891016
TMEM170A,CFDP1,31282,-0.18853098752904135
TMEM173,UBE2D2,43496,-0.15089446087132638
TMEM175,GAK,258,-0.6017103083733663
TMEM179B,POLR2G,25922,-0.11604837472562893
TMEM179B,TMEM223,4647,0.138195682249244
TMEM183A,ADIPOR1,47819,-0.5702790324022742
TMEM184B,CSNK1E,46239,-0.09816455129967207
TMEM185B,RALB,16650,-0.03762184594131131
TMEM186,PMM2,8940,-0.2649434261928918
TMEM189,CEBPB,36980,0.17143516671853354
TMEM189,UBE2V1,37795,-0.01888125379047326
TMEM19,ZFC3H1,18338,-0.05277740622529546
TMEM198,ASIC4,28960,0.10631886544432595
TMEM198,CHPF,688,-0.19919101351477578
TMEM198,OBSL1,28946,0.044134548539330645
TMEM198,GMPPA,44512,-0.12525429037262653
TMEM199,POLDIP2,13,-2.1646153189275847
TMEM199,IFT20,22147,-0.18448350917171089
TMEM199,TMEM97,38539,0.1366820769334826
TMEM201,SLC25A33,49281,-0.2416176276681768
TMEM203,TPRN,1455,0.17850221058645582
TMEM203,SSNA1,17008,-0.21045996055451907
TMEM203,TUBB4B,35630,-0.08851089278498714
TMEM203,NELFB,49562,-0.13505430412154476
TMEM208,E2F4,34986,-0.06642187275230378
TMEM214,OST4,40920,0.04059917491622346
TMEM216,TMEM138,30429,-0.12827572237084334
TMEM216,CPSF7,37712,-0.08733662784143029
TMEM216,CYB561A3,30050,-0.07999938300334702
TMEM216,SDHAF2,37639,-0.04902161225349013
TMEM216,DDB1,49797,-0.03634863042221359
TMEM223,POLR2G,30569,0.03771205718349094
TMEM223,TMEM179B,4647,0.407580082432163
TMEM230,PCNA,14178,-0.5578429434335364
TMEM231,GABARAPL2,10061,-0.04859432120082369
TMEM234,EIF3I,1284,-0.9103998977706225
TMEM234,TXLNA,44264,-0.15058456846877183
TMEM234,CCDC28B,21978,-0.19480370648091147
TMEM240,SSU72,34263,-0.015057005796542145
TMEM240,ATAD3A,28506,0.009349386682165223
TMEM241,RIOK3,15289,0.1393846493811741
TMEM251,UBR7,22286,-0.22248595530367035
TMEM251,GON7,22188,-0.7484606319224352
TMEM258,FADS1,36516,0.2619156174313176
TMEM258,FEN1,77,-0.40269312025989806
TMEM259,CNN2,5000,0.14476815661652467
TMEM259,WDR18,37022,0.015087719684362509
TMEM30A,COX7A2,34625,-0.2528579185461014
TMEM39A,TIMMDC1,29661,-0.138064993179808
TMEM39B,KPNA6,35997,0.04199326341832563
TMEM43,CHCHD4,122,-0.6611711191568741
TMEM44,LSG1,38774,-0.2324426976040523
TMEM50A,RSRP1,329,-0.04639910685324319
TMEM52,GNB1,27037,-0.1124554045742805
TMEM60,PHTF2,1071,-0.9642893205711851
TMEM63A,PYCR2,40218,-0.2426511242627986
TMEM68,TGS1,352,-0.5576648232113225
TMEM69,GPBP1L1,259,-0.3541374050816626
TMEM70,ELOC,126,-0.24892752716368022
TMEM80,DEAF1,12107,-1.9016738199126533
TMEM8A,NME4,9612,-0.11398946683952627
TMEM97,POLDIP2,38526,-0.10873133811162841
TMEM97,IFT20,16392,0.4889931095988223
TMEM97,TMEM199,38539,0.012723455218711523
TMEM99,KRT10,3543,-2.6707010614627564
TMF1,UBA3,28026,0.1253979646429508
TMF1,ARL6IP5,32403,-0.41696750729927895
TMUB1,AGAP3,2298,-0.10734592019656643
TMUB1,CDK5,25581,-0.37315323284927365
TMUB1,SLC4A2,26323,0.3467579110187197
TMUB1,FASTK,2652,0.0858051743229088
TMUB2,UBTF,34671,0.019847885013828982
TMX2,ZDHHC5,44932,0.43017955738537045
TMX2,CTNND1,40878,0.4243567574889965
TMX2,SELENOH,29126,0.8005477264874216
TNFAIP1,POLDIP2,22051,-0.08262557067805669
TNFAIP1,IFT20,83,-0.2609684147612661
TNFAIP1,TMEM97,16475,-0.22027360765877482
TNFAIP1,TMEM199,22064,-0.5322900556631566
TNFAIP8L1,MYDGF,30900,0.045837589038628286
TNFAIP8L2,PIP5K1A,41328,0.09351833580248961
TNFAIP8L2,SCNM1,43,-0.2745452393353673
TNFAIP8L2,VPS72,38700,0.2846556453136101
TNFRSF10A,R3HCC1,44975,0.23648046269323955
TNFRSF12A,HCFC1R1,5867,0.5030045698645291
TNFRSF12A,PKMYT1,37632,-0.10964759408600773
TNFRSF12A,THOC6,4096,0.23623519523913444
TNFRSF1A,LTBR,32931,-0.0987470808959212
TNFRSF8,MIIP,43613,0.20724407667578038
TNKS1BP1,SSRP1,10270,0.004424228634557131
TNNI3,TNNT1,8423,-1.171709142774324
TNPO2,DHPS,42110,-0.03766860954536554
TNPO2,TRIR,10736,-0.11824904790429173
TNPO2,GET3,13128,-0.10419691614879215
TNXB,ATF6B,12921,0.15587199423350076
TNXB,PPT2,31246,0.22115466792657387
TOB2,PHF5A,21111,0.26759295345731177
TOB2,ACO2,228,0.11201421999779453
TOM1,HMGXB4,41823,-0.10209201508621944
TOMM34,STK4,6025,-0.16924288531721332
TOMM40,NECTIN2,44394,-0.09689620481944107
TOMM40,APOE,13218,-0.03621543501341114
TOMM40,APOC1,22564,-0.2921984867835338
TOMM40L,B4GALT3,47287,-0.09669183698791177
TOMM40L,NDUFS2,28835,-0.05642677343232349
TOMM40L,FCER1G,10764,-1.6648540512850394
TONSL,CPSF1,34624,-0.0011246686537640257
TONSL,VPS28,14989,0.48860728576312357
TONSL,CYHR1,18420,0.2693210888256417
TONSL,SLC39A4,27594,-0.2338019617971083
TOP3B,PPM1F,29953,0.14642368753039442
TOPORS,NDUFB6,20578,-0.40465301409407134
TOR1A,C9orf78,11616,-0.11051074643033021
TOR1A,USP20,10451,0.04459634832858641
TOR1AIP1,TOR1AIP2,992,-0.13142095956003302
TOR1AIP2,TOR1AIP1,992,-0.26747999556363555
TOR1B,C9orf78,32732,0.1755559052539291
TOR1B,TOR1A,21116,-0.02236649526841822
TOR1B,USP20,31567,0.3924789082190956
TOR2A,CDK9,49897,0.331905190626538
TOR4A,TUBB4B,33576,-0.14761321039585237
TOR4A,NELFB,19644,0.09317058730241688
TOX4,CHD8,20471,-0.11947885397621033
TOX4,METTL3,34833,-0.06276769408454896
TP53BP1,MAP1A,218,-0.25996454540943287
TP53I3,SF3B6,9385,-0.05805456573893526
TPGS1,CDC34,23947,0.10091402108316892
TPM4,RAB8A,44632,0.07896365690104834
TPP1,RRP8,15810,0.027097978533890763
TPP1,ILK,15740,-0.028714543800641486
TPP1,TAF10,6909,-0.055377677836036074
TPR,ODR4,292,-1.0759898697583878
TPRA1,MCM2,95,0.10011012456738536
TPRA1,PODXL2,30825,-0.025856815680805275
TPRKB,DUSP11,42752,-0.3358365900369447
TPRN,SSNA1,15553,0.16042210378248173
TPRN,TMEM203,1455,-0.2667420292298828
TPRN,TUBB4B,37085,-0.04563954125709675
TPRX1,SELENOW,40543,0.0867398798725993
TPX2,BCL2L1,15259,0.11217763887187063
TRADD,E2F4,28357,0.1339504134381996
TRAF2,PHPT1,33909,0.07189147354594859
TRAF2,EDF1,15560,-0.03564290876316625
TRAF7,MLST8,48556,-0.045536295095037205
TRAFD1,NAA25,16080,0.1476188363762097
TRAPPC1,CHD3,47336,-0.1416180729959544
TRAPPC1,NAA38,46885,0.029779562456790257
TRAPPC11,RWDD4,64,0.07117829750050253
