model,uses_context,protocol,direction_id,seed,pooled_mse_vs_null,pearson_median,coverage_targets,n_total_params,n_trainable_params,train_seconds,infer_seconds,peak_rss_bytes,artifact_bytes,calibration_label,context_identifiable,verdict_eligible
gate_G1,True,new_context_seen_target,rpe1_hepg2_to_k562,2026,0.9994032625460831,0.114037326092044,1.0,4,4,1.631636600010097,1.0208396000089124,666664960,5370,cross_context_within_training,True,False
gate_G1_perm,True,new_context_seen_target,rpe1_hepg2_to_k562,2026,0.9994032625460831,0.114037326092044,1.0,4,4,1.9169822999974713,1.0724533000029624,666664960,5379,cross_context_within_training,True,False
gate_G1_src,False,new_context_seen_target,rpe1_hepg2_to_k562,2026,0.9967062834647654,0.11715671698970467,1.0,4,4,2.0429366000462323,1.0530836000107229,666664960,5373,cross_context_within_training,True,False
gate_G2,True,new_context_seen_target,rpe1_hepg2_to_k562,2026,0.9994032625460831,0.114037326092044,1.0,5,5,1.9253469000104815,0.985562999965623,666664960,5370,cross_context_within_training,True,False
gate_G2_perm,True,new_context_seen_target,rpe1_hepg2_to_k562,2026,0.9994032625460831,0.114037326092044,1.0,5,5,1.6288281999877654,0.551746999961324,666664960,5379,cross_context_within_training,True,False
gate_G2_src,False,new_context_seen_target,rpe1_hepg2_to_k562,2026,0.9967938037669047,0.1171336462648496,1.0,5,5,1.0679661999456584,0.5089157000184059,666664960,5373,cross_context_within_training,True,False
gate_G3,True,new_context_seen_target,rpe1_hepg2_to_k562,2026,0.9994032625460831,0.114037326092044,1.0,4,4,1.1237894000369124,0.4902348999748938,666664960,5370,cross_context_within_training,True,False
gate_G3_perm,True,new_context_seen_target,rpe1_hepg2_to_k562,2026,0.9994032625460831,0.114037326092044,1.0,4,4,0.9250523999799043,0.6455819000257179,666664960,5379,cross_context_within_training,True,False
gate_G3_src,False,new_context_seen_target,rpe1_hepg2_to_k562,2026,0.9994032625460831,0.114037326092044,1.0,4,4,1.389494199946057,0.6752372000482865,666664960,5373,cross_context_within_training,True,False
shrunk_transfer,False,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.9996701865619065,0.11353370173212406,1.0,2,2,6.3443864999571815,0.8171276000211947,666664960,3771,cross_context_within_training,True,False
lowrank_linear,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,1.1643895412553074,0.0857554142023432,1.0,58824,531,4.821958800021093,0.08222719997866079,666664960,450054,cross_context_within_training,True,False
lowrank_linear_noctx,False,new_context_seen_target,rpe1_hepg2_to_k562,2027,1.2793972540456087,0.0862076497154366,1.0,58491,198,5.100244899978861,0.08768229995621368,666664960,447574,cross_context_within_training,True,False
compact_mlp,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,4.9216621191769425,0.05027730377628942,1.0,163365,163365,6.930273900041357,0.08503879996715114,666664960,1257319,cross_context_within_training,True,False
compact_mlp_noctx,False,new_context_seen_target,rpe1_hepg2_to_k562,2027,1.4096044745266756,0.09286691320960551,1.0,162477,162477,10.342052199994214,0.12174839997896925,666664960,1250345,cross_context_within_training,True,False
modular_frozen,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,1.0850449250725043,0.0790614318696019,1.0,58845,552,5.915452099987306,0.08416199998464435,666664960,451799,cross_context_within_training,True,False
modular_frozen_noctx,False,new_context_seen_target,rpe1_hepg2_to_k562,2027,1.2880951787924177,0.09151807224815703,1.0,58549,256,5.989020499982871,0.11927229998400435,666664960,448947,cross_context_within_training,True,False
modular_joint,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,1.388240924332163,0.05582336749683912,1.0,110733,110733,8.149503299966455,0.07632799999555573,666664960,849157,cross_context_within_training,True,False
modular_joint_noctx,False,new_context_seen_target,rpe1_hepg2_to_k562,2027,1.3243921042736722,0.07784130796435783,1.0,110437,110437,5.041459100029897,0.19570240000030026,666664960,846775,cross_context_within_training,True,False
gate_G1,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.9923053629711421,0.11916206747577635,1.0,4,4,1.4387569000246003,0.6254927999689244,666664960,5370,cross_context_within_training,True,False
gate_G1_perm,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.9939732824743784,0.11505494152036018,1.0,4,4,1.5207254000124522,0.6565083999885246,666664960,5379,cross_context_within_training,True,False
gate_G1_src,False,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.9881897972061676,0.12708643179972012,1.0,4,4,1.29209380003158,0.6383252000086941,666664960,5374,cross_context_within_training,True,False
gate_G2,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.9920818244442091,0.11867464157017055,1.0,5,5,1.3985844000126235,0.6105872999760322,666664960,5370,cross_context_within_training,True,False
gate_G2_perm,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.9969276684009165,0.11443243918944977,1.0,5,5,1.287356000044383,0.6281230999738909,666664960,5379,cross_context_within_training,True,False
gate_G2_src,False,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.9879717575121827,0.1242323881692951,1.0,5,5,1.5251303000259213,0.7440604000003077,666664960,5374,cross_context_within_training,True,False
gate_G3,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.998247367255741,0.11353370173212401,1.0,4,4,1.7539824999985285,0.8741777000250295,666664960,5370,cross_context_within_training,True,False
gate_G3_perm,True,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.9943730324540981,0.11353370173212407,1.0,4,4,1.0450171999982558,0.6043279999867082,666664960,5380,cross_context_within_training,True,False
gate_G3_src,False,new_context_seen_target,rpe1_hepg2_to_k562,2027,0.9963764952079739,0.11353370173212401,1.0,4,4,1.3198185000219382,0.5735991999972612,666664960,5373,cross_context_within_training,True,False
