held_out,target,pds_proxy_A
orion_hct116,RAB11FIP5,0.7159090909090908
orion_hct116,RABEP2,0.6439393939393939
orion_hct116,RBM18,1.0
orion_hct116,RBM26,1.0
orion_hct116,RBM4B,0.6174242424242424
orion_hct116,RBM5,1.0
orion_hct116,RC3H2,0.9734848484848485
orion_hct116,REV1,0.7575757575757576
orion_hct116,RNF10,0.9886363636363636
orion_hct116,RNF141,0.2727272727272727
orion_hct116,RNF2,0.821969696969697
orion_hct116,RSRC1,0.9886363636363636
orion_hct116,S100A11,0.8409090909090909
orion_hct116,SAP30L,0.26136363636363635
orion_hct116,SEMA4F,0.5151515151515151
orion_hct116,SFXN4,0.7196969696969697
orion_hct116,SH2D3A,0.14393939393939392
orion_hct116,SHPRH,0.31060606060606055
orion_hct116,SIN3B,0.9962121212121212
orion_hct116,SLC25A13,0.9886363636363636
orion_hct116,SLC39A1,0.5871212121212122
orion_hct116,SLC44A1,0.18939393939393945
orion_hct116,SMARCA5,0.9962121212121212
orion_hct116,SMARCC2,0.6098484848484849
orion_hct116,SMYD2,0.7765151515151515
orion_hct116,SND1,0.7007575757575757
orion_hct116,SNN,0.7386363636363636
orion_hct116,SNRK,0.7272727272727273
orion_hct116,SNX4,0.6856060606060606
orion_hct116,SOCS5,0.7424242424242424
orion_hct116,SRSF5,0.8484848484848485
orion_hct116,SSR4,0.9583333333333334
orion_hct116,STAT6,0.14393939393939392
orion_hct116,SUPT7L,0.7689393939393939
orion_hct116,SYVN1,0.9659090909090909
orion_hct116,TAF4,1.0
orion_hct116,TARBP2,0.14393939393939392
orion_hct116,TBC1D19,0.6136363636363636
orion_hct116,TBCK,0.9924242424242424
orion_hct116,TDRD7,0.7272727272727273
orion_hct116,TEAD4,0.9924242424242424
orion_hct116,TESK2,0.40909090909090906
orion_hct116,TEX2,0.9886363636363636
orion_hct116,TFCP2,0.7878787878787878
orion_hct116,THAP3,0.9810606060606061
orion_hct116,THAP7,0.9090909090909091
orion_hct116,TIMM17B,1.0
orion_hct116,TIMM50,0.11742424242424243
orion_hct116,TMCO6,0.43939393939393945
orion_hct116,TMED3,0.9734848484848485
orion_hct116,TMEM104,0.9962121212121212
orion_hct116,TMEM186,0.8939393939393939
orion_hct116,TMEM209,0.9393939393939394
orion_hct116,TMEM41B,0.6931818181818181
orion_hct116,TMEM79,1.0
orion_hct116,TMF1,0.7537878787878788
orion_hct116,TRAPPC6A,0.9090909090909091
orion_hct116,TRIB3,0.6666666666666667
orion_hct116,TRIM35,0.6590909090909092
orion_hct116,TRIP4,0.7878787878787878
orion_hct116,TRMT1,0.08712121212121215
orion_hct116,TRPC4AP,0.9318181818181819
orion_hct116,TTBK2,0.06060606060606055
orion_hct116,TWF2,0.8787878787878788
orion_hct116,TXNDC16,0.696969696969697
orion_hct116,UPF3B,1.0
orion_hct116,USP28,0.6212121212121212
orion_hct116,VIM,0.1742424242424242
orion_hct116,WBP4,1.0
orion_hct116,YIPF6,0.8901515151515151
orion_hct116,ZBTB34,0.6439393939393939
orion_hct116,ZBTB41,0.25
orion_hct116,ZBTB48,0.4962121212121212
orion_hct116,ZC2HC1A,0.8143939393939394
orion_hct116,ZC3HAV1,0.7272727272727273
orion_hct116,ZDHHC12,0.7954545454545454
orion_hct116,ZDHHC4,0.5757575757575757
orion_hct116,ZFP62,0.6704545454545454
orion_hct116,ZHX3,0.6287878787878788
orion_hct116,ZKSCAN1,0.5227272727272727
orion_hct116,ZKSCAN2,0.6515151515151515
orion_hct116,ZKSCAN3,0.821969696969697
orion_hct116,ZNF16,0.12121212121212122
orion_hct116,ZNF174,0.678030303030303
orion_hct116,ZNF219,0.09090909090909094
orion_hct116,ZNF22,0.40909090909090906
orion_hct116,ZNF25,0.678030303030303
orion_hct116,ZNF251,0.16666666666666663
orion_hct116,ZNF280C,0.4053030303030303
orion_hct116,ZNF282,0.08712121212121215
orion_hct116,ZNF32,0.33712121212121215
orion_hct116,ZNF324,0.7916666666666666
orion_hct116,ZNF397,0.8825757575757576
orion_hct116,ZNF410,0.6742424242424243
orion_hct116,ZNF444,0.946969696969697
orion_hct116,ZNF462,1.0
orion_hct116,ZNF496,0.6363636363636364
orion_hct116,ZNF507,1.0
orion_hct116,ZNF514,0.946969696969697
orion_hct116,ZNF526,0.9090909090909091
orion_hct116,ZNF530,0.7954545454545454
orion_hct116,ZNF543,0.5151515151515151
orion_hct116,ZNF627,1.0
orion_hct116,ZNF641,0.23106060606060608
orion_hct116,ZNF670,0.011363636363636354
orion_hct116,ZNF714,0.6818181818181819
orion_hct116,ZNF740,0.8143939393939394
orion_hct116,ZNF768,0.4242424242424242
orion_hct116,ZNF777,0.875
orion_hct116,ZNF783,0.2765151515151515
orion_hct116,ZNF784,0.18560606060606055
orion_hct116,ZNF786,0.14393939393939392
orion_hct116,ZNF821,1.0
orion_hek293t,ACLY,1.0
orion_hek293t,ADNP,0.9855595667870036
orion_hek293t,AGO1,0.8772563176895307
orion_hek293t,AKAP1,0.7220216606498195
orion_hek293t,AKT2,0.8267148014440433
orion_hek293t,ALG12,0.6101083032490975
orion_hek293t,ANKZF1,0.8772563176895307
orion_hek293t,ANP32B,0.8736462093862816
orion_hek293t,AP2A2,0.5126353790613718
orion_hek293t,API5,0.4296028880866426
orion_hek293t,ARL14EP,0.5595667870036101
orion_hek293t,ASCC2,0.07942238267148016
orion_hek293t,BCKDK,0.1155234657039711
orion_hek293t,BCL6,0.9133574007220217
orion_hek293t,BCL7C,0.4368231046931408
orion_hek293t,BRD1,0.44404332129963897
orion_hek293t,BRPF1,1.0
orion_hek293t,CAND1,0.7978339350180506
orion_hek293t,CAPRIN2,0.851985559566787
orion_hek293t,CARM1,1.0
orion_hek293t,CAT,0.15884476534296033
orion_hek293t,CCDC112,0.014440433212996373
orion_hek293t,CHD3,0.4981949458483754
orion_hek293t,CHD6,0.9566787003610109
orion_hek293t,CHKB,0.06498194945848379
orion_hek293t,CLCN6,0.7653429602888087
orion_hek293t,COIL,0.4945848375451264
orion_hek293t,COMMD8,0.5379061371841155
orion_hek293t,COQ10B,0.855595667870036
orion_hek293t,CSNK2A1,1.0
orion_hek293t,CYTH2,0.4873646209386282
orion_hek293t,DBF4B,0.4151624548736462
orion_hek293t,DBN1,0.667870036101083
orion_hek293t,DCAF16,0.8231046931407943
orion_hek293t,DCP2,1.0
orion_hek293t,DDHD1,0.9205776173285198
orion_hek293t,DEAF1,0.0577617328519856
orion_hek293t,DEK,0.3862815884476535
orion_hek293t,DHRS1,0.8158844765342961
orion_hek293t,DHX35,0.8736462093862816
orion_hek293t,DLAT,0.4223826714801444
orion_hek293t,DMTF1,0.5884476534296028
orion_hek293t,DNTTIP1,0.9819494584837545
orion_hek293t,DRG2,0.9783393501805054
orion_hek293t,DTNBP1,0.7328519855595668
orion_hek293t,DVL3,0.6462093862815885
orion_hek293t,E2F1,0.8194945848375451
orion_hek293t,EAPP,0.5379061371841155
orion_hek293t,EEF1A2,0.7111913357400722
orion_hek293t,ELK1,0.8158844765342961
orion_hek293t,EPC2,0.9963898916967509
orion_hek293t,EPM2AIP1,0.41877256317689526
orion_hek293t,EZH2,0.7111913357400722
orion_hek293t,FAM120A,0.9855595667870036
orion_hek293t,FCGRT,0.5451263537906137
orion_hek293t,FHL3,0.5126353790613718
orion_hek293t,FOXN2,1.0
orion_hek293t,FOXO4,0.4693140794223827
orion_hek293t,FUBP3,0.9097472924187726
orion_hek293t,FXYD5,0.6209386281588447
orion_hek293t,FZD2,0.7978339350180506
orion_hek293t,GIGYF2,1.0
orion_hek293t,GLI3,0.9675090252707581
orion_hek293t,GMEB2,0.9963898916967509
orion_hek293t,GPATCH8,1.0
orion_hek293t,GRAMD1A,0.6570397111913358
orion_hek293t,GTF2IRD1,0.5992779783393503
orion_hek293t,HDAC1,0.07942238267148016
orion_hek293t,HDAC8,0.9025270758122743
orion_hek293t,HEATR6,0.9638989169675091
orion_hek293t,HMGN3,0.15162454873646214
orion_hek293t,HMGN4,0.7003610108303249
orion_hek293t,HMGXB3,1.0
orion_hek293t,HOMEZ,0.8194945848375451
orion_hek293t,HSBP1,0.851985559566787
orion_hek293t,HSP90AB1,0.5342960288808665
orion_hek293t,IFI27L2,0.3140794223826715
orion_hek293t,IFNAR2,0.7653429602888087
orion_hek293t,IFNGR2,0.3465703971119134
orion_hek293t,IREB2,0.5415162454873645
orion_hek293t,KDM5A,1.0
orion_hek293t,KHDRBS1,0.7978339350180506
orion_hek293t,KHSRP,1.0
orion_hek293t,KIF21B,0.6895306859205776
orion_hek293t,KIF2A,0.3393501805054152
orion_hek293t,KMT2A,0.9602888086642599
orion_hek293t,LDLR,0.9602888086642599
orion_hek293t,LENG1,0.8916967509025271
orion_hek293t,LMAN1,0.10469314079422387
orion_hek293t,LMBRD2,0.5812274368231047
orion_hek293t,LPCAT3,0.19133574007220222
orion_hek293t,MAP2K2,0.8736462093862816
orion_hek293t,MAPK7,0.12635379061371843
orion_hek293t,MARCKSL1,0.9494584837545126
orion_hek293t,MBD4,0.07942238267148016
orion_hek293t,MED13,1.0
orion_hek293t,MED15,0.9783393501805054
orion_hek293t,MED25,0.3646209386281588
orion_hek293t,MLKL,0.7364620938628159
orion_hek293t,MLLT10,0.18411552346570392
orion_hek293t,MSANTD4,0.9133574007220217
orion_hek293t,MSI2,0.4620938628158845
orion_hek293t,MTA1,0.9927797833935018
orion_hek293t,MTF1,1.0
orion_hek293t,MTHFSD,0.9783393501805054
orion_hek293t,MTM1,0.30324909747292417
orion_hek293t,MYD88,0.9205776173285198
orion_hek293t,MYPOP,0.9602888086642599
orion_hek293t,MYRF,0.927797833935018
orion_hek293t,NABP2,0.9819494584837545
orion_hek293t,NAIF1,0.9963898916967509
orion_hek293t,NCLN,0.9855595667870036
orion_hek293t,NFE2L1,0.06859205776173283
orion_hek293t,NGLY1,0.4620938628158845
orion_hek293t,NIPAL3,0.9025270758122743
orion_hek293t,NIPSNAP3A,0.10108303249097472
orion_hek293t,NT5DC1,0.6101083032490975
orion_hek293t,NUP37,0.8086642599277978
orion_hek293t,PAN2,0.7472924187725631
orion_hek293t,PAPOLA,0.9638989169675091
orion_hek293t,PARP3,0.9747292418772563
orion_hek293t,PATL1,0.7906137184115524
orion_hek293t,PBLD,0.7906137184115524
orion_hek293t,PCGF1,1.0
orion_hek293t,PCGF6,0.9963898916967509
orion_hek293t,PDCD4,0.3068592057761733
orion_hek293t,PDE6D,0.6859205776173285
orion_hek293t,PDK1,0.15523465703971118
orion_hek293t,PDK3,0.20938628158844763
orion_hek293t,PGLS,0.5379061371841155
orion_hek293t,PHF11,0.5703971119133574
orion_hek293t,PHF19,0.9566787003610109
orion_hek293t,PHF23,1.0
orion_hek293t,PHF8,0.9963898916967509
orion_hek293t,PI4KB,0.9891696750902527
orion_hek293t,PIM2,0.667870036101083
orion_hek293t,PIN1,0.5703971119133574
orion_hek293t,PINK1,0.8194945848375451
orion_hek293t,PKN3,0.46570397111913353
orion_hek293t,PLAGL2,0.5812274368231047
orion_hek293t,PLCG1,0.48375451263537905
orion_hek293t,PNP,0.6209386281588447
orion_hek293t,POLD4,0.8736462093862816
orion_hek293t,POR,0.848375451263538
orion_hek293t,PPIF,0.9819494584837545
orion_hek293t,PPIP5K2,0.7400722021660651
orion_hek293t,PQBP1,1.0
orion_hek293t,PRDX3,0.49097472924187724
orion_hek293t,PRKAB2,0.5342960288808665
orion_hek293t,PRKACA,0.47653429602888087
orion_hek293t,PRMT2,0.48375451263537905
orion_hek293t,PRMT6,1.0
orion_hek293t,PRMT7,0.7689530685920578
orion_hek293t,PRNP,0.12635379061371843
orion_hek293t,PSKH1,0.09025270758122739
orion_hek293t,PSMB9,0.20216606498194944
orion_hek293t,PTMS,0.21660649819494582
orion_hek293t,PTOV1,0.39350180505415167
orion_hek293t,PYCR1,0.30324909747292417
orion_hek293t,R3HCC1L,1.0
orion_hek293t,RAB11FIP5,0.4873646209386282
orion_hek293t,RAB5A,0.924187725631769
orion_hek293t,RABEP2,0.4981949458483754
orion_hek293t,RBM18,0.9314079422382672
orion_hek293t,RBM26,1.0
orion_hek293t,RBM4B,0.37545126353790614
orion_hek293t,RBM5,0.8122743682310469
orion_hek293t,RC3H2,0.9350180505415162
orion_hek293t,REV1,0.05054151624548742
orion_hek293t,RNF10,0.9711191335740073
orion_hek293t,RNF141,0.1660649819494585
orion_hek293t,RNF2,0.9927797833935018
orion_hek293t,RSRC1,0.9963898916967509
orion_hek293t,S100A11,0.7725631768953068
orion_hek293t,SAP30L,0.8628158844765343
orion_hek293t,SEMA4F,0.5270758122743682
orion_hek293t,SFXN4,0.15523465703971118
orion_hek293t,SH2D3A,0.3068592057761733
orion_hek293t,SHPRH,0.30324909747292417
orion_hek293t,SIN3B,0.9494584837545126
orion_hek293t,SLC25A13,0.8664259927797834
orion_hek293t,SLC39A1,0.13718411552346566
orion_hek293t,SLC44A1,0.9061371841155235
orion_hek293t,SLIRP,1.0
orion_hek293t,SMARCA5,0.9783393501805054
orion_hek293t,SMARCC2,0.45126353790613716
orion_hek293t,SMYD2,0.46570397111913353
orion_hek293t,SND1,0.19494584837545126
orion_hek293t,SNN,0.25992779783393505
orion_hek293t,SNRK,0.44043321299638993
orion_hek293t,SNX4,0.05054151624548742
orion_hek293t,SOCS5,0.8953068592057761
orion_hek293t,SRSF5,0.9169675090252708
orion_hek293t,SSR4,0.9963898916967509
orion_hek293t,STAT6,0.6498194945848376
orion_hek293t,STK3,0.7581227436823105
orion_hek293t,SUPT7L,0.8014440433212997
orion_hek293t,SYVN1,1.0
orion_hek293t,TAF4,1.0
orion_hek293t,TARBP2,0.9675090252707581
orion_hek293t,TBC1D13,0.33574007220216606
orion_hek293t,TBC1D19,0.555956678700361
orion_hek293t,TBCK,0.9963898916967509
orion_hek293t,TDRD7,0.0830324909747292
orion_hek293t,TEAD4,0.8122743682310469
orion_hek293t,TESK2,0.9205776173285198
orion_hek293t,TEX2,0.9855595667870036
orion_hek293t,TFCP2,0.9927797833935018
orion_hek293t,THAP3,0.9855595667870036
orion_hek293t,THAP7,1.0
orion_hek293t,TIMM17B,0.9675090252707581
orion_hek293t,TIMM50,0.9855595667870036
orion_hek293t,TMCO6,0.8050541516245487
orion_hek293t,TMED3,0.5451263537906137
orion_hek293t,TMEM104,0.9891696750902527
orion_hek293t,TMEM186,0.8158844765342961
orion_hek293t,TMEM209,0.5703971119133574
orion_hek293t,TMEM41B,0.8989169675090253
orion_hek293t,TMEM79,0.9855595667870036
orion_hek293t,TMF1,0.8880866425992779
orion_hek293t,TRAPPC6A,0.9025270758122743
orion_hek293t,TRIB3,0.7472924187725631
orion_hek293t,TRIM35,0.6606498194945849
orion_hek293t,TRIP4,0.2057761732851986
orion_hek293t,TRMT1,0.2635379061371841
orion_hek293t,TRPC4AP,0.8050541516245487
orion_hek293t,TTBK2,0.3068592057761733
orion_hek293t,TWF2,0.6931407942238268
orion_hek293t,TXNDC16,0.9061371841155235
orion_hek293t,UPF3B,1.0
orion_hek293t,UROS,0.8267148014440433
orion_hek293t,USP28,0.38267148014440433
orion_hek293t,VIM,0.31046931407942235
orion_hek293t,WBP4,0.9494584837545126
orion_hek293t,YIPF6,0.9638989169675091
orion_hek293t,ZBTB34,0.10830324909747291
orion_hek293t,ZBTB41,0.35018050541516244
orion_hek293t,ZBTB48,0.9783393501805054
orion_hek293t,ZC2HC1A,0.8158844765342961
orion_hek293t,ZC3HAV1,0.5126353790613718
orion_hek293t,ZDHHC12,0.014440433212996373
orion_hek293t,ZDHHC4,1.0
orion_hek293t,ZFP62,0.9927797833935018
orion_hek293t,ZHX3,0.4115523465703971
orion_hek293t,ZKSCAN1,0.5487364620938628
orion_hek293t,ZKSCAN2,0.4620938628158845
orion_hek293t,ZKSCAN3,0.25270758122743686
orion_hek293t,ZNF16,0.3140794223826715
orion_hek293t,ZNF174,0.779783393501805
orion_hek293t,ZNF22,0.7725631768953068
orion_hek293t,ZNF25,0.2382671480144405
orion_hek293t,ZNF251,0.3790613718411552
orion_hek293t,ZNF280C,0.6859205776173285
orion_hek293t,ZNF282,0.5631768953068592
orion_hek293t,ZNF32,0.2310469314079422
orion_hek293t,ZNF324,0.8231046931407943
orion_hek293t,ZNF397,0.7328519855595668
orion_hek293t,ZNF410,0.667870036101083
orion_hek293t,ZNF444,0.9747292418772563
orion_hek293t,ZNF462,0.9602888086642599
orion_hek293t,ZNF496,0.5595667870036101
orion_hek293t,ZNF507,1.0
orion_hek293t,ZNF514,0.9783393501805054
orion_hek293t,ZNF526,0.36101083032490977
orion_hek293t,ZNF530,0.20216606498194944
orion_hek293t,ZNF543,0.35018050541516244
orion_hek293t,ZNF627,0.24187725631768953
orion_hek293t,ZNF628,0.7003610108303249
orion_hek293t,ZNF641,0.4945848375451264
orion_hek293t,ZNF670,0.7220216606498195
orion_hek293t,ZNF714,0.8772563176895307
orion_hek293t,ZNF740,0.6931407942238268
orion_hek293t,ZNF768,0.02166064981949456
orion_hek293t,ZNF777,0.6823104693140793
orion_hek293t,ZNF783,0.22021660649819497
orion_hek293t,ZNF784,0.5379061371841155
orion_hek293t,ZNF786,0.41877256317689526
orion_hek293t,ZNF821,0.8411552346570397
