target,metric,matched,mismatched_median,discrimination
UPF3B,source_mean_removed_cosine,0.07025493196059691,8.468367013439362e-07,1.0
UROS,source_mean_removed_cosine,0.05765819035410918,-0.00041873021858354365,1.0
ZBTB34,source_mean_removed_cosine,-0.0018537758993215341,-0.0032564849431673,0.5166666666666667
ZC3HAV1,source_mean_removed_cosine,0.014548078052455386,0.0007362989942543464,0.7
ZHX3,source_mean_removed_cosine,0.09557902842581854,-0.002540164892854295,1.0
ZKSCAN2,source_mean_removed_cosine,-0.030857572147301525,0.0006563995757900683,0.08333333333333333
ZKSCAN3,source_mean_removed_cosine,-0.032699833085517216,0.00011370204821705966,0.08333333333333333
ZNF219,source_mean_removed_cosine,0.027390797735452863,0.006748582817119916,0.8166666666666667
ZNF25,source_mean_removed_cosine,0.00037474769004614385,0.0016708656735642334,0.5
ZNF251,source_mean_removed_cosine,0.016846065686400697,0.002042988680998609,0.75
ZNF324,source_mean_removed_cosine,0.046750874249969036,-0.0002845711280749907,0.9166666666666666
ZNF410,source_mean_removed_cosine,0.016034162759268177,0.00029353046309781006,0.6833333333333333
ZNF821,source_mean_removed_cosine,0.021722134816438834,0.0024778826442228945,0.9
ZRANB3,source_mean_removed_cosine,0.017808760605067447,0.00031642718170450847,0.8333333333333334
AGO1,source_mean_removed_pearson,0.045479533539152996,0.0032710930685043733,0.9833333333333333
AKT2,source_mean_removed_pearson,-0.0138491459872423,-6.95067313780827e-05,0.2833333333333333
ALG12,source_mean_removed_pearson,0.0032278675895588615,0.002167722544657031,0.5
API5,source_mean_removed_pearson,-0.01241676549582204,-0.0018078117326599556,0.4166666666666667
BCL6,source_mean_removed_pearson,-0.009476724408582476,-0.0024352678324529274,0.38333333333333336
BRPF1,source_mean_removed_pearson,0.07184697797935025,-0.0036657174390474744,0.9666666666666667
C5orf22,source_mean_removed_pearson,0.11620526000948743,-0.00576152635598306,1.0
CARM1,source_mean_removed_pearson,0.021632064981318967,-0.0018207316918820303,0.8333333333333334
CHD3,source_mean_removed_pearson,0.01969149473141412,0.001427472211985908,0.8666666666666667
COIL,source_mean_removed_pearson,0.05022121650829453,-0.0025750167415007894,0.9333333333333333
