target,class,cosine,energy_k562,energy_cd4_mix,cells_k562,cells_cd4_mix
ASXL1,other,0.0348219,57.7457,29.2351,307,2786
ASXL2,other,0.0613969,54.4882,29.475,249,2390
ATAD1,other,0.028084,81.6852,21.2735,157,2748
ATAD2,other,0.00891409,226.474,17.2521,67,1498
ATAD2B,other,-0.01474,83.8849,22.9226,164,1569
ATAD3A,other,0.0520745,213.998,27.327,72,1513
ATAD3B,other,0.00615847,174.435,44.0707,75,806
ATAD5,other,0.0609078,84.5624,131.79,181,3823
ATE1,other,0.0327382,62.0328,16.1257,226,2366
ATF1,other,-0.00300069,37.5783,23.51,348,984
ATF2,other,0.00517811,71.4252,29.4764,188,3176
ATF3,other,0.0011635,41.2915,24.9891,310,800
ATF4,other,0.145979,155.911,79.1081,103,562
ATF5,other,0.0160636,484.17,435.898,50,40
ATF6,other,-0.0117874,104.581,14.6532,127,2133
ATF6B,other,0.0337654,70.108,40.381,194,649
ATF7,other,-0.0257956,766.352,23.3168,28,1476
ATF7IP,other,0.0493631,40.3153,22.3935,333,10372
ATF7IP2,other,0.0639361,98.2498,56.8023,163,7034
ATG10,other,0.0190943,87.8145,30.5444,144,647
ATG12,other,0.0189731,341.263,29.0399,44,1887
ATG13,other,-0.0188593,89.8922,23.3407,134,1350
ATG16L1,other,0.0461124,157.27,16.2811,100,1515
ATG2A,other,-0.033194,107.021,42.0708,120,1461
ATG2B,other,0.0229118,172.916,22.1828,79,2090
ATG3,other,0.0467332,75.5166,24.3559,193,1201
ATG4A,other,0.0341903,106.024,27.6133,118,1129
ATG4B,other,0.0153789,67.7266,11.8912,187,2547
ATG4C,other,0.00794818,69.4992,19.6075,173,1135
ATG4D,other,-0.00607388,97.5075,23.4899,133,1283
ATG5,other,-0.00238706,77.7705,30.0259,180,743
ATG7,other,-0.0237299,48.2878,31.2974,281,615
ATG9A,other,0.0103332,84.9791,67.6812,147,1461
ATIC,other,0.0815483,262.943,128.597,74,144
ATL2,other,-0.006152,95.9703,33.6694,157,623
ATL3,other,-0.0482968,80.2835,24.7338,168,1880
ATM,other,0.0251998,82.1794,41.5464,157,2304
ATMIN,other,0.0232621,90.4725,22.2858,144,1848
ATN1,other,0.0108884,64.4025,37.6638,192,4058
ATOH1,other,0.00991424,68.5987,20.4267,193,1564
ATOH7,other,0.00958245,128.82,26.9165,113,1060
ATOH8,other,0.0194589,53.2074,24.3094,241,1149
ATOX1,other,-0.0144893,100.612,25.9165,128,4128
ATP11A,other,-0.0130886,47.2402,17.7996,271,3325
ATP11B,other,0.0710859,109.266,351.997,193,38
ATP11C,other,0.0371999,368.592,17.6875,47,1578
ATP13A1,other,0.00541068,173.217,20.4978,74,1118
ATP13A2,other,0.0117251,34.1179,24.2498,382,1635
ATP13A3,other,0.0475245,109.825,21.8397,122,1592
ATP1B3,other,0.0415702,122.993,59.6259,133,632
ATP23,other,-0.0204261,75.8193,65.6948,184,3173
ATP2A2,other,-0.00752404,43.3788,256.682,297,623
ATP2A3,other,-0.0367304,75.5758,26.3475,166,1067
ATP2B1,other,0.0488541,89.6601,42.8515,148,629
ATP2B4,other,-0.0294261,214.3,16.2348,71,2288
ATP2C1,other,0.0473475,168.478,22.5258,91,1643
ATP5F1A,respiratory chain (NDUF/COX/UQCR/ATP5),0.0914207,101.771,37.3207,175,1164
ATP5F1B,respiratory chain (NDUF/COX/UQCR/ATP5),-0.0900337,210.515,49.3558,98,400
ATP5F1C,respiratory chain (NDUF/COX/UQCR/ATP5),0.0756002,270.251,272.358,73,59
ATP5F1D,respiratory chain (NDUF/COX/UQCR/ATP5),-0.0298342,97.796,40.6503,159,813
ATP5F1E,respiratory chain (NDUF/COX/UQCR/ATP5),-0.00440259,1130.17,44.432,25,750
ATP5IF1,respiratory chain (NDUF/COX/UQCR/ATP5),-0.00236569,116.117,16.1622,108,1901
ATP5MC1,respiratory chain (NDUF/COX/UQCR/ATP5),0.00458728,49.2743,31.6731,294,1823
ATP5MC2,respiratory chain (NDUF/COX/UQCR/ATP5),0.0155608,111.78,14.2998,112,1984
ATP5MC3,respiratory chain (NDUF/COX/UQCR/ATP5),0.0144116,103.995,47.4042,133,3468
ATP5ME,respiratory chain (NDUF/COX/UQCR/ATP5),0.115871,101.732,49.4179,183,700
ATP5MF,respiratory chain (NDUF/COX/UQCR/ATP5),0.131044,54.8034,49.4493,375,614
ATP5MG,respiratory chain (NDUF/COX/UQCR/ATP5),0.0669012,162.466,25.1793,92,1700
ATP5PB,respiratory chain (NDUF/COX/UQCR/ATP5),-0.00667548,832.191,28.6664,36,759
ATP5PD,respiratory chain (NDUF/COX/UQCR/ATP5),0.0402608,217.481,56.5309,110,346
ATP5PF,respiratory chain (NDUF/COX/UQCR/ATP5),0.108203,127.814,120.243,115,255
ATP5PO,respiratory chain (NDUF/COX/UQCR/ATP5),0.101369,81.9647,43.5759,215,1181
ATP6AP2,other,-6.71716e-05,42.1935,225.374,384,63
ATP6V0A1,other,0.0328007,103.315,13.7661,133,2151
ATP6V0A2,other,0.02606,129.704,85.0226,108,324
ATP6V0B,other,-0.00579036,47.3533,122.03,294,96
ATP6V0D1,other,-0.0274959,70.0691,116.613,198,178
ATP6V0E1,other,-0.0114499,67.019,21.481,197,1389
ATP6V0E2,other,-0.0162682,154.667,23.8604,86,1900
ATP6V1B2,other,-0.0487131,147.133,293.4,169,82
ATP6V1D,other,0.0333077,40.3917,26.3957,337,655
ATP6V1E1,other,0.0384983,50.3364,46.4677,283,363
ATP6V1E2,other,0.0739013,51.0818,24.659,278,3274
ATP6V1H,other,0.0215553,109.663,193.541,147,108
ATP7A,other,0.012151,55.8012,40.1791,213,1789
ATP8B2,other,0.0268883,73.8789,43.0611,189,519
ATP9B,other,-0.0397,67.1541,28.612,177,790
ATPAF1,other,-0.0231751,90.1614,23.0419,148,1363
ATPAF2,other,0.0347572,49.7352,32.2353,264,1769
ATPSCKMT,other,-0.00181955,203.528,420.021,70,26
ATRAID,other,-0.00614983,87.217,48.0487,144,691
ATRX,other,0.044609,38.3821,40.9492,413,1349
ATXN10,other,0.142886,227.989,295.375,75,144
ATXN1L,other,0.0275904,153.475,25.7171,109,1945
ATXN2,other,-0.0270602,111.975,38.6534,121,843
ATXN2L,other,0.0637739,97.4344,34.3366,139,1209
ATXN3,other,0.0222661,38.5854,25.9136,342,2411
ATXN7,other,-0.0170227,30.8746,41.6008,481,475
ATXN7L1,other,-0.00852936,80.4125,17.8521,165,1827
ATXN7L3,other,0.05369,45.8433,40.2186,318,3386
ATXN7L3B,other,0.0162698,96.5803,18.9531,132,2729
AUH,other,-0.0133703,83.5275,14.675,144,2683
AUNIP,other,0.0614811,51.7741,41.7961,262,686
AUP1,other,-0.00975913,58.3576,21.5069,238,2056
AURKA,other,-0.0198125,981.245,437.484,24,27
AURKAIP1,other,0.00237636,104.422,22.8203,129,1880
AURKB,other,0.0165455,387.376,759.461,40,11
AVEN,other,0.00962152,97.0567,30.8315,152,1129
AVL9,other,0.0309894,44.0665,24.8754,310,859
AVPI1,other,-0.0248117,59.657,32.5489,201,773
AXIN1,other,-0.000875025,112.502,293.37,124,25
AXL,other,-0.00215535,59.7741,18.4937,236,2352
AZI2,other,-0.0376748,79.3666,41.2728,159,453
AZIN1,other,0.0508281,721.569,22.6312,31,1808
B2M,other,0.0111271,45.9798,20.6422,277,1657
B3GALNT2,other,-0.0389497,68.808,19.7811,185,1582
B3GALT6,other,0.00990235,49.6594,24.4125,261,1066
B3GAT3,other,0.018061,61.4522,15.7365,213,2156
B3GNT2,other,0.0162771,71.7131,22.0226,163,2333
B3GNT5,other,-0.0118875,232.511,19.0562,62,1365
B3GNTL1,other,0.0122282,60.5491,26.8178,217,2051
B4GALNT1,other,0.0241055,556.622,14.3524,39,2730
B4GALNT4,other,-0.0101035,41.7328,18.7539,304,3113
B4GALT1,other,0.00814031,98.5025,57.5216,140,1636
B4GALT2,other,0.0138602,57.0714,21.6354,219,1628
B4GALT3,other,-0.00674747,84.3754,14.0551,173,2620
B4GALT4,other,0.00204024,44.7907,13.0099,287,2720
B4GALT5,other,-0.0039404,81.9826,78.6271,179,17373
B4GALT7,other,-0.0337186,89.893,20.5776,146,1840
B9D2,other,0.033117,145.053,34.9993,94,1990
BABAM1,other,-0.011023,79.4533,18.2453,171,1779
BABAM2,other,-0.0224216,129.899,20.7357,112,2709
BACH1,other,0.0361739,66.0044,27.1467,192,672
BACH2,other,-0.0228645,40.608,41.9419,318,2648
BAD,other,0.0371061,38.2156,21.9319,361,3230
BAG1,other,0.0655209,70.889,14.922,196,4126
BAG2,other,0.0434416,148.74,27.1324,93,1447
BAG3,other,0.0233344,38.6449,24.5169,333,2323
BAG4,other,-0.0125394,83.244,30.1491,161,1583
BAG5,other,-0.0237422,161.168,19.0522,78,1270
BAHD1,other,0.0752808,45.7419,66.3365,316,1197
BAIAP2,other,0.0111466,35.632,20.7132,363,4076
BAIAP2L1,other,0.0288373,67.8984,19.4503,193,1755
BAK1,other,-0.0042039,136.412,12.4644,92,3124
BAMBI,other,0.017762,152.215,48.8468,107,2112
BANP,other,-0.006163,73.5677,34.1571,238,1123
BAP1,other,0.0982895,185.947,173.189,371,159
BARD1,other,-0.00889563,39.1372,458.266,328,26
BARHL1,other,-0.0118641,125.813,20.7056,120,930
BARHL2,other,-0.0267907,66.5835,18.886,193,1531
BARX1,other,0.0471908,113.392,35.6932,119,1770
BARX2,other,0.0199774,96.3454,55.022,135,1166
BATF,other,-0.0392974,57.205,105.771,235,354
BATF2,other,0.0196298,63.3566,18.193,196,3319
BATF3,other,0.0342286,67.9669,24.9899,194,3114
BAX,other,0.0129331,33.6283,55.8015,382,597
BAZ1A,other,-0.00320611,74.0686,44.4051,202,988
BAZ1B,other,0.0186913,59.5233,24.2451,224,1869
BAZ2A,other,0.0544054,38.0562,17.5685,341,1985
BAZ2B,other,0.0542368,34.6011,28.2359,389,742
BBC3,other,0.0382235,88.7365,17.3468,145,1778
BBIP1,other,0.0250309,57.3831,20.4264,231,1413
BBS1,other,0.0331704,86.5227,16.9363,142,1443
BBS2,other,-0.00895579,39.1086,13.3938,318,2245
BBS4,other,-0.00149916,52.1661,13.1546,233,2103
BBS7,other,0.018063,45.1516,40.4018,276,2036
BBX,other,0.0371367,65.9437,24.8942,196,2201
BCAP29,other,0.00105339,294.609,20.3831,54,1520
BCAP31,other,0.00748712,66.1556,15.5853,211,3003
BCAT1,other,-0.0356552,78.9889,22.3795,165,2802
BCAT2,other,-0.0419607,97.4257,107.746,126,535
BCKDHA,other,-0.00663388,46.8629,271.359,266,121
BCKDHB,other,-0.0105135,111.337,27.0037,114,2853
BCL10,other,-0.000781144,56.4194,139.396,236,1984
BCL11A,other,0.0108567,95.811,19.53,138,3605
BCL11B,other,0.0462594,85.8548,205.136,152,649
BCL2L1,other,0.0697766,36.8433,29.7936,375,664
BCL2L11,other,0.00458493,51.1932,16.6716,252,2305
BCL2L12,other,0.00981432,114.54,14.011,121,2800
BCL2L13,other,0.00415612,63.6492,47.431,198,380
BCL2L2,other,0.0170176,73.5826,21.5185,186,1037
BCL6B,other,0.0440616,85.2158,24.4757,149,1337
BCL7A,other,0.0335082,62.74,17.8971,220,1301
BCL7B,other,0.0191129,363.958,25.4681,46,1202
BCLAF1,other,0.0855376,103.395,27.8623,144,1807
BCOR,other,0.0238269,56.3609,24.1559,225,4084
BCORL1,other,0.0144201,63.1329,33.5898,212,2423
BCR,other,0.00421094,69.7111,16.0152,261,1661
BCS1L,other,0.0320981,67.0565,74.7187,209,744
BDH2,other,0.0118156,94.0431,17.4485,141,2593
BDP1,other,0.0277492,113.015,201.827,184,59
BECN1,other,0.0149505,102.259,445.665,130,26
BEST1,other,0.0306075,25.501,17.5783,529,1552
BET1,other,-0.0708526,189.645,273.082,94,42
BET1L,other,0.00394097,42.2117,19.8329,311,2178
BEX2,other,-0.010841,70.3789,17.1779,179,2084
BEX4,other,0.0198928,165.658,31.9288,79,4104
BFAR,other,-0.016608,60.4434,17.0761,218,3674
BHLHA15,other,-0.0124987,80.4967,9.99779,161,4472
BHLHA9,other,0.00897647,48.5273,19.3467,300,1767
BHLHE22,other,-0.0115797,54.3276,26.391,212,1119
BHLHE23,other,0.0098055,61.8351,12.6837,218,2584
BHLHE40,other,-0.0190813,36.9132,90.7029,424,2864
BHLHE41,other,-0.00962997,146.495,14.955,93,2113
BICD1,other,-0.00451511,39.8487,17.0397,340,1736
BICD2,other,-0.0206329,39.634,15.6949,312,2600
BID,other,0.0112804,65.8098,23.7624,185,902
BIN3,other,-0.00473075,57.5343,22.1193,223,1770
BIRC2,other,0.00771096,52.6643,20.4551,270,1421
BIRC5,other,-0.0056391,346.877,503.783,41,23
BIRC6,other,0.00107551,58.374,32.3841,230,917
BIVM,other,0.0534797,44.3527,19.6169,320,3398
BLCAP,other,-0.0178755,56.7557,20.319,231,1643
BLM,other,0.00472376,124.722,50.5526,106,315
BLMH,other,-0.00962031,40.7268,23.2651,311,1312
BLOC1S1,other,0.0165035,192.054,22.2622,76,1871
BLOC1S2,other,0.00356494,203.665,34.9647,70,918
BLOC1S3,other,-0.00323701,30.9022,31.584,412,762
BLOC1S4,other,-0.0285203,99.6912,28.6802,131,745
BLOC1S5,other,-0.0122991,41.6199,18.7756,304,1348
BLOC1S6,other,-0.0202649,81.4049,28.1914,157,2217
BLVRA,other,0.0211157,49.6991,21.1273,264,1301
BLVRB,other,-0.00171256,49.6614,17.211,267,1888
BLZF1,other,0.0195832,51.6137,29.1967,278,1290
BMI1,other,-0.00710637,53.93,65.8374,220,395
BMP1,other,-0.00987006,83.83,33.0648,157,856
BMP2K,other,0.0370982,269.375,16.7275,80,2127
BMPR2,other,0.0204533,67.3774,55.2315,197,290
BMS1,other,-0.00474605,1150.23,1044.98,23,10
BNC1,other,0.00658286,103.309,26.4273,130,763
BNC2,other,0.0229209,97.982,13.8458,136,2783
BNIP2,other,0.0158169,42.6922,19.9281,292,1331
BNIP3,other,-0.00131637,102.092,18.8708,135,2203
BNIP3L,other,0.0165524,22.0298,13.4222,575,2963
BOD1,other,0.0132066,98.9194,19.397,126,2082
BOD1L1,other,0.147496,52.3254,299.281,434,40
BOLA1,other,-0.0237545,40.5074,20.8431,323,2826
BOLA3,other,-0.00274969,59.3549,23.7743,216,1238
BORA,other,-0.000681653,262.438,332.164,63,60
BPGM,other,0.00883093,85.0008,20.9506,167,1376
BPHL,other,0.0361132,638.649,19.206,31,3245
BPNT1,other,-0.000733322,92.33,22.1188,133,1622
BPTF,other,0.0371547,129.308,90.3749,104,724
BRAF,other,-0.0047981,82.2789,14.0102,161,1626
BRAP,other,0.0209944,63.4348,34.2665,198,777
BRAT1,other,-0.000721528,33.1403,39.1904,395,839
BRCA1,other,0.0256918,71.7795,171.32,197,88
BRCA2,other,0.00669092,40.5734,437.39,360,15
BRCC3,other,0.0358795,36.7644,17.5494,373,1983
BRD2,other,0.0391528,99.2375,43.883,169,1998
BRD3,other,-0.0236204,56.497,13.6506,227,2101
BRD4,other,-0.0364343,63.4432,40.018,239,7953
BRD7,other,0.011765,110.117,33.2698,115,3266
BRD8,other,0.273467,203.238,154.927,127,998
BRD9,other,0.0579182,204.681,55.456,76,600
BRF2,other,0.0227146,33.3591,22.175,376,3016
BRI3,other,0.0135769,105.296,881.365,146,10
BRI3BP,other,0.00956651,33.3715,9.64623,386,5888
BRIP1,other,0.016648,40.9911,126.63,308,112
BRIX1,other,0.0238943,193.556,104.93,116,129
BRK1,other,-0.00143937,32.2977,51.7359,391,1117
BRMS1,other,0.100904,142.721,69.2462,101,2824
BRMS1L,other,0.019801,96.8403,13.8562,128,2622
BROX,other,-0.00135433,194.341,37.6979,72,1062
BRPF3,other,-0.0310294,80.7301,21.7474,166,1427
BRWD1,other,-0.00161561,63.4773,19.1977,189,2497
BRWD3,other,0.0134454,154.927,19.6114,80,1276
BSCL2,other,0.00682215,36.3069,21.6571,362,915
BSDC1,other,-0.0182724,197.274,13.2453,74,3086
BSG,other,0.0139589,56.2483,28.0202,226,652
BST2,other,0.0258602,189.585,20.8596,77,2565
BSX,other,0.0276025,47.8559,30.0023,275,1607
BTAF1,other,0.203706,138.785,49.5704,161,1976
BTBD1,other,0.0395989,88.652,22.5446,159,1038
BTBD10,other,0.0162695,56.1614,16.0513,242,1727
BTBD2,other,-0.00403253,62.4121,16.4099,213,2213
BTBD3,other,-0.032132,113.259,16.85,123,2072
BTBD7,other,-0.0292143,104.081,42.0062,139,1742
BTF3L4,other,0.0728221,40.0677,16.7859,340,2395
BTG1,other,0.00476376,39.7481,23.9916,342,1349
BTG2,other,-0.0110244,81.0694,16.7497,163,1795
BTG3,other,-0.00214231,73.9327,17.3864,177,2160
BTK,other,-0.0286523,71.7331,35.3045,175,771
BTN2A1,other,0.0145142,209.658,20.256,70,2457
BTN2A2,other,-0.0165589,288.657,22.0377,60,916
BTN3A2,other,-0.00562626,145.991,19.2346,101,3799
BTNL9,other,0.0252074,42.6827,36.2622,285,2558
BUB1,other,0.0360494,22.9568,133.698,676,177
BUB1B,other,-0.0508366,74.0325,313.414,234,36
BUD13,other,0.0136717,124.31,261.688,122,78
BUD23,other,0.0415983,239.707,849.453,73,12
BUD31,other,-0.0157422,303.3,49.7889,52,371
BYSL,other,0.0357067,271.541,30.6003,120,763
BZW1,other,0.0270758,95.2509,15.5806,138,3108
BZW2,other,0.0419855,46.369,32.1547,274,1890
C10orf88,other,3.22344e-05,168.876,23.3909,73,1749
C11orf24,other,0.00930982,68.4112,25.2378,193,1147
C11orf54,other,-0.0512147,97.6477,26.8444,133,1957
C11orf58,other,0.000417225,46.883,22.7464,283,2081
C11orf68,other,0.00248435,54.9476,67.7459,229,1480
C11orf71,other,0.00645934,99.254,17.1854,123,2030
C11orf96,other,0.0671484,44.8867,19.9911,266,1528
C12orf43,other,-0.0219129,122.585,16.1701,111,2513
C12orf57,other,0.0330714,113.32,21.4147,113,2484
C12orf76,other,-0.0279182,71.9347,17.4561,165,2965
C14orf119,other,0.027855,86.0137,19.8014,157,2448
C14orf93,other,-0.00313218,34.2015,26.8444,399,2246
C15orf39,other,0.00828881,98.0096,16.0027,124,1981
C15orf40,other,0.048306,47.4288,26.6694,254,2068
C15orf61,other,0.0203661,71.3506,26.4163,183,2654
C16orf86,other,0.0347976,27.2725,25.7198,489,1053
C16orf87,other,0.0313016,68.3059,70.3178,261,1859
C16orf95,other,0.0189444,104.378,24.5394,125,1182
C17orf58,other,0.000180026,131.941,20.7688,95,1173
C17orf75,other,0.0379553,34.9894,34.078,363,2426
C18orf21,other,0.018896,309.033,30.5139,57,697
C18orf32,other,0.0286911,725.155,37.7099,32,572
C19orf12,other,0.029322,68.1257,17.1244,196,2306
C19orf25,other,0.0175851,44.4966,136.662,332,88
C19orf47,other,0.00895081,43.3569,45.8384,283,3180
C19orf53,other,0.0221884,35.6891,27.476,363,1341
C19orf73,other,-0.0230651,130.873,26.2751,101,1308
C1D,other,0.0523808,41.0043,78.9734,361,692
C1GALT1,other,0.00540212,264.526,21.1311,52,1134
C1GALT1C1,other,-0.00144431,65.3997,29.2663,195,2731
C1QBP,other,-0.0400711,78.4257,23.8001,306,1364
C1RL,other,0.00914394,64.2416,23.2943,210,978
C1orf122,other,0.0181867,202.276,19.4958,64,1701
C1orf131,other,0.0747122,636.857,259.743,51,51
C1orf159,other,-0.0112264,65.1598,34.5143,199,1317
C1orf174,other,0.0230895,48.2005,15.3116,281,2199
C1orf198,other,-0.00708089,34.4729,24.6489,350,2438
C1orf216,other,0.0459988,63.0215,27.0951,206,1102
C1orf35,other,0.00821284,60.5239,34.84,217,704
C1orf43,other,0.0522977,111.415,21.4179,130,2817
C1orf50,other,0.0166836,52.2314,16.5323,246,1583
C1orf52,other,0.0326231,43.1871,42.7095,352,4363
C1orf56,other,0.00939638,147.476,49.2668,91,380
C20orf96,other,-0.0139487,91.9381,73.087,139,6515
C21orf58,other,0.0260288,40.588,24.0018,306,2032
C21orf91,other,0.0335925,66.751,25.1917,194,1421
C2CD2,other,0.00204026,214.559,18.2491,73,2456
C2CD2L,other,-0.00879626,45.5985,55.5645,295,809
C2CD3,other,-0.00983001,774.128,30.956,26,1456
C2orf42,other,0.0172461,52.8763,25.6069,245,2530
C2orf49,other,0.0129805,60.8634,24.0008,201,1329
C2orf68,other,-0.0323392,1014.67,19.611,24,1276
C2orf69,other,-0.0228778,54.9073,15.9083,227,2234
C2orf76,other,0.076401,65.5097,22.7201,207,1165
C2orf88,other,0.0596143,54.9824,26.2857,237,2385
C3orf33,other,0.00404353,221.762,20.0323,62,2069
C3orf38,other,0.0183962,48.8439,26.3255,249,972
C4orf3,other,0.0168222,79.9686,16.4118,151,1617
C4orf33,other,-0.00151376,54.7722,30.5631,235,538
C4orf46,other,-0.00882903,85.2529,30.1211,151,1644
C5orf15,other,-0.0226854,53.2804,32.2082,231,1385
C5orf24,other,0.0278394,123.832,46.2409,112,331
C5orf34,other,-0.00120538,138.093,23.4785,101,1693
C6orf120,other,0.0189861,70.1991,33.9519,213,2812
C6orf136,other,-0.0133244,50.5226,28.9124,242,3077
C6orf47,other,0.0153698,109.893,14.8809,118,2372
C6orf62,other,0.015375,39.5562,39.3869,340,779
C6orf89,other,-0.0412586,53.6614,25.6796,253,1122
C7orf50,other,0.0155427,67.5822,27.6039,194,1103
C8orf33,other,0.00245028,60.8985,30.0856,225,1887
C8orf44,other,-0.0260192,114.125,18.6635,128,1161
C8orf76,other,-0.00811502,107.584,28.3338,115,2076
C8orf82,other,0.0517088,58.4283,102.98,232,380
C9orf40,other,-0.00401111,87.4175,29.1269,144,915
C9orf78,other,-0.0451741,29.8325,196.234,424,88
C9orf85,other,0.0420049,57.3564,20.7771,243,1197
CA11,other,0.0122282,33.8065,25.2637,376,755
CAAP1,other,0.0373975,2484.74,34.1122,15,711
CAB39,other,-0.00832196,35.9686,25.8092,349,2129
CAB39L,other,0.0239292,38.3761,25.5266,327,1204
CABIN1,other,0.112854,70.031,44.5374,276,954
CACNB3,other,0.0201778,14.9719,19.4996,911,1255
CACUL1,other,-0.0231641,61.328,19.2843,228,2598
CACYBP,other,0.00483061,49.8665,18.2826,246,1811
CAD,other,0.0678192,325.245,152.515,58,198
CALCOCO1,other,0.050662,321.647,72.8574,50,7211
CALCOCO2,other,-0.0141788,28.6993,36.2166,434,1388
CALM1,other,0.00715647,37.687,16.8632,317,2496
CALM2,other,0.00450722,83.4198,23.4984,212,1498
CALM3,other,0.00476523,193.627,16.9646,74,1957
CALML4,other,0.000132173,60.5942,24.7052,213,1033
CALR,other,0.0524877,89.4598,33.1555,190,1363
CALU,other,0.0250356,77.6897,15.4711,163,2419
CAMK1,other,0.00310016,54.0337,38.1253,253,670
CAMK2G,other,0.014309,49.7401,16.4303,254,3060
CAMKK2,other,0.00472255,3581.84,32.5498,16,842
CAMKMT,other,-0.00253823,42.5647,19.7466,298,2737
CAMLG,other,0.117345,114.402,156.419,155,116
CAMSAP1,other,0.00499248,95.8243,81.5359,133,448
CAMTA1,other,-0.0084836,73.7952,15.533,173,3224
CAMTA2,other,-0.00520996,98.2251,74.5476,166,190
CANT1,other,0.0232315,231.7,29.3473,62,3966
CANX,other,0.0321494,34.3462,33.3877,377,971
CAP1,other,-0.00179914,197.702,45.0741,69,776
CAPG,other,-0.0042916,47.2229,37.1149,281,1676
CAPN1,other,-0.0400576,795.595,15.6036,29,1699
CAPN10,other,0.0172585,58.8434,17.5806,241,1792
CAPN15,other,0.0155759,172.789,21.6725,86,1639
CAPN2,other,-0.00944397,85.937,19.3004,148,2683
CAPN7,other,0.00952594,49.2183,43.6583,267,2075
CAPNS1,other,0.012129,55.1109,16.5718,235,2202
CAPRIN1,other,0.0269515,493,71.3759,44,426
CAPZA1,other,0.00890104,60.517,27.5421,226,978
CAPZA2,other,-0.0154982,156.328,13.284,88,2559
CARD11,other,0.0123088,55.8623,253.536,282,138
CARD8,other,-0.031163,39.914,27.3263,339,3099
CARD9,other,0.00458938,93.5796,21.2975,136,937
CARF,other,-0.00377367,278.118,201.557,85,83
CARHSP1,other,0.0173238,145.316,15.488,86,2752
CARMIL1,other,-0.00957145,1527.81,22.202,24,1102
CARS2,other,0.0378808,73.8822,45.0286,197,731
CASC3,other,0.38687,98.2147,75.7132,244,887
CASP10,other,0.00583065,217.676,19.2751,63,1314
CASP2,other,0.0388694,82.5328,21.681,156,3051
CASP3,other,0.00988366,61.0629,31.5137,234,5434
CASP6,other,-0.0422793,41.5767,16.5964,372,1554
CASP7,other,-0.00296214,39.6946,29.8958,308,2316
CASP8,other,-0.00950253,68.5311,23.1736,178,1137
CASP8AP2,other,0.00404574,189.565,419.436,211,16
CASP9,other,0.0152085,198.182,40.4865,71,2268
CASS4,other,0.025437,66.5788,16.5382,185,4295
CAST,other,0.0517976,118.114,28.4848,137,840
CASZ1,other,0.00364343,88.8188,18.2468,146,1679
CAVIN1,other,0.0261043,49.9104,21.6266,259,1958
CBFA2T2,other,0.0211184,97.3275,25.2828,120,916
CBFB,other,0.0315692,92.481,130.647,153,336
CBL,other,0.0324503,79.3059,24.3339,206,916
CBLL1,other,0.17378,104.184,137.445,236,776
CBR1,other,0.0169235,57.8599,15.3415,216,2504
CBR4,other,0.0406873,67.2944,21.3873,206,2298
CBS,other,0.0284341,56.4029,15.2242,229,2455
CBX1,other,0.0479843,51.6822,26.3279,309,1136
CBX2,other,-0.0195546,69.6911,19.9897,188,2239
CBX3,other,0.0341799,585.568,27.3886,32,2620
CBX4,other,0.0101226,43.0242,30.8061,285,593
CBX5,other,0.0410848,76.2692,39.5095,171,3974
CBX6,other,-0.0182397,126.817,18.2544,102,1238
CBY1,other,-0.0153484,46.3254,13.2598,294,2172
CC2D1A,other,-0.0397932,61.6162,39.9004,220,586
CC2D1B,other,0.0282794,54.6594,17.606,223,3877
CCAR1,other,0.130578,117.928,148.929,167,165
CCAR2,other,0.0645496,36.3342,37.5709,392,3777
CCDC106,other,-0.00710756,36.0547,14.7744,366,2901
CCDC107,other,-0.00207104,62.3096,41.2111,203,8628
CCDC115,other,-0.015111,51.1094,109.08,346,469
CCDC117,other,0.00699074,72.1554,15.0351,186,2070
