target_gene,Cell_Line,Batch,n_cells,source
RNF2,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet22,1,GenomeWideScreen_NonFitnessGenes
RNF2,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet7,1,GenomeWideScreen_NonFitnessGenes
RNF2,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet22,1,GenomeWideScreen_NonFitnessGenes
RNF2,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
RNF2,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet2,1,GenomeWideScreen_NonFitnessGenes
RNF2,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet10,2,GenomeWideScreen_NonFitnessGenes
RNF2,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
RNF2,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet7,1,GenomeWideScreen_NonFitnessGenes
RNF2,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
RNF2,suop_2,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet6,1,GenomeWideScreen_NonFitnessGenes
RSRC1,bokz_6,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
RSRC1,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
RSRC1,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet5,1,GenomeWideScreen_NonFitnessGenes
RSRC1,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet17,1,GenomeWideScreen_NonFitnessGenes
RSRC1,letw_1,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
RSRC1,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet5,1,GenomeWideScreen_NonFitnessGenes
RSRC1,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet22,1,GenomeWideScreen_NonFitnessGenes
RSRC1,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet23,2,GenomeWideScreen_NonFitnessGenes
RSRC1,suop_5,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet18,1,GenomeWideScreen_NonFitnessGenes
RSRC1,suop_5,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet19,1,GenomeWideScreen_NonFitnessGenes
RSRC1,suop_5,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet26,1,GenomeWideScreen_NonFitnessGenes
S100A11,bokz_6,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet11,1,GenomeWideScreen_NonFitnessGenes
S100A11,eipl_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet4,1,GenomeWideScreen_NonFitnessGenes
S100A11,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet3,1,GenomeWideScreen_NonFitnessGenes
S100A11,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet24,1,GenomeWideScreen_NonFitnessGenes
S100A11,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet17,1,GenomeWideScreen_NonFitnessGenes
S100A11,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet20,1,GenomeWideScreen_NonFitnessGenes
S100A11,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet16,1,GenomeWideScreen_NonFitnessGenes
S100A11,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet1,1,GenomeWideScreen_NonFitnessGenes
S100A11,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet3,1,GenomeWideScreen_NonFitnessGenes
S100A11,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet11,1,GenomeWideScreen_NonFitnessGenes
S100A11,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
S100A11,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
S100A11,lirf_5,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet16,1,GenomeWideScreen_NonFitnessGenes
S100A11,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet12,2,GenomeWideScreen_NonFitnessGenes
S100A11,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet8,1,GenomeWideScreen_NonFitnessGenes
S100A11,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet14,2,GenomeWideScreen_NonFitnessGenes
S100A11,oupf_6,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet26,1,GenomeWideScreen_NonFitnessGenes
S100A11,pipw_4,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet30,1,GenomeWideScreen_NonFitnessGenes
S100A11,suop_5,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet20,1,GenomeWideScreen_NonFitnessGenes
S100A11,zapk_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet19,1,GenomeWideScreen_NonFitnessGenes
S100A11,zapk_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet24,1,GenomeWideScreen_NonFitnessGenes
S100A11,zapk_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet30,1,GenomeWideScreen_NonFitnessGenes
S100A11,zapk_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet32,1,GenomeWideScreen_NonFitnessGenes
S100A11,zihe_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet15,1,GenomeWideScreen_NonFitnessGenes
SCAF8,bokz_6,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet14,1,GenomeWideScreen_NonFitnessGenes
SCAF8,eipl_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SCAF8,eipl_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet5,1,GenomeWideScreen_NonFitnessGenes
SCAF8,eipl_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet24,1,GenomeWideScreen_NonFitnessGenes
SCAF8,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet3,1,GenomeWideScreen_NonFitnessGenes
SCAF8,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet4,1,GenomeWideScreen_NonFitnessGenes
SCAF8,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SCAF8,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet14,1,GenomeWideScreen_NonFitnessGenes
SCAF8,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet21,1,GenomeWideScreen_NonFitnessGenes
SCAF8,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet1,1,GenomeWideScreen_NonFitnessGenes
SCAF8,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SCAF8,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
SCAF8,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet15,1,GenomeWideScreen_NonFitnessGenes
SCAF8,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet16,1,GenomeWideScreen_NonFitnessGenes
SCAF8,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet20,1,GenomeWideScreen_NonFitnessGenes
SCAF8,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet3,1,GenomeWideScreen_NonFitnessGenes
SCAF8,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet4,1,GenomeWideScreen_NonFitnessGenes
SCAF8,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet13,2,GenomeWideScreen_NonFitnessGenes
SCAF8,puhk_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet4,1,GenomeWideScreen_NonFitnessGenes
SIN3B,bokz_6,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet16,2,GenomeWideScreen_NonFitnessGenes
SIN3B,bokz_6,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet6,1,GenomeWideScreen_NonFitnessGenes
SIN3B,eipl_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet20,1,GenomeWideScreen_NonFitnessGenes
SIN3B,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet18,1,GenomeWideScreen_NonFitnessGenes
SIN3B,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet17,1,GenomeWideScreen_NonFitnessGenes
SIN3B,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet31,1,GenomeWideScreen_NonFitnessGenes
SIN3B,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
SIN3B,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
SIN3B,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet1,1,GenomeWideScreen_NonFitnessGenes
SIN3B,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet12,1,GenomeWideScreen_NonFitnessGenes
SIN3B,hecn_3,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
SIN3B,iiyk_2,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet7,1,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet17,1,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet18,2,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet20,1,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet1,1,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet10,2,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet11,1,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet12,1,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet15,1,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet16,1,GenomeWideScreen_NonFitnessGenes
SIN3B,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet21,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet17,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet18,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet3,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet5,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet7,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet15,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet22,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet23,1,GenomeWideScreen_NonFitnessGenes
SIN3B,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet24,1,GenomeWideScreen_NonFitnessGenes
SIN3B,rejf_2,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet30,1,GenomeWideScreen_NonFitnessGenes
SIN3B,suop_2,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
SIN3B,wahn_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet17,1,GenomeWideScreen_NonFitnessGenes
SIN3B,zerv_7,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet17,1,GenomeWideScreen_NonFitnessGenes
SIN3B,zerv_8,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet16,1,GenomeWideScreen_NonFitnessGenes
SIN3B,zihe_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,bokz_6,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet12,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet1,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet2,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet4,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet14,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet15,2,GenomeWideScreen_NonFitnessGenes
SLC25A13,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet21,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet23,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet12,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet15,2,GenomeWideScreen_NonFitnessGenes
SLC25A13,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet16,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet24,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,puhk_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet11,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,puhk_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet15,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,suop_5,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet20,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,wahn_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet20,2,GenomeWideScreen_NonFitnessGenes
SLC25A13,zerv_7,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet25,1,GenomeWideScreen_NonFitnessGenes
SLC25A13,zerv_8,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet7,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,bokz_6,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,eipl_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet1,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet18,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet11,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet12,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet2,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet5,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet12,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet16,2,GenomeWideScreen_NonFitnessGenes
SLC39A1,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet22,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet23,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,kute_4,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet20,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,lirf_5,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,lirf_5,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,melw_2,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet16,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet17,2,GenomeWideScreen_NonFitnessGenes
SLC39A1,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet11,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet6,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet8,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet21,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,nufh_4,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet30,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,puhk_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,puhk_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet14,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,puhk_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet4,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,suop_5,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet19,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,suop_5,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet21,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,wahn_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet21,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,wihj_4,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet2,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,zapk_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet29,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,zerv_7,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet19,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,zihe_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet15,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,zihe_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet5,1,GenomeWideScreen_NonFitnessGenes
SLC39A1,zihe_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet7,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,eipl_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet16,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,eipl_1,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet8,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet17,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet22,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet7,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet23,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,iiyk_4,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet26,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet18,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet12,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet9,2,GenomeWideScreen_NonFitnessGenes
SLC44A1,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet21,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet23,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet28,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,melw_2,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet3,2,GenomeWideScreen_NonFitnessGenes
SLC44A1,melw_2,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet5,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day3_Inlet4,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet10,3,GenomeWideScreen_NonFitnessGenes
SLC44A1,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet11,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,miaj_6,GenomeWideScreen_NonFitnessGenes_Pool10_Day3_Inlet7,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,rakq_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet1,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,rakq_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet10,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,rakq_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet12,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,siqu_4,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet23,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,wahn_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet20,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,wahn_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet31,1,GenomeWideScreen_NonFitnessGenes
SLC44A1,zerv_8,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet1,1,GenomeWideScreen_NonFitnessGenes
SLIRP,bokz_6,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet7,1,GenomeWideScreen_NonFitnessGenes
SLIRP,fiaj_1,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet32,1,GenomeWideScreen_NonFitnessGenes
SLIRP,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet22,1,GenomeWideScreen_NonFitnessGenes
SLIRP,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet23,1,GenomeWideScreen_NonFitnessGenes
SLIRP,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet11,1,GenomeWideScreen_NonFitnessGenes
SLIRP,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet4,1,GenomeWideScreen_NonFitnessGenes
SLIRP,fiaj_3,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
SLIRP,hecn_3,GenomeWideScreen_NonFitnessGenes_Pool5_Day6_Inlet16,1,GenomeWideScreen_NonFitnessGenes
SLIRP,kolf_2,GenomeWideScreen_NonFitnessGenes_Pool1_Day6_Inlet8,1,GenomeWideScreen_NonFitnessGenes
SLIRP,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool10_Day6_Inlet13,1,GenomeWideScreen_NonFitnessGenes
SLIRP,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool12_Day6_Inlet21,1,GenomeWideScreen_NonFitnessGenes
SLIRP,kolf_3,GenomeWideScreen_NonFitnessGenes_Pool6_Day6_Inlet32,1,GenomeWideScreen_NonFitnessGenes
SLIRP,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool11_Day6_Inlet17,1,GenomeWideScreen_NonFitnessGenes
SLIRP,miaj_4,GenomeWideScreen_NonFitnessGenes_Pool9_Day6_Inlet9,1,GenomeWideScreen_NonFitnessGenes
SLIRP,pipw_4,GenomeWideScreen_NonFitnessGenes_Pool2_Day6_Inlet18,1,GenomeWideScreen_NonFitnessGenes
