target_gene,Cell_Line,Batch,n_cells,source
ABCD1,eipl_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet12,1,GenomeWideScreen_FitnessGenes
ABCD1,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet18,1,GenomeWideScreen_FitnessGenes
ABCD1,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet30,1,GenomeWideScreen_FitnessGenes
ABCD1,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet31,1,GenomeWideScreen_FitnessGenes
ABCD1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet1,1,GenomeWideScreen_FitnessGenes
ABCD1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet3,1,GenomeWideScreen_FitnessGenes
ABCD1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet19,1,GenomeWideScreen_FitnessGenes
ABCD1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
ABCD1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
ABCD1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet26,1,GenomeWideScreen_FitnessGenes
ABCD1,hecn_3,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
ABCD1,kolf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet16,1,GenomeWideScreen_FitnessGenes
ABCD1,kolf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet20,1,GenomeWideScreen_FitnessGenes
ABCD1,kolf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet27,1,GenomeWideScreen_FitnessGenes
ABCD1,kolf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet31,2,GenomeWideScreen_FitnessGenes
ABCD1,kolf_3,GenomeWideScreen_FitnessGenes_Pool7_Day3_Inlet2,1,GenomeWideScreen_FitnessGenes
ABCD1,kolf_3,GenomeWideScreen_FitnessGenes_Pool7_Day3_Inlet3,1,GenomeWideScreen_FitnessGenes
ABCD1,kolf_3,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet17,1,GenomeWideScreen_FitnessGenes
ABCD1,kute_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet20,1,GenomeWideScreen_FitnessGenes
ABCD1,kute_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
ABCD1,melw_2,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet22,1,GenomeWideScreen_FitnessGenes
ABCD1,melw_2,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
ABCD1,nufh_4,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet11,1,GenomeWideScreen_FitnessGenes
ABCD1,oupf_6,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet21,1,GenomeWideScreen_FitnessGenes
ABCD1,pipw_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet1,1,GenomeWideScreen_FitnessGenes
ABCD1,pipw_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet6,1,GenomeWideScreen_FitnessGenes
ABCD1,pipw_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet28,1,GenomeWideScreen_FitnessGenes
ABCD1,pipw_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet32,1,GenomeWideScreen_FitnessGenes
ABCD1,rejf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet8,1,GenomeWideScreen_FitnessGenes
ABCD1,rejf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet29,1,GenomeWideScreen_FitnessGenes
ABCD1,siqu_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet11,1,GenomeWideScreen_FitnessGenes
ABCD1,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet18,1,GenomeWideScreen_FitnessGenes
ABCD1,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet25,1,GenomeWideScreen_FitnessGenes
ABCD1,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet31,1,GenomeWideScreen_FitnessGenes
ABCD1,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet32,1,GenomeWideScreen_FitnessGenes
ABCD1,suop_5,GenomeWideScreen_FitnessGenes_Pool7_Day3_Inlet2,1,GenomeWideScreen_FitnessGenes
ABCD1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet12,1,GenomeWideScreen_FitnessGenes
ABCD1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
ABCD1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet4,1,GenomeWideScreen_FitnessGenes
ABCD1,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet19,1,GenomeWideScreen_FitnessGenes
ABCD1,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet22,1,GenomeWideScreen_FitnessGenes
ABCD1,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet26,2,GenomeWideScreen_FitnessGenes
ABCD1,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet31,1,GenomeWideScreen_FitnessGenes
ABCD1,wihj_1,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet21,2,GenomeWideScreen_FitnessGenes
ABCD1,wihj_1,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet22,1,GenomeWideScreen_FitnessGenes
ABCD1,wihj_4,GenomeWideScreen_FitnessGenes_Pool7_Day3_Inlet3,1,GenomeWideScreen_FitnessGenes
ABCD1,wihj_4,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet17,2,GenomeWideScreen_FitnessGenes
ABCD1,zapk_3,GenomeWideScreen_FitnessGenes_Pool7_Day3_Inlet2,1,GenomeWideScreen_FitnessGenes
ABCD1,zapk_3,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet19,1,GenomeWideScreen_FitnessGenes
ABCD1,zapk_3,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet20,1,GenomeWideScreen_FitnessGenes
AGO1,eipl_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
AGO1,eipl_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet4,1,GenomeWideScreen_FitnessGenes
AGO1,eipl_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet6,1,GenomeWideScreen_FitnessGenes
AGO1,eipl_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet7,1,GenomeWideScreen_FitnessGenes
AGO1,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
AGO1,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet27,1,GenomeWideScreen_FitnessGenes
AGO1,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet31,1,GenomeWideScreen_FitnessGenes
AGO1,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet32,1,GenomeWideScreen_FitnessGenes
AGO1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
AGO1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
AGO1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet32,1,GenomeWideScreen_FitnessGenes
AGO1,hecn_3,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet13,1,GenomeWideScreen_FitnessGenes
AGO1,iiyk_2,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
AGO1,iiyk_2,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet24,2,GenomeWideScreen_FitnessGenes
AGO1,kolf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet1,1,GenomeWideScreen_FitnessGenes
AGO1,kolf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet11,1,GenomeWideScreen_FitnessGenes
AGO1,kolf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
AGO1,kolf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet4,1,GenomeWideScreen_FitnessGenes
AGO1,kolf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet19,1,GenomeWideScreen_FitnessGenes
AGO1,kolf_3,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet17,1,GenomeWideScreen_FitnessGenes
AGO1,kute_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet1,2,GenomeWideScreen_FitnessGenes
AGO1,kute_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet12,1,GenomeWideScreen_FitnessGenes
AGO1,kute_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet2,1,GenomeWideScreen_FitnessGenes
AGO1,kute_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
AGO1,lirf_5,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet18,1,GenomeWideScreen_FitnessGenes
AGO1,lirf_5,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet26,1,GenomeWideScreen_FitnessGenes
AGO1,lirf_5,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet27,1,GenomeWideScreen_FitnessGenes
AGO1,melw_2,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet22,2,GenomeWideScreen_FitnessGenes
AGO1,nufh_4,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet12,1,GenomeWideScreen_FitnessGenes
AGO1,oupf_6,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet10,1,GenomeWideScreen_FitnessGenes
AGO1,pipw_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet13,1,GenomeWideScreen_FitnessGenes
AGO1,pipw_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
AGO1,pipw_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet15,1,GenomeWideScreen_FitnessGenes
AGO1,pipw_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet4,1,GenomeWideScreen_FitnessGenes
AGO1,pipw_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet31,1,GenomeWideScreen_FitnessGenes
AGO1,pipw_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet32,1,GenomeWideScreen_FitnessGenes
AGO1,rejf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
AGO1,rejf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet6,2,GenomeWideScreen_FitnessGenes
AGO1,rejf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet21,1,GenomeWideScreen_FitnessGenes
AGO1,rejf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet22,1,GenomeWideScreen_FitnessGenes
AGO1,siqu_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet7,1,GenomeWideScreen_FitnessGenes
AGO1,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet22,1,GenomeWideScreen_FitnessGenes
AGO1,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet29,1,GenomeWideScreen_FitnessGenes
AGO1,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet31,1,GenomeWideScreen_FitnessGenes
AGO1,suop_5,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet12,1,GenomeWideScreen_FitnessGenes
AGO1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet1,1,GenomeWideScreen_FitnessGenes
AGO1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet11,1,GenomeWideScreen_FitnessGenes
AGO1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
AGO1,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet19,1,GenomeWideScreen_FitnessGenes
AGO1,wihj_1,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet14,1,GenomeWideScreen_FitnessGenes
AGO1,wihj_4,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet10,1,GenomeWideScreen_FitnessGenes
AGO1,wihj_4,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet17,2,GenomeWideScreen_FitnessGenes
AGO1,zapk_3,GenomeWideScreen_FitnessGenes_Pool7_Day3_Inlet4,1,GenomeWideScreen_FitnessGenes
AGO1,zapk_3,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet12,1,GenomeWideScreen_FitnessGenes
AGO1,zapk_3,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet9,1,GenomeWideScreen_FitnessGenes
AGO1,zapk_3,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet19,1,GenomeWideScreen_FitnessGenes
AGO1,zapk_3,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet20,1,GenomeWideScreen_FitnessGenes
AGO1,zerv_7,GenomeWideScreen_FitnessGenes_Pool8_Day3_Inlet5,1,GenomeWideScreen_FitnessGenes
AGO1,zerv_7,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet15,1,GenomeWideScreen_FitnessGenes
AGO1,zihe_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet32,1,GenomeWideScreen_FitnessGenes
C5orf22,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet21,2,GenomeWideScreen_FitnessGenes
C5orf22,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet17,1,GenomeWideScreen_FitnessGenes
C5orf22,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet22,1,GenomeWideScreen_FitnessGenes
C5orf22,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet31,2,GenomeWideScreen_FitnessGenes
C5orf22,hecn_3,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet13,1,GenomeWideScreen_FitnessGenes
C5orf22,kute_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
C5orf22,kute_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet21,1,GenomeWideScreen_FitnessGenes
C5orf22,lirf_5,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet25,1,GenomeWideScreen_FitnessGenes
C5orf22,melw_2,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet16,1,GenomeWideScreen_FitnessGenes
C5orf22,nufh_4,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet10,1,GenomeWideScreen_FitnessGenes
C5orf22,oupf_6,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet30,1,GenomeWideScreen_FitnessGenes
C5orf22,siqu_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet12,1,GenomeWideScreen_FitnessGenes
C5orf22,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
C5orf22,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
C5orf22,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
C5orf22,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
C5orf22,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet26,1,GenomeWideScreen_FitnessGenes
C5orf22,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet30,1,GenomeWideScreen_FitnessGenes
C5orf22,zerv_8,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet18,1,GenomeWideScreen_FitnessGenes
C5orf22,zihe_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet26,1,GenomeWideScreen_FitnessGenes
C5orf22,zihe_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet29,1,GenomeWideScreen_FitnessGenes
CARM1,eipl_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet2,1,GenomeWideScreen_FitnessGenes
CARM1,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet32,1,GenomeWideScreen_FitnessGenes
CARM1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet1,1,GenomeWideScreen_FitnessGenes
CARM1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet12,1,GenomeWideScreen_FitnessGenes
CARM1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet16,1,GenomeWideScreen_FitnessGenes
CARM1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet3,1,GenomeWideScreen_FitnessGenes
CARM1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet7,1,GenomeWideScreen_FitnessGenes
CARM1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
CARM1,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet26,1,GenomeWideScreen_FitnessGenes
CARM1,iiyk_2,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet15,1,GenomeWideScreen_FitnessGenes
CARM1,iiyk_2,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet21,1,GenomeWideScreen_FitnessGenes
CARM1,keui_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
CARM1,keui_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet28,1,GenomeWideScreen_FitnessGenes
CARM1,kolf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet3,1,GenomeWideScreen_FitnessGenes
CARM1,kolf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet19,1,GenomeWideScreen_FitnessGenes
CARM1,kolf_3,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet11,1,GenomeWideScreen_FitnessGenes
CARM1,kute_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet18,1,GenomeWideScreen_FitnessGenes
CARM1,kute_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet20,1,GenomeWideScreen_FitnessGenes
CARM1,kute_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet26,1,GenomeWideScreen_FitnessGenes
CARM1,kute_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet28,1,GenomeWideScreen_FitnessGenes
CARM1,lirf_5,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet16,1,GenomeWideScreen_FitnessGenes
CARM1,lirf_5,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet9,1,GenomeWideScreen_FitnessGenes
CARM1,lirf_5,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet19,2,GenomeWideScreen_FitnessGenes
CARM1,lirf_5,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet25,2,GenomeWideScreen_FitnessGenes
CARM1,melw_2,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet16,1,GenomeWideScreen_FitnessGenes
CARM1,nufh_4,GenomeWideScreen_FitnessGenes_Pool7_Day3_Inlet2,1,GenomeWideScreen_FitnessGenes
CARM1,oupf_6,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet1,1,GenomeWideScreen_FitnessGenes
CARM1,oupf_6,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet16,1,GenomeWideScreen_FitnessGenes
CARM1,oupf_6,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet4,1,GenomeWideScreen_FitnessGenes
CARM1,oupf_6,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet8,1,GenomeWideScreen_FitnessGenes
CARM1,oupf_6,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet9,1,GenomeWideScreen_FitnessGenes
CARM1,oupf_6,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
CARM1,pipw_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet13,2,GenomeWideScreen_FitnessGenes
CARM1,pipw_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
CARM1,rejf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet4,1,GenomeWideScreen_FitnessGenes
CARM1,rejf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet21,2,GenomeWideScreen_FitnessGenes
CARM1,rejf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet23,1,GenomeWideScreen_FitnessGenes
CARM1,rejf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet27,1,GenomeWideScreen_FitnessGenes
CARM1,rejf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet28,1,GenomeWideScreen_FitnessGenes
CARM1,rejf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet30,1,GenomeWideScreen_FitnessGenes
CARM1,siqu_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet1,1,GenomeWideScreen_FitnessGenes
CARM1,siqu_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet12,1,GenomeWideScreen_FitnessGenes
CARM1,siqu_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
CARM1,siqu_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet15,1,GenomeWideScreen_FitnessGenes
CARM1,siqu_4,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet4,2,GenomeWideScreen_FitnessGenes
CARM1,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet25,1,GenomeWideScreen_FitnessGenes
CARM1,siqu_4,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet32,2,GenomeWideScreen_FitnessGenes
CARM1,suop_5,GenomeWideScreen_FitnessGenes_Pool7_Day3_Inlet2,1,GenomeWideScreen_FitnessGenes
CARM1,suop_5,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet10,1,GenomeWideScreen_FitnessGenes
CARM1,suop_5,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet17,1,GenomeWideScreen_FitnessGenes
CARM1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet12,1,GenomeWideScreen_FitnessGenes
CARM1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet5,1,GenomeWideScreen_FitnessGenes
CARM1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet7,1,GenomeWideScreen_FitnessGenes
CARM1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet8,1,GenomeWideScreen_FitnessGenes
CARM1,wahn_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet9,1,GenomeWideScreen_FitnessGenes
CARM1,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet17,1,GenomeWideScreen_FitnessGenes
CARM1,wahn_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet22,1,GenomeWideScreen_FitnessGenes
CARM1,wihj_1,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet22,1,GenomeWideScreen_FitnessGenes
CARM1,wihj_4,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet19,1,GenomeWideScreen_FitnessGenes
CARM1,zapk_3,GenomeWideScreen_FitnessGenes_Pool7_Day5_Inlet20,2,GenomeWideScreen_FitnessGenes
CARM1,zerv_7,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet13,1,GenomeWideScreen_FitnessGenes
CARM1,zerv_7,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet14,1,GenomeWideScreen_FitnessGenes
CARM1,zerv_7,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet16,1,GenomeWideScreen_FitnessGenes
CARM1,zerv_7,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
CARM1,zerv_8,GenomeWideScreen_FitnessGenes_Pool7_Day4_Inlet12,1,GenomeWideScreen_FitnessGenes
CLCN6,eipl_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet14,1,GenomeWideScreen_FitnessGenes
CLCN6,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet21,1,GenomeWideScreen_FitnessGenes
CLCN6,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
CLCN6,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet26,1,GenomeWideScreen_FitnessGenes
CLCN6,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet29,1,GenomeWideScreen_FitnessGenes
CLCN6,eipl_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet32,1,GenomeWideScreen_FitnessGenes
CLCN6,fiaj_1,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet3,1,GenomeWideScreen_FitnessGenes
CLCN6,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet21,1,GenomeWideScreen_FitnessGenes
CLCN6,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet27,1,GenomeWideScreen_FitnessGenes
CLCN6,fiaj_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet30,1,GenomeWideScreen_FitnessGenes
CLCN6,hecn_3,GenomeWideScreen_FitnessGenes_Pool8_Day4_Inlet13,1,GenomeWideScreen_FitnessGenes
CLCN6,hecn_3,GenomeWideScreen_FitnessGenes_Pool8_Day5_Inlet24,1,GenomeWideScreen_FitnessGenes
CLCN6,keui_1,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet26,1,GenomeWideScreen_FitnessGenes
CLCN6,kolf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet16,1,GenomeWideScreen_FitnessGenes
CLCN6,kolf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet2,1,GenomeWideScreen_FitnessGenes
CLCN6,kolf_2,GenomeWideScreen_FitnessGenes_Pool3_Day3_Inlet8,1,GenomeWideScreen_FitnessGenes
CLCN6,kolf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet18,1,GenomeWideScreen_FitnessGenes
CLCN6,kolf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet22,1,GenomeWideScreen_FitnessGenes
CLCN6,kolf_2,GenomeWideScreen_FitnessGenes_Pool4_Day5_Inlet31,1,GenomeWideScreen_FitnessGenes
CLCN6,kolf_3,GenomeWideScreen_FitnessGenes_Pool7_Day3_Inlet1,1,GenomeWideScreen_FitnessGenes
