#Archive/File	Name	Time	Size	Type
File	GSM9393879_CD4i_R2L29_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 02:48:11	625758561	H5
File	GSM9393879_CD4i_R2L29_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 00:39:14	615267418	H5
File	GSM9393879_CD4i_R2L29_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 11:37:47	701031095	H5
File	GSM9393880_CD4i_R2L30_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 03:38:53	628634235	H5
File	GSM9393880_CD4i_R2L30_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 21:47:24	568375214	H5
File	GSM9393880_CD4i_R2L30_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 00:14:49	557985492	H5
File	GSM9393880_CD4i_R2L30_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 12:04:51	635536935	H5
File	GSM9393881_CD4i_R2L31_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 15:38:43	658984862	H5
File	GSM9393881_CD4i_R2L31_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 16:22:19	593264701	H5
File	GSM9393881_CD4i_R2L31_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 11:04:21	582515837	H5
File	GSM9393881_CD4i_R2L31_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 00:53:10	662878070	H5
File	GSM9393882_CD4i_R2L32_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 02:40:21	655246560	H5
File	GSM9393882_CD4i_R2L32_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 20:52:02	588018510	H5
File	GSM9393882_CD4i_R2L32_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 22:22:07	580799811	H5
File	GSM9393882_CD4i_R2L32_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 12:50:48	657637040	H5
File	GSM9393883_CD4i_R2L33_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 14:13:38	693468633	H5
File	GSM9393883_CD4i_R2L33_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 15:49:33	622523435	H5
File	GSM9393883_CD4i_R2L33_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 17:41:09	614199302	H5
File	GSM9393883_CD4i_R2L33_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 01:50:19	699195656	H5
File	GSM9393884_CD4i_R2L34_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 01:57:38	653251483	H5
File	GSM9393884_CD4i_R2L34_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 23:34:43	587131134	H5
File	GSM9393884_CD4i_R2L34_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 21:16:46	579412433	H5
File	GSM9393884_CD4i_R2L34_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 14:02:02	657953869	H5
File	GSM9393885_CD4i_R2L35_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 12:44:21	652133450	H5
File	GSM9393885_CD4i_R2L35_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 11:26:11	587878471	H5
File	GSM9393885_CD4i_R2L35_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 16:48:19	579504815	H5
File	GSM9393885_CD4i_R2L35_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 02:43:05	658133658	H5
File	GSM9393886_CD4i_R2L36_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 01:03:39	648717610	H5
File	GSM9393886_CD4i_R2L36_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 22:06:18	582783193	H5
File	GSM9393886_CD4i_R2L36_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 20:30:09	575748051	H5
File	GSM9393886_CD4i_R2L36_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 15:31:29	657460783	H5
File	GSM9393887_CD4i_R2L37_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 11:58:37	670961882	H5
File	GSM9393887_CD4i_R2L37_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 18:16:24	603286635	H5
File	GSM9393887_CD4i_R2L37_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 16:15:45	590757077	H5
File	GSM9393887_CD4i_R2L37_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 03:43:26	676604581	H5
File	GSM9393888_CD4i_R2L38_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 17:20:23	648018000	H5
File	GSM9393888_CD4i_R2L38_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 14:40:24	583119601	H5
File	GSM9393888_CD4i_R2L38_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 13:06:06	569284608	H5
File	GSM9393888_CD4i_R2L38_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 23:14:16	654422059	H5
File	GSM9393889_CD4i_R2L39_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 21:23:26	624873486	H5
File	GSM9393889_CD4i_R2L39_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 04:10:56	556291146	H5
File	GSM9393889_CD4i_R2L39_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 02:22:29	550032451	H5
File	GSM9393889_CD4i_R2L39_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 17:49:04	633895091	H5
File	GSM9393890_CD4i_R2L40_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 16:11:46	637311857	H5
File	GSM9393890_CD4i_R2L40_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 13:54:40	572369966	H5
File	GSM9393890_CD4i_R2L40_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 12:10:58	564154107	H5
File	GSM9393890_CD4i_R2L40_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 23:58:16	643310335	H5
File	GSM9393891_CD4i_R2L41_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 20:37:14	655944936	H5
File	GSM9393891_CD4i_R2L41_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 03:05:16	595658476	H5
File	GSM9393891_CD4i_R2L41_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 00:45:55	583579744	H5
File	GSM9393891_CD4i_R2L41_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 11:13:37	664308426	H5
File	GSM9393892_CD4i_R2L42_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 17:06:27	665386382	H5
File	GSM9393892_CD4i_R2L42_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 14:54:12	603037243	H5
File	GSM9393892_CD4i_R2L42_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 12:36:42	591409318	H5
File	GSM9393892_CD4i_R2L42_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 22:36:21	678283202	H5
File	GSM9393893_CD4i_R2L43_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 21:04:07	607341756	H5
File	GSM9393893_CD4i_R2L43_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 04:19:46	548210994	H5
File	GSM9393893_CD4i_R2L43_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 02:04:02	541956987	H5
File	GSM9393893_CD4i_R2L43_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 17:34:29	617492124	H5
File	GSM9393894_CD4i_R2L44_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 17:28:56	642786142	H5
File	GSM9393894_CD4i_R2L44_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 12:30:13	581247205	H5
File	GSM9393894_CD4i_R2L44_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 14:21:48	568665092	H5
File	GSM9393894_CD4i_R2L44_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 21:06:42	647633526	H5
File	GSM9393895_CD4i_R2L45_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 22:52:40	587670487	H5
File	GSM9393895_CD4i_R2L45_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 00:28:09	523469509	H5
File	GSM9393895_CD4i_R2L45_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 02:35:16	522331797	H5
File	GSM9393895_CD4i_R2L45_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 16:59:11	595550317	H5
File	GSM9393896_CD4i_R2L46_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 11:06:26	636826558	H5
File	GSM9393896_CD4i_R2L46_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 13:23:13	571845946	H5
File	GSM9393896_CD4i_R2L46_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 15:14:39	562083137	H5
File	GSM9393896_CD4i_R2L46_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 20:37:43	639050013	H5
File	GSM9393897_CD4i_R2L47_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 00:08:33	592742352	H5
File	GSM9393897_CD4i_R2L47_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 01:09:43	527199793	H5
File	GSM9393897_CD4i_R2L47_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 03:53:30	523649181	H5
File	GSM9393897_CD4i_R2L47_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 16:04:38	600469374	H5
File	GSM9393898_CD4i_R2L48_D1_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 02:55:22	598124863	H5
File	GSM9393898_CD4i_R2L48_D2_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 20:43:02	532038639	H5
File	GSM9393898_CD4i_R2L48_D3_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/16/2025 22:58:40	528847481	H5
File	GSM9393898_CD4i_R2L48_D4_Stim48hr_sample_filtered_feature_bc_matrix.h5	12/17/2025 13:12:46	605246112	H5
