#Archive/File	Name	Time	Size	Type
File	GSM8225118_hepg2_43_features.tsv.gz	04/19/2024 17:41:33	406895	TSV
File	GSM8225118_hepg2_43_matrix.mtx.gz	04/19/2024 17:41:38	150558529	MTX
File	GSM8225119_hepg2_44_barcodes.tsv.gz	04/19/2024 17:41:38	56404	TSV
File	GSM8225119_hepg2_44_features.tsv.gz	04/19/2024 17:41:38	406895	TSV
File	GSM8225119_hepg2_44_matrix.mtx.gz	04/19/2024 17:41:43	136638670	MTX
File	GSM8225120_hepg2_45_barcodes.tsv.gz	04/19/2024 17:41:43	48656	TSV
File	GSM8225120_hepg2_45_features.tsv.gz	04/19/2024 17:41:44	406895	TSV
File	GSM8225120_hepg2_45_matrix.mtx.gz	04/19/2024 17:41:49	151409802	MTX
File	GSM8225121_hepg2_46_barcodes.tsv.gz	04/19/2024 17:41:49	47907	TSV
File	GSM8225121_hepg2_46_features.tsv.gz	04/19/2024 17:41:50	406895	TSV
File	GSM8225121_hepg2_46_matrix.mtx.gz	04/19/2024 17:41:54	117401221	MTX
File	GSM8225122_hepg2_47_barcodes.tsv.gz	04/19/2024 17:41:54	42531	TSV
File	GSM8225122_hepg2_47_features.tsv.gz	04/19/2024 17:41:54	406895	TSV
File	GSM8225122_hepg2_47_matrix.mtx.gz	04/19/2024 17:42:00	175341133	MTX
File	GSM8225123_hepg2_48_barcodes.tsv.gz	04/19/2024 17:42:01	45542	TSV
File	GSM8225123_hepg2_48_features.tsv.gz	04/19/2024 17:42:01	406895	TSV
File	GSM8225123_hepg2_48_matrix.mtx.gz	04/19/2024 17:42:06	125212474	MTX
File	GSM8225124_hepg2_49_barcodes.tsv.gz	04/19/2024 17:42:06	49233	TSV
File	GSM8225124_hepg2_49_features.tsv.gz	04/19/2024 17:42:06	406895	TSV
File	GSM8225124_hepg2_49_matrix.mtx.gz	04/19/2024 17:42:10	114379723	MTX
File	GSM8225125_hepg2_50_barcodes.tsv.gz	04/19/2024 17:42:16	36106	TSV
File	GSM8225125_hepg2_50_features.tsv.gz	04/19/2024 17:42:16	406895	TSV
File	GSM8225125_hepg2_50_matrix.mtx.gz	04/19/2024 17:42:20	99970003	MTX
File	GSM8225126_hepg2_51_barcodes.tsv.gz	04/19/2024 17:42:20	41172	TSV
File	GSM8225126_hepg2_51_features.tsv.gz	04/19/2024 17:42:20	406895	TSV
File	GSM8225126_hepg2_51_matrix.mtx.gz	04/19/2024 17:42:24	103058496	MTX
File	GSM8225127_hepg2_52_barcodes.tsv.gz	04/19/2024 17:42:24	44386	TSV
File	GSM8225127_hepg2_52_features.tsv.gz	04/19/2024 17:42:24	406895	TSV
File	GSM8225127_hepg2_52_matrix.mtx.gz	04/19/2024 17:42:28	124174500	MTX
File	GSM8225128_hepg2_53_barcodes.tsv.gz	04/19/2024 17:42:28	44079	TSV
File	GSM8225128_hepg2_53_features.tsv.gz	04/19/2024 17:42:29	406895	TSV
File	GSM8225128_hepg2_53_matrix.mtx.gz	04/19/2024 17:42:33	118024449	MTX
File	GSM8225129_hepg2_54_barcodes.tsv.gz	04/19/2024 17:42:33	46836	TSV
File	GSM8225129_hepg2_54_features.tsv.gz	04/19/2024 17:42:33	406895	TSV
File	GSM8225129_hepg2_54_matrix.mtx.gz	04/19/2024 17:42:38	129037749	MTX
File	GSM8225130_hepg2_55_barcodes.tsv.gz	04/19/2024 17:42:38	42975	TSV
File	GSM8225130_hepg2_55_features.tsv.gz	04/19/2024 17:42:38	406895	TSV
File	GSM8225130_hepg2_55_matrix.mtx.gz	04/19/2024 17:42:42	116817828	MTX
File	GSM8225131_hepg2_56_barcodes.tsv.gz	04/19/2024 17:42:42	38267	TSV
File	GSM8225131_hepg2_56_features.tsv.gz	04/19/2024 17:42:43	406895	TSV
File	GSM8225131_hepg2_56_matrix.mtx.gz	04/19/2024 17:42:47	108849084	MTX
