held_out,shape,target,pds_gen_base,pds_gen_cis,has_neighbour_5kb
k562,t19,FAM120A,0.9814814814814815,0.9880658436213992,True
k562,t19,FCGRT,0.9637860082304527,0.9637860082304527,False
k562,t19,FHL3,0.82880658436214,0.8329218106995886,True
k562,t19,FOXN2,1.0,1.0,False
k562,t19,FOXO4,0.9979423868312757,0.9979423868312757,False
k562,t19,FUBP3,0.9950617283950618,0.9950617283950618,False
k562,t19,FXYD5,0.7024691358024692,0.7024691358024692,False
k562,t19,FZD2,0.3802469135802469,0.3802469135802469,False
k562,t19,GIGYF2,1.0,1.0,False
k562,t19,GLI3,0.9991769547325104,0.9991769547325104,False
k562,t19,GLYR1,0.1946502057613169,0.20123456790123456,True
k562,t19,GMEB2,0.9995884773662552,0.9995884773662552,False
k562,t19,GPATCH8,1.0,1.0,False
k562,t19,GRAMD1A,0.6810699588477366,0.6810699588477366,False
k562,t19,GTF2IRD1,0.9069958847736626,0.9069958847736626,False
k562,t19,HDAC1,0.8341563786008231,0.8341563786008231,False
k562,t19,HDAC8,0.45185185185185184,0.45185185185185184,False
k562,t19,HMGN3,0.6625514403292181,0.6625514403292181,False
k562,t19,HMGN4,0.6152263374485597,0.6152263374485597,False
k562,t19,HMGXB3,1.0,1.0,True
k562,t19,HOMEZ,0.12592592592592594,0.1267489711934156,True
