held_out,arm,target,pds
k562,linear_k25_r10+cis,TEX2,0.14022140221402213
k562,linear_k25_r10+cis,TFCP2,0.06642066420664205
k562,linear_k25_r10+cis,THAP3,0.12177121771217714
k562,linear_k25_r10+cis,THAP7,0.1697416974169742
k562,linear_k25_r10+cis,TIMM17B,0.29151291512915134
k562,linear_k25_r10+cis,TIMM50,0.46125461254612543
k562,linear_k25_r10+cis,TMCO6,0.39852398523985244
k562,linear_k25_r10+cis,TMED3,0.44280442804428044
k562,linear_k25_r10+cis,TMEM147,0.8966789667896679
k562,linear_k25_r10+cis,TMEM186,0.5092250922509225
k562,linear_k25_r10+cis,TMEM209,0.3321033210332104
k562,linear_k25_r10+cis,TMEM41B,0.5830258302583026
k562,linear_k25_r10+cis,TMF1,0.22509225092250917
k562,linear_k25_r10+cis,TRAPPC6A,0.6678966789667897
k562,linear_k25_r10+cis,TRIB3,0.07749077490774903
k562,linear_k25_r10+cis,TRIM35,0.3911439114391144
k562,linear_k25_r10+cis,TRIP4,0.974169741697417
k562,linear_k25_r10+cis,TRMT1,0.3653136531365314
k562,linear_k25_r10+cis,TRPC4AP,0.8302583025830258
k562,linear_k25_r10+cis,TWF2,0.24354243542435428
k562,linear_k25_r10+cis,UNK,0.8044280442804428
k562,linear_k25_r10+cis,UPF3B,0.7084870848708487
k562,linear_k25_r10+cis,UROS,0.9520295202952029
k562,linear_k25_r10+cis,USP28,0.5940959409594095
k562,linear_k25_r10+cis,VAPB,0.6457564575645757
k562,linear_k25_r10+cis,VIM,0.4206642066420664
k562,linear_k25_r10+cis,WBP4,0.011070110701106972
k562,linear_k25_r10+cis,YIPF6,0.6199261992619927
k562,linear_k25_r10+cis,ZBTB34,0.21033210332103325
k562,linear_k25_r10+cis,ZBTB41,0.5977859778597786
k562,linear_k25_r10+cis,ZBTB48,0.2767527675276753
k562,linear_k25_r10+cis,ZC3HAV1,0.29151291512915134
k562,linear_k25_r10+cis,ZDHHC12,0.8487084870848709
k562,linear_k25_r10+cis,ZDHHC4,0.5350553505535056
k562,linear_k25_r10+cis,ZFP62,0.6752767527675276
k562,linear_k25_r10+cis,ZHX3,0.6937269372693726
k562,linear_k25_r10+cis,ZKSCAN1,0.4833948339483395
k562,linear_k25_r10+cis,ZKSCAN2,0.07749077490774903
k562,linear_k25_r10+cis,ZKSCAN3,0.35424354243542433
k562,linear_k25_r10+cis,ZNF16,0.9188191881918819
k562,linear_k25_r10+cis,ZNF174,0.7749077490774907
k562,linear_k25_r10+cis,ZNF219,0.9261992619926199
k562,linear_k25_r10+cis,ZNF22,0.29889298892988925
k562,linear_k25_r10+cis,ZNF25,0.7453874538745388
k562,linear_k25_r10+cis,ZNF251,0.15498154981549817
k562,linear_k25_r10+cis,ZNF280C,0.1254612546125461
k562,linear_k25_r10+cis,ZNF282,0.029520295202952074
k562,linear_k25_r10+cis,ZNF32,0.6309963099630996
k562,linear_k25_r10+cis,ZNF324,0.988929889298893
k562,linear_k25_r10+cis,ZNF397,0.8929889298892989
k562,linear_k25_r10+cis,ZNF410,0.7970479704797048
k562,linear_k25_r10+cis,ZNF444,0.8671586715867159
k562,linear_k25_r10+cis,ZNF462,0.8081180811808117
k562,linear_k25_r10+cis,ZNF496,0.7712177121771218
k562,linear_k25_r10+cis,ZNF507,0.3726937269372693
k562,linear_k25_r10+cis,ZNF514,0.16236162361623618
k562,linear_k25_r10+cis,ZNF526,0.1955719557195572
k562,linear_k25_r10+cis,ZNF530,0.2656826568265682
k562,linear_k25_r10+cis,ZNF543,0.929889298892989
k562,linear_k25_r10+cis,ZNF627,0.2878228782287823
k562,linear_k25_r10+cis,ZNF628,0.6605166051660516
k562,linear_k25_r10+cis,ZNF641,0.09594095940959413
k562,linear_k25_r10+cis,ZNF670,0.7527675276752768
k562,linear_k25_r10+cis,ZNF714,0.4907749077490775
k562,linear_k25_r10+cis,ZNF740,0.8856088560885609
k562,linear_k25_r10+cis,ZNF768,0.49446494464944646
k562,linear_k25_r10+cis,ZNF777,0.02583025830258301
k562,linear_k25_r10+cis,ZNF783,0.22140221402214022
k562,linear_k25_r10+cis,ZNF784,0.36162361623616235
k562,linear_k25_r10+cis,ZNF786,0.8376383763837638
k562,linear_k25_r10+cis,ZNF821,0.2841328413284133
k562,linear_k25_r10+cis,ZRANB3,0.8671586715867159
k562,linear_k50_r1,ACLY,0.9520295202952029
k562,linear_k50_r1,ADNP,0.8634686346863468
k562,linear_k50_r1,AGO1,0.8339483394833949
k562,linear_k50_r1,AKAP1,0.39852398523985244
k562,linear_k50_r1,AKIRIN1,0.8228782287822878
k562,linear_k50_r1,AKT2,0.4280442804428044
k562,linear_k50_r1,ALG12,0.5940959409594095
k562,linear_k50_r1,ANKRD52,0.4649446494464945
k562,linear_k50_r1,ANKZF1,0.4206642066420664
k562,linear_k50_r1,ANP32B,0.5018450184501845
k562,linear_k50_r1,AP2A2,0.4354243542435424
k562,linear_k50_r1,API5,0.2952029520295203
k562,linear_k50_r1,ARL14EP,0.30627306273062727
k562,linear_k50_r1,ASCC2,0.3948339483394834
k562,linear_k50_r1,BCKDK,0.02583025830258301
k562,linear_k50_r1,BCL6,0.43173431734317347
k562,linear_k50_r1,BCL7C,0.044280442804428
k562,linear_k50_r1,BRD1,0.6568265682656826
k562,linear_k50_r1,BRPF1,0.929889298892989
k562,linear_k50_r1,C5orf22,0.8450184501845018
k562,linear_k50_r1,CAND1,0.5018450184501845
k562,linear_k50_r1,CARM1,0.974169741697417
k562,linear_k50_r1,CAT,0.18450184501845024
k562,linear_k50_r1,CCDC112,0.40590405904059046
k562,linear_k50_r1,CDK8,0.18450184501845024
k562,linear_k50_r1,CHD3,0.05535055350553508
k562,linear_k50_r1,CHD6,0.9188191881918819
k562,linear_k50_r1,CHKB,0.940959409594096
k562,linear_k50_r1,CLCN6,0.8745387453874539
k562,linear_k50_r1,COIL,0.41328413284132837
k562,linear_k50_r1,COMMD8,0.10332103321033215
k562,linear_k50_r1,COQ10B,0.9704797047970479
k562,linear_k50_r1,CSNK2A1,0.6088560885608856
k562,linear_k50_r1,CYTH2,0.7084870848708487
k562,linear_k50_r1,DBF4B,0.07749077490774903
k562,linear_k50_r1,DBN1,0.7933579335793358
k562,linear_k50_r1,DCAF16,0.1439114391143912
k562,linear_k50_r1,DCP2,0.9704797047970479
k562,linear_k50_r1,DDHD1,0.6236162361623616
k562,linear_k50_r1,DEAF1,0.4022140221402214
k562,linear_k50_r1,DEK,0.7859778597785978
k562,linear_k50_r1,DHRS1,0.01845018450184499
k562,linear_k50_r1,DHX35,0.5535055350553506
k562,linear_k50_r1,DLAT,0.48708487084870844
k562,linear_k50_r1,DMTF1,0.34317343173431736
k562,linear_k50_r1,DNTTIP1,0.13653136531365317
k562,linear_k50_r1,DRG2,0.7749077490774907
k562,linear_k50_r1,DTNBP1,0.1254612546125461
k562,linear_k50_r1,DVL3,0.2767527675276753
k562,linear_k50_r1,E2F1,1.0
k562,linear_k50_r1,E2F4,0.5387453874538746
k562,linear_k50_r1,EAPP,0.18450184501845024
k562,linear_k50_r1,EEF1A2,0.4464944649446494
k562,linear_k50_r1,ELK1,0.30996309963099633
k562,linear_k50_r1,EPC2,0.4907749077490775
k562,linear_k50_r1,EPM2AIP1,0.7601476014760148
k562,linear_k50_r1,EZH2,0.7084870848708487
k562,linear_k50_r1,FAM120A,0.6715867158671587
k562,linear_k50_r1,FCGRT,0.9114391143911439
k562,linear_k50_r1,FHL3,0.5535055350553506
k562,linear_k50_r1,FOXN2,0.4833948339483395
k562,linear_k50_r1,FOXO4,0.6420664206642066
k562,linear_k50_r1,FUBP3,0.22509225092250917
k562,linear_k50_r1,FXYD5,0.7269372693726937
k562,linear_k50_r1,FZD2,0.5424354243542435
k562,linear_k50_r1,GIGYF2,0.8745387453874539
k562,linear_k50_r1,GLI3,0.18450184501845024
k562,linear_k50_r1,GLYR1,0.940959409594096
k562,linear_k50_r1,GMEB2,0.6014760147601477
k562,linear_k50_r1,GPATCH8,0.1697416974169742
k562,linear_k50_r1,GRAMD1A,0.5867158671586716
k562,linear_k50_r1,GTF2IRD1,0.6531365313653137
k562,linear_k50_r1,HDAC1,0.7416974169741697
k562,linear_k50_r1,HDAC8,0.0073800738007380184
k562,linear_k50_r1,HMGN3,0.41697416974169743
k562,linear_k50_r1,HMGN4,0.08856088560885611
k562,linear_k50_r1,HMGXB3,0.24723247232472323
k562,linear_k50_r1,HOMEZ,0.2767527675276753
k562,linear_k50_r1,HSBP1,0.9446494464944649
k562,linear_k50_r1,HSP90AB1,0.49446494464944646
k562,linear_k50_r1,IFI27L2,0.14760147601476015
k562,linear_k50_r1,IFNAR2,0.5793357933579335
k562,linear_k50_r1,IFNGR2,0.6014760147601477
k562,linear_k50_r1,IL10RB,0.5608856088560885
k562,linear_k50_r1,IREB2,0.29151291512915134
k562,linear_k50_r1,KDM5A,0.7343173431734318
k562,linear_k50_r1,KHDRBS1,0.33579335793357934
k562,linear_k50_r1,KHSRP,0.8081180811808117
k562,linear_k50_r1,KIF2A,0.43173431734317347
k562,linear_k50_r1,KMT2A,0.7047970479704797
k562,linear_k50_r1,LDLR,0.5387453874538746
k562,linear_k50_r1,LENG1,0.17712177121771222
k562,linear_k50_r1,LMAN1,0.08118081180811809
k562,linear_k50_r1,LMBRD2,0.6937269372693726
k562,linear_k50_r1,LPCAT3,0.24723247232472323
k562,linear_k50_r1,MAN2A1,0.24723247232472323
k562,linear_k50_r1,MAP2K2,0.2398523985239852
k562,linear_k50_r1,MAPK12,0.6346863468634687
k562,linear_k50_r1,MARCKSL1,0.044280442804428
k562,linear_k50_r1,MBD4,0.24354243542435428
k562,linear_k50_r1,MED13,0.96309963099631
k562,linear_k50_r1,MED15,0.7601476014760148
k562,linear_k50_r1,MED25,0.43173431734317347
k562,linear_k50_r1,MLLT10,0.4907749077490775
k562,linear_k50_r1,MSANTD4,0.8819188191881919
k562,linear_k50_r1,MSI2,0.7306273062730627
k562,linear_k50_r1,MTA1,0.0073800738007380184
k562,linear_k50_r1,MTF1,0.22140221402214022
k562,linear_k50_r1,MTHFSD,0.4206642066420664
k562,linear_k50_r1,MTM1,0.20295202952029523
k562,linear_k50_r1,MYD88,0.09963099630996308
k562,linear_k50_r1,MYPOP,0.8228782287822878
k562,linear_k50_r1,MYRF,0.1328413284132841
k562,linear_k50_r1,NABP2,0.0036900369003689537
k562,linear_k50_r1,NAIF1,0.7896678966789668
k562,linear_k50_r1,NCLN,0.5498154981549815
k562,linear_k50_r1,NFE2L1,0.09963099630996308
k562,linear_k50_r1,NGLY1,0.9077490774907749
k562,linear_k50_r1,NIPAL3,0.28044280442804426
k562,linear_k50_r1,NIPSNAP3A,0.45018450184501846
k562,linear_k50_r1,NT5DC1,0.2841328413284133
k562,linear_k50_r1,NUP37,0.07380073800738007
k562,linear_k50_r1,PAN2,0.2767527675276753
k562,linear_k50_r1,PAPOLA,0.996309963099631
k562,linear_k50_r1,PATL1,0.9372693726937269
k562,linear_k50_r1,PCGF1,0.17712177121771222
k562,linear_k50_r1,PCGF6,0.5830258302583026
k562,linear_k50_r1,PDCD4,0.7712177121771218
k562,linear_k50_r1,PDE6D,0.09963099630996308
k562,linear_k50_r1,PDK1,0.5461254612546125
k562,linear_k50_r1,PGLS,0.1328413284132841
k562,linear_k50_r1,PHF19,0.21771217712177127
k562,linear_k50_r1,PHF23,0.20664206642066418
k562,linear_k50_r1,PHF8,0.9225092250922509
k562,linear_k50_r1,PI4KB,0.07011070110701112
k562,linear_k50_r1,PIM2,0.5719557195571956
k562,linear_k50_r1,PIN1,0.1328413284132841
k562,linear_k50_r1,PINK1,0.41328413284132837
k562,linear_k50_r1,PKN3,0.8671586715867159
k562,linear_k50_r1,PLAGL2,0.6236162361623616
k562,linear_k50_r1,PLCG1,0.12915129151291516
k562,linear_k50_r1,PNP,0.19926199261992616
k562,linear_k50_r1,POLD4,0.5645756457564576
k562,linear_k50_r1,POR,0.3579335793357934
k562,linear_k50_r1,PPIF,0.7564575645756457
k562,linear_k50_r1,PPIP5K2,0.8856088560885609
k562,linear_k50_r1,PQBP1,0.977859778597786
k562,linear_k50_r1,PRDX3,0.03690036900369009
k562,linear_k50_r1,PRKAB2,0.4833948339483395
k562,linear_k50_r1,PRKACA,0.9077490774907749
k562,linear_k50_r1,PRMT2,0.5313653136531366
k562,linear_k50_r1,PRMT6,0.8523985239852399
k562,linear_k50_r1,PRMT7,0.5313653136531366
k562,linear_k50_r1,PRNP,0.36900369003690037
k562,linear_k50_r1,PSKH1,0.33579335793357934
k562,linear_k50_r1,PTMS,0.47970479704797053
k562,linear_k50_r1,PTOV1,0.5645756457564576
k562,linear_k50_r1,PYCR1,0.5129151291512914
k562,linear_k50_r1,R3HCC1L,0.6162361623616236
k562,linear_k50_r1,RAB5A,0.06642066420664205
k562,linear_k50_r1,RABEP2,0.05166051660516602
k562,linear_k50_r1,RBM18,0.7416974169741697
k562,linear_k50_r1,RBM26,0.8191881918819188
k562,linear_k50_r1,RBM4B,0.46125461254612543
k562,linear_k50_r1,RBM5,0.8191881918819188
k562,linear_k50_r1,RC3H2,0.3911439114391144
k562,linear_k50_r1,REV1,0.5940959409594095
k562,linear_k50_r1,RFK,0.8634686346863468
k562,linear_k50_r1,RNF10,0.15867158671586712
k562,linear_k50_r1,RNF141,0.19188191881918815
k562,linear_k50_r1,RNF2,0.6088560885608856
k562,linear_k50_r1,RSRC1,0.3837638376383764
k562,linear_k50_r1,S100A11,0.6863468634686347
k562,linear_k50_r1,SAP30L,0.4649446494464945
k562,linear_k50_r1,SCAF8,0.6420664206642066
k562,linear_k50_r1,SFXN4,0.7896678966789668
k562,linear_k50_r1,SH2D3A,0.08118081180811809
k562,linear_k50_r1,SHPRH,0.9003690036900369
k562,linear_k50_r1,SIN3B,0.9520295202952029
k562,linear_k50_r1,SLC25A13,0.14760147601476015
k562,linear_k50_r1,SLC39A1,0.3579335793357934
k562,linear_k50_r1,SLIRP,0.41697416974169743
k562,linear_k50_r1,SMARCA5,0.940959409594096
k562,linear_k50_r1,SMARCC2,0.7785977859778598
k562,linear_k50_r1,SMYD2,0.2952029520295203
k562,linear_k50_r1,SND1,0.7749077490774907
k562,linear_k50_r1,SNRK,0.96309963099631
k562,linear_k50_r1,SNX4,0.12915129151291516
k562,linear_k50_r1,SRSF5,0.7306273062730627
k562,linear_k50_r1,SSR4,0.4538745387453874
k562,linear_k50_r1,STAT6,0.959409594095941
k562,linear_k50_r1,STK3,0.5461254612546125
k562,linear_k50_r1,STT3A,0.8450184501845018
k562,linear_k50_r1,SUPT7L,0.7859778597785978
k562,linear_k50_r1,SYVN1,0.022140221402214055
k562,linear_k50_r1,TAF15,0.5535055350553506
k562,linear_k50_r1,TARBP2,0.30996309963099633
k562,linear_k50_r1,TBC1D13,0.11439114391143912
k562,linear_k50_r1,TBCK,0.4981549815498155
k562,linear_k50_r1,TEAD4,0.36900369003690037
k562,linear_k50_r1,TEX2,0.14022140221402213
k562,linear_k50_r1,TFCP2,0.07011070110701112
k562,linear_k50_r1,THAP3,0.12915129151291516
k562,linear_k50_r1,THAP7,0.16605166051660514
k562,linear_k50_r1,TIMM17B,0.2841328413284133
k562,linear_k50_r1,TIMM50,0.4723247232472325
k562,linear_k50_r1,TMCO6,0.39852398523985244
k562,linear_k50_r1,TMED3,0.45018450184501846
k562,linear_k50_r1,TMEM147,0.8856088560885609
k562,linear_k50_r1,TMEM186,0.4391143911439115
k562,linear_k50_r1,TMEM209,0.33579335793357934
k562,linear_k50_r1,TMEM41B,0.26199261992619927
k562,linear_k50_r1,TMF1,0.1439114391143912
k562,linear_k50_r1,TRAPPC6A,0.7047970479704797
k562,linear_k50_r1,TRIB3,0.19926199261992616
k562,linear_k50_r1,TRIM35,0.3911439114391144
k562,linear_k50_r1,TRIP4,0.4833948339483395
k562,linear_k50_r1,TRMT1,0.19188191881918815
k562,linear_k50_r1,TRPC4AP,0.8081180811808117
k562,linear_k50_r1,TWF2,0.25461254612546125
k562,linear_k50_r1,UNK,0.7380073800738007
k562,linear_k50_r1,UPF3B,0.6494464944649446
k562,linear_k50_r1,UROS,0.4464944649446494
k562,linear_k50_r1,USP28,0.6051660516605166
k562,linear_k50_r1,VAPB,0.5387453874538746
k562,linear_k50_r1,VIM,0.08856088560885611
k562,linear_k50_r1,WBP4,0.0036900369003689537
k562,linear_k50_r1,YIPF6,0.6309963099630996
k562,linear_k50_r1,ZBTB34,0.21033210332103325
k562,linear_k50_r1,ZBTB41,0.6752767527675276
k562,linear_k50_r1,ZBTB48,0.3025830258302583
k562,linear_k50_r1,ZC3HAV1,0.19188191881918815
k562,linear_k50_r1,ZDHHC12,0.8450184501845018
k562,linear_k50_r1,ZDHHC4,0.4095940959409594
k562,linear_k50_r1,ZFP62,0.6752767527675276
k562,linear_k50_r1,ZHX3,0.7084870848708487
k562,linear_k50_r1,ZKSCAN1,0.5018450184501845
k562,linear_k50_r1,ZKSCAN2,0.07749077490774903
k562,linear_k50_r1,ZKSCAN3,0.35424354243542433
k562,linear_k50_r1,ZNF16,0.9188191881918819
k562,linear_k50_r1,ZNF174,0.7749077490774907
k562,linear_k50_r1,ZNF219,0.9261992619926199
k562,linear_k50_r1,ZNF22,0.2878228782287823
k562,linear_k50_r1,ZNF25,0.7453874538745388
k562,linear_k50_r1,ZNF251,0.15498154981549817
k562,linear_k50_r1,ZNF280C,0.1254612546125461
k562,linear_k50_r1,ZNF282,0.02583025830258301
k562,linear_k50_r1,ZNF32,0.41328413284132837
k562,linear_k50_r1,ZNF324,0.988929889298893
k562,linear_k50_r1,ZNF397,0.9188191881918819
k562,linear_k50_r1,ZNF410,0.8265682656826568
k562,linear_k50_r1,ZNF444,0.8487084870848709
k562,linear_k50_r1,ZNF462,0.8081180811808117
k562,linear_k50_r1,ZNF496,0.7785977859778598
k562,linear_k50_r1,ZNF507,0.35424354243542433
k562,linear_k50_r1,ZNF514,0.3837638376383764
k562,linear_k50_r1,ZNF526,0.2140221402214022
k562,linear_k50_r1,ZNF530,0.2656826568265682
k562,linear_k50_r1,ZNF543,0.929889298892989
k562,linear_k50_r1,ZNF627,0.3394833948339483
k562,linear_k50_r1,ZNF628,0.6605166051660516
k562,linear_k50_r1,ZNF641,0.09594095940959413
k562,linear_k50_r1,ZNF670,0.7675276752767528
k562,linear_k50_r1,ZNF714,0.6826568265682658
k562,linear_k50_r1,ZNF740,0.8745387453874539
k562,linear_k50_r1,ZNF768,0.49446494464944646
k562,linear_k50_r1,ZNF777,0.03321033210332103
k562,linear_k50_r1,ZNF783,0.22140221402214022
k562,linear_k50_r1,ZNF784,0.3948339483394834
k562,linear_k50_r1,ZNF786,0.8376383763837638
k562,linear_k50_r1,ZNF821,0.2841328413284133
k562,linear_k50_r1,ZRANB3,0.6346863468634687
k562,linear_k50_r1+cis,ACLY,0.9520295202952029
k562,linear_k50_r1+cis,ADNP,0.8634686346863468
k562,linear_k50_r1+cis,AGO1,0.8339483394833949
k562,linear_k50_r1+cis,AKAP1,0.39852398523985244
k562,linear_k50_r1+cis,AKIRIN1,0.8228782287822878
k562,linear_k50_r1+cis,AKT2,0.4280442804428044
k562,linear_k50_r1+cis,ALG12,0.8265682656826568
k562,linear_k50_r1+cis,ANKRD52,0.4649446494464945
k562,linear_k50_r1+cis,ANKZF1,0.992619926199262
k562,linear_k50_r1+cis,ANP32B,0.5018450184501845
k562,linear_k50_r1+cis,AP2A2,0.4354243542435424
k562,linear_k50_r1+cis,API5,0.2952029520295203
k562,linear_k50_r1+cis,ARL14EP,0.30627306273062727
k562,linear_k50_r1+cis,ASCC2,0.3948339483394834
k562,linear_k50_r1+cis,BCKDK,0.02583025830258301
k562,linear_k50_r1+cis,BCL6,0.43173431734317347
k562,linear_k50_r1+cis,BCL7C,0.044280442804428
k562,linear_k50_r1+cis,BRD1,0.6568265682656826
k562,linear_k50_r1+cis,BRPF1,0.929889298892989
k562,linear_k50_r1+cis,C5orf22,0.996309963099631
k562,linear_k50_r1+cis,CAND1,0.5018450184501845
k562,linear_k50_r1+cis,CARM1,0.974169741697417
k562,linear_k50_r1+cis,CAT,0.18450184501845024
k562,linear_k50_r1+cis,CCDC112,0.40590405904059046
k562,linear_k50_r1+cis,CDK8,0.18450184501845024
k562,linear_k50_r1+cis,CHD3,0.1697416974169742
k562,linear_k50_r1+cis,CHD6,0.9188191881918819
k562,linear_k50_r1+cis,CHKB,0.940959409594096
k562,linear_k50_r1+cis,CLCN6,0.8745387453874539
k562,linear_k50_r1+cis,COIL,0.41328413284132837
k562,linear_k50_r1+cis,COMMD8,0.10332103321033215
k562,linear_k50_r1+cis,COQ10B,0.9704797047970479
k562,linear_k50_r1+cis,CSNK2A1,0.6088560885608856
k562,linear_k50_r1+cis,CYTH2,0.7084870848708487
k562,linear_k50_r1+cis,DBF4B,0.07749077490774903
k562,linear_k50_r1+cis,DBN1,0.7933579335793358
k562,linear_k50_r1+cis,DCAF16,0.6752767527675276
k562,linear_k50_r1+cis,DCP2,0.9704797047970479
k562,linear_k50_r1+cis,DDHD1,0.6236162361623616
k562,linear_k50_r1+cis,DEAF1,0.4022140221402214
k562,linear_k50_r1+cis,DEK,0.7859778597785978
k562,linear_k50_r1+cis,DHRS1,0.09594095940959413
k562,linear_k50_r1+cis,DHX35,0.5535055350553506
k562,linear_k50_r1+cis,DLAT,0.48708487084870844
k562,linear_k50_r1+cis,DMTF1,0.34317343173431736
k562,linear_k50_r1+cis,DNTTIP1,0.13653136531365317
k562,linear_k50_r1+cis,DRG2,0.7749077490774907
k562,linear_k50_r1+cis,DTNBP1,0.1254612546125461
k562,linear_k50_r1+cis,DVL3,0.2767527675276753
k562,linear_k50_r1+cis,E2F1,1.0
k562,linear_k50_r1+cis,E2F4,0.5387453874538746
k562,linear_k50_r1+cis,EAPP,0.18450184501845024
k562,linear_k50_r1+cis,EEF1A2,0.4464944649446494
k562,linear_k50_r1+cis,ELK1,0.30996309963099633
k562,linear_k50_r1+cis,EPC2,0.4907749077490775
k562,linear_k50_r1+cis,EPM2AIP1,1.0
k562,linear_k50_r1+cis,EZH2,0.7084870848708487
k562,linear_k50_r1+cis,FAM120A,0.8966789667896679
k562,linear_k50_r1+cis,FCGRT,0.9114391143911439
k562,linear_k50_r1+cis,FHL3,0.6014760147601477
k562,linear_k50_r1+cis,FOXN2,0.4833948339483395
k562,linear_k50_r1+cis,FOXO4,0.6420664206642066
k562,linear_k50_r1+cis,FUBP3,0.22509225092250917
k562,linear_k50_r1+cis,FXYD5,0.7269372693726937
k562,linear_k50_r1+cis,FZD2,0.5424354243542435
k562,linear_k50_r1+cis,GIGYF2,0.8745387453874539
k562,linear_k50_r1+cis,GLI3,0.18450184501845024
k562,linear_k50_r1+cis,GLYR1,0.96309963099631
k562,linear_k50_r1+cis,GMEB2,0.6014760147601477
k562,linear_k50_r1+cis,GPATCH8,0.1697416974169742
k562,linear_k50_r1+cis,GRAMD1A,0.5867158671586716
k562,linear_k50_r1+cis,GTF2IRD1,0.6531365313653137
k562,linear_k50_r1+cis,HDAC1,0.7416974169741697
k562,linear_k50_r1+cis,HDAC8,0.0073800738007380184
k562,linear_k50_r1+cis,HMGN3,0.41697416974169743
k562,linear_k50_r1+cis,HMGN4,0.08856088560885611
k562,linear_k50_r1+cis,HMGXB3,0.24723247232472323
k562,linear_k50_r1+cis,HOMEZ,0.2841328413284133
k562,linear_k50_r1+cis,HSBP1,0.9446494464944649
k562,linear_k50_r1+cis,HSP90AB1,0.49446494464944646
k562,linear_k50_r1+cis,IFI27L2,0.14760147601476015
k562,linear_k50_r1+cis,IFNAR2,0.5793357933579335
k562,linear_k50_r1+cis,IFNGR2,0.6014760147601477
k562,linear_k50_r1+cis,IL10RB,0.5608856088560885
k562,linear_k50_r1+cis,IREB2,0.29151291512915134
k562,linear_k50_r1+cis,KDM5A,0.7896678966789668
k562,linear_k50_r1+cis,KHDRBS1,0.33579335793357934
k562,linear_k50_r1+cis,KHSRP,0.8081180811808117
k562,linear_k50_r1+cis,KIF2A,0.43173431734317347
k562,linear_k50_r1+cis,KMT2A,0.7047970479704797
k562,linear_k50_r1+cis,LDLR,0.5387453874538746
k562,linear_k50_r1+cis,LENG1,0.17712177121771222
k562,linear_k50_r1+cis,LMAN1,0.08118081180811809
k562,linear_k50_r1+cis,LMBRD2,0.8597785977859779
k562,linear_k50_r1+cis,LPCAT3,0.24723247232472323
k562,linear_k50_r1+cis,MAN2A1,0.24723247232472323
k562,linear_k50_r1+cis,MAP2K2,0.2398523985239852
k562,linear_k50_r1+cis,MAPK12,0.6346863468634687
k562,linear_k50_r1+cis,MARCKSL1,0.044280442804428
k562,linear_k50_r1+cis,MBD4,0.24354243542435428
k562,linear_k50_r1+cis,MED13,0.96309963099631
k562,linear_k50_r1+cis,MED15,0.8856088560885609
k562,linear_k50_r1+cis,MED25,0.43173431734317347
k562,linear_k50_r1+cis,MLLT10,0.4907749077490775
k562,linear_k50_r1+cis,MSANTD4,0.8819188191881919
k562,linear_k50_r1+cis,MSI2,0.7306273062730627
k562,linear_k50_r1+cis,MTA1,0.0073800738007380184
k562,linear_k50_r1+cis,MTF1,0.22140221402214022
k562,linear_k50_r1+cis,MTHFSD,0.4206642066420664
k562,linear_k50_r1+cis,MTM1,0.20295202952029523
k562,linear_k50_r1+cis,MYD88,0.3763837638376384
k562,linear_k50_r1+cis,MYPOP,0.8228782287822878
k562,linear_k50_r1+cis,MYRF,0.1328413284132841
k562,linear_k50_r1+cis,NABP2,0.029520295202952074
k562,linear_k50_r1+cis,NAIF1,0.7896678966789668
k562,linear_k50_r1+cis,NCLN,0.5498154981549815
k562,linear_k50_r1+cis,NFE2L1,0.09963099630996308
k562,linear_k50_r1+cis,NGLY1,0.9077490774907749
k562,linear_k50_r1+cis,NIPAL3,0.28044280442804426
k562,linear_k50_r1+cis,NIPSNAP3A,0.45018450184501846
k562,linear_k50_r1+cis,NT5DC1,0.2841328413284133
k562,linear_k50_r1+cis,NUP37,0.4095940959409594
k562,linear_k50_r1+cis,PAN2,0.2767527675276753
k562,linear_k50_r1+cis,PAPOLA,0.996309963099631
k562,linear_k50_r1+cis,PATL1,0.9372693726937269
k562,linear_k50_r1+cis,PCGF1,0.17712177121771222
k562,linear_k50_r1+cis,PCGF6,0.5830258302583026
k562,linear_k50_r1+cis,PDCD4,0.7712177121771218
k562,linear_k50_r1+cis,PDE6D,0.1439114391143912
k562,linear_k50_r1+cis,PDK1,0.5461254612546125
k562,linear_k50_r1+cis,PGLS,0.1328413284132841
k562,linear_k50_r1+cis,PHF19,0.21771217712177127
k562,linear_k50_r1+cis,PHF23,0.46125461254612543
k562,linear_k50_r1+cis,PHF8,0.9225092250922509
k562,linear_k50_r1+cis,PI4KB,0.07011070110701112
k562,linear_k50_r1+cis,PIM2,0.5719557195571956
k562,linear_k50_r1+cis,PIN1,0.1328413284132841
k562,linear_k50_r1+cis,PINK1,0.41328413284132837
k562,linear_k50_r1+cis,PKN3,0.8671586715867159
k562,linear_k50_r1+cis,PLAGL2,0.5682656826568266
k562,linear_k50_r1+cis,PLCG1,0.12915129151291516
k562,linear_k50_r1+cis,PNP,0.16236162361623618
k562,linear_k50_r1+cis,POLD4,0.5645756457564576
k562,linear_k50_r1+cis,POR,0.3579335793357934
k562,linear_k50_r1+cis,PPIF,0.7564575645756457
k562,linear_k50_r1+cis,PPIP5K2,0.8856088560885609
k562,linear_k50_r1+cis,PQBP1,0.977859778597786
k562,linear_k50_r1+cis,PRDX3,0.03690036900369009
k562,linear_k50_r1+cis,PRKAB2,0.4833948339483395
k562,linear_k50_r1+cis,PRKACA,0.9077490774907749
k562,linear_k50_r1+cis,PRMT2,0.5313653136531366
k562,linear_k50_r1+cis,PRMT6,0.8523985239852399
