,PDS,MSE,NMAE,FID,REACH,JAC,avg,sig/t
replicate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,430.22
baseline,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,8.49
null_new,-0.016421830355854445,0.0,-0.37093701191132084,-0.1628146602572904,-0.1966194945637155,0.20844766954423818,-0.08972422125732382,0.13
transfer_a0.5,0.4625241709717455,0.0,-0.016196460891317384,0.3335548476572519,0.23392035590648458,0.3469483171645585,0.22679187180145385,99.96666666666667
transfer_a1.0,0.5358307599064908,0.0,0.08044595652313957,0.8075362389690187,0.43932481162238146,0.35514476889289126,0.3697137559856536,540.5066666666667
transfer_a2.0,0.5904932321279113,0.0,-0.4479135023247339,0.8887690808683559,0.5220662982497325,0.16573479639990576,0.2865249842201953,1557.3533333333332
rawtransfer_a0.5,0.5550809547173079,0.0,0.11062714606106412,0.538846428599433,0.3255008548327525,0.2956924335369177,0.30429130295791257,169.87
transfer_a2.0+cismeas_a1.0+cis_a1.0,0.595486161216774,0.0,-0.43435527321642137,0.889586097445261,0.48692783946511276,0.14144702289239958,0.27984864130052095,1554.5
