target,pathway,held_out,genes,pearson,cosine,blind_pearson,blind_cosine,sign_top100,blind_sign_same100
ZFP36,IFNG,HAP1,3850,-0.0011614619729558185,0.011231957652954684,-0.03765424173854435,0.16156598755336854,0.41,0.4
ZFP36,IFNG,HT29,3850,0.007171149084131113,0.0029620674511427257,0.03727318507655035,0.01821993869435296,0.5,0.48
ZFP36,IFNG,K562,3850,0.0025397933253332888,-0.027278821799898666,-0.00202772263574403,-0.07405532808479257,0.46,0.48
ZFP36,IFNG,MCF7,3850,0.007466530720407711,-0.03964627839898422,0.024984969069636945,-0.09837216056482473,0.48,0.45
IFNGR1,IFNG,A549,3791,0.5238384809751921,0.5252669780286431,0.10821688399165072,0.0010448957520066472,0.94,0.55
IFNGR1,IFNG,BXPC3,3791,0.57103434624295,0.5640306891070243,0.14526348999054972,0.14698021307225254,0.96,0.83
IFNGR1,IFNG,HAP1,3791,0.4788836203301379,0.4740562442858951,0.13920646380783822,0.02758751558206212,0.94,0.67
IFNGR1,IFNG,HT29,3791,0.6271655769164567,0.621522874365325,0.21170688593128117,0.18504755027990905,0.98,0.52
IFNGR1,IFNG,K562,3791,0.4724152336852379,0.4728890568206514,0.11831334660042549,0.0759335147317226,0.91,0.56
IFNGR1,IFNG,MCF7,3791,0.5640709114031489,0.5617506793902947,0.16299281968815085,0.12802095174684164,0.87,0.55
JAK2,IFNG,A549,3778,0.5024264201123944,0.4729135761799318,0.10125653176257182,0.2416018716564109,0.95,0.66
JAK2,IFNG,BXPC3,3778,0.5019623604387398,0.47745920088818455,0.12617925692775184,0.13550012047515805,0.96,0.86
JAK2,IFNG,HAP1,3778,0.5273789862792593,0.2848004731315881,0.14871122682664592,-0.12501172749681524,0.88,0.71
JAK2,IFNG,HT29,3779,0.5980845617644706,0.5820689579673539,0.22277122567022611,0.28797877710026176,0.95,0.59
JAK2,IFNG,K562,3778,0.41191315851457705,0.40105256281405827,0.11408750425347135,0.2170015311357237,0.8,0.62
JAK2,IFNG,MCF7,3778,0.3293945580420555,0.32776227938601327,0.09006229384952624,0.05103065245822875,0.82,0.65
FOXN3,IFNG,A549,3890,-0.01882688580909013,-0.26288097321488996,-0.05084115240305642,-0.2277510095129109,0.36,0.37
FOXN3,IFNG,BXPC3,3890,-0.02311694229247477,0.3048978351512602,0.05514825081132612,0.03952514917771456,0.78,0.75
FOXN3,IFNG,HAP1,3890,-0.004878961516216505,0.45934383051662775,0.0034017748675030973,0.29027700573091303,0.8,0.81
FOXN3,IFNG,HT29,3890,0.019971415557741932,-0.40013059992783867,0.028690031467965935,-0.2632310145763286,0.34,0.35
FOXN3,IFNG,K562,3890,0.015493974940471191,0.2724517187183473,0.034021559277288796,0.22614091840955589,0.77,0.76
FOXN3,IFNG,MCF7,3890,0.01154042303468629,0.3182844844257251,0.032095455410339556,0.27086871926244144,0.68,0.66
ATF3,IFNG,A549,3742,0.0570891516183264,0.017462463568480788,0.007164398318376378,-0.07474471257297516,0.54,0.52
ATF3,IFNG,BXPC3,3742,0.09222021470469942,-0.40381693701363974,0.04103167107204458,0.025906013957064048,0.14,0.23
ATF3,IFNG,HAP1,3742,0.015314088906755173,-0.2921766292652616,-0.029749668806877114,0.3320195059122095,0.22,0.37
ATF3,IFNG,HT29,3742,0.07794786278760325,0.10162419657644955,0.06572028834363887,0.15993558475860792,0.53,0.55
ATF3,IFNG,K562,3742,0.018642243482219923,-0.14161770422282316,0.014996164025537656,-0.2399849937235239,0.34,0.4
ATF3,IFNG,MCF7,3742,-0.029685705351953737,-0.05494288952114432,-0.03168063579107441,0.3535881761015393,0.44,0.48
KIN,IFNG,A549,4332,0.07640451785094221,0.3448165527830903,0.12100524324490017,0.38415900139979925,0.51,0.63
KIN,IFNG,BXPC3,4372,0.08103824663343463,0.28531574930519255,0.02163445981626701,0.06942390309642302,0.72,0.68
KIN,IFNG,HAP1,4329,0.06647822593142262,0.13855268886914077,-0.030836671182708088,0.03484795156136787,0.52,0.5
KIN,IFNG,HT29,4329,0.04476743863885244,0.16648580820527828,0.018317480213903177,0.13275099443126473,0.53,0.49
KIN,IFNG,K562,4336,0.021850557293272562,-0.0018615914598296922,-0.05289899155404871,-0.061629438813880076,0.53,0.42
KIN,IFNG,MCF7,4329,0.010136180393858399,0.31467556660837553,0.013907012347226452,0.3062381120466195,0.41,0.59
ETV7,IFNG,A549,3724,-0.015024130443076272,-0.01812486917876783,-0.006119991435906287,-0.18594471969329943,0.46,0.43
ETV7,IFNG,BXPC3,3724,-0.011073911642883327,-0.0015476932374655025,0.0391690077770222,0.035483848309934236,0.5,0.56
ETV7,IFNG,HAP1,3724,-0.020961648116608597,-0.033757026303053356,-0.005615308641928458,-0.17427685814595806,0.44,0.47
ETV7,IFNG,HT29,3724,-0.002982922130626292,-0.051552969567133365,0.0023016269976300755,0.1488615667709743,0.42,0.47
ETV7,IFNG,K562,3724,-0.003804020978837909,-0.028102860544215916,0.015907939332968326,0.08912266971541156,0.48,0.48
ETV7,IFNG,MCF7,3724,-0.004182647181515454,-0.10297716011567487,-0.020166896852263343,0.2366745720238287,0.45,0.52
SOX2,IFNG,A549,3969,0.007070528403531765,-0.004160621151141151,-0.00023957455634262807,-0.056485287250589794,0.47,0.49
SOX2,IFNG,BXPC3,3969,0.006653195606385601,-0.1386654771195162,0.05316010288985539,0.12457637435332232,0.15,0.5
SOX2,IFNG,HAP1,3966,0.021263766497383728,0.020312305539736477,-0.03528470002982121,-0.03438926163819422,0.51,0.53
SOX2,IFNG,HT29,3967,0.01250088727645762,0.02181525770853914,-0.000726781226791579,0.11099763297458781,0.43,0.51
SOX2,IFNG,K562,3971,-0.005928150867166284,-0.049916760540504576,-0.034693014319428624,-0.13211241994544864,0.49,0.56
SOX2,IFNG,MCF7,3966,0.009067026954986459,-0.055235312328435086,-0.005139799957089825,-0.24410527279496352,0.56,0.41
CEBPB,IFNG,A549,3553,0.04890976066973754,0.16079441978104592,0.008482372815335391,-0.2985294478706989,0.6,0.42
CEBPB,IFNG,BXPC3,3553,0.08399042360029862,0.20307708843201291,0.042829541842505106,0.01149738115531458,0.63,0.6
CEBPB,IFNG,HAP1,3553,-0.004115434761045981,-0.5264164858655536,0.009170762897431468,0.359825672287853,0.16,0.41
CEBPB,IFNG,HT29,3553,0.09017318871600435,0.10100055928483431,0.1012161552282852,0.054029163244739706,0.58,0.47
CEBPB,IFNG,K562,3553,0.015321764800641626,0.13987236436055944,0.0145052723096808,-0.23717336911367767,0.7,0.48
CEBPB,IFNG,MCF7,3553,-0.0021474846323943928,0.159206124728618,0.03273839429198646,-0.33821927784564804,0.55,0.42
IRF5,IFNG,A549,3818,-0.017502000212757714,-0.04519711435406812,0.003351757546125971,-0.3255981266697085,0.48,0.46
IRF5,IFNG,BXPC3,3818,-0.022641489103183518,-0.12272589920522065,0.03295516115855162,0.03719016973642235,0.49,0.48
IRF5,IFNG,HAP1,3818,-0.025667354453484646,-0.13516372782667757,-0.03178905772928578,0.12911640781530345,0.4,0.49
IRF5,IFNG,HT29,3818,0.03199428675954706,-0.007291469889787253,0.037969428915573124,0.12063928104347368,0.56,0.52
IRF5,IFNG,K562,3818,0.011554461242662463,0.026262066827768556,-0.010470156371358069,-0.27973287470524766,0.49,0.42
IRF5,IFNG,MCF7,3818,-0.009946457667865864,0.03109153337967002,-0.0005537585682498145,-0.20199838283011523,0.53,0.5
STAT1,IFNG,A549,3918,0.4171332738061249,0.4172713914432162,0.07169651586101237,0.09511222900005649,0.89,0.66
STAT1,IFNG,BXPC3,3918,0.5810684295126762,0.5529379693478078,0.1561463691146456,0.1524820075589011,0.91,0.86
STAT1,IFNG,HAP1,3918,0.5508679928375833,0.5726164969419534,0.15768628046093955,0.22936924024117392,0.93,0.77
STAT1,IFNG,HT29,3918,0.5918610534200756,0.6123494161234331,0.23303944006522512,0.3054736088304775,0.97,0.68
STAT1,IFNG,K562,3918,0.4373356133653867,0.43896981036349864,0.0919607156139785,0.11560006103732509,0.78,0.65
STAT1,IFNG,MCF7,3918,0.17324392617540468,-0.033537676060464115,-0.002664167556295145,-0.3255650017988864,0.76,0.58
SP110,IFNG,A549,3889,0.031991902500246944,0.0031843959651221125,0.02613803745290965,-0.007536981451164338,0.65,0.65
SP110,IFNG,BXPC3,3889,0.01657595866993835,0.06000245755034823,0.04749070303922994,0.05906171534593008,0.52,0.54
SP110,IFNG,HAP1,3889,0.0196543292781241,0.02419662010353358,0.025387542673382273,0.02911872161230689,0.52,0.53
SP110,IFNG,HT29,3889,0.0182224437780817,0.03098939780514708,0.06382783241374386,0.0699794783136087,0.62,0.66
SP110,IFNG,K562,3889,-0.023348283241755332,-0.13155823296575964,-0.02506101615916618,-0.1407903806523647,0.43,0.45
