held_out,shape,arm,targets,pds_proxy,reach_proxy,prec_200,yield_200,mse_ratio,pds_minus_base,pds_minus_base_ci95,pds_minus_base_nb_targets,reach_minus_base,reach_minus_base_ci95,reach_minus_base_nb_targets,pairs,pairs_measured,targets_with_pair
orion_hct116,t19,cis_med_add4_2kb,265,0.7104774156660949,0.04762879850313895,0.5154528301886793,0.5047348281521941,1.2599111168744297,0.0046026300743281885,"[0.002143724985706118, 0.0077047598627787315]",0.01820443238353687,6.86106346483705e-05,"[0.0, 0.0002058319039451115]",0.00027137042062415194,53.0,46.0,53.0
orion_hct116,t19,cis_mean_add1_2kb,265,0.7081046312178387,0.04762879850313895,0.5154716981132075,0.5047536960767223,1.2589284204750737,0.0022298456260720413,"[0.001157447112635791, 0.0036306460834762723]",0.008819538670284939,6.86106346483705e-05,"[0.0, 0.0002058319039451115]",0.00027137042062415194,53.0,46.0,53.0
orion_hct116,t19,cis_mean_add2_2kb,265,0.7099771297884506,0.04762879850313895,0.5154528301886793,0.5047348281521941,1.2596381656837359,0.0041023441966838185,"[0.0018721412235563164, 0.0069185963407661505]",0.016225689733152415,6.86106346483705e-05,"[0.0, 0.0002058319039451115]",0.00027137042062415194,53.0,46.0,53.0
orion_hct116,t19,cis_meas_2kb,265,0.7034734133790738,0.047395511522984705,0.515433962264151,0.5047159602276657,1.2581119273017454,-0.002401372212692968,"[-0.004188464837049742, -0.000886220697541454]",-0.00949796472184532,-0.00016467634550586482,"[-0.00039331175720936317, 0.0]",-0.0006513318143142415,53.0,46.0,53.0
orion_hct116,t19,cis_shuffled_2kb,265,0.7056603773584905,0.04756018786849057,0.5154528301886793,0.5047439793596604,1.2586319010746132,-0.0002144082332761576,"[-0.0007575757575757569, 0.0002715837621498001]",-0.0008480325644504742,0.0,"[0.0, 0.0]",0.0,53.0,46.0,53.0
orion_hct116,t19,cis_med_add1_5kb,265,0.7072612921669524,0.047650035128149144,0.5154716981132075,0.5047536960767223,1.2587197062449287,0.0013865065751858204,"[0.0006003430531732413, 0.0023727844482561464]",0.005483943916779738,8.984725965858051e-05,"[0.0, 0.00035938903863432203]",0.0003553660270078184,68.0,57.0,67.0
orion_hct116,t19,cis_med_add2_5kb,265,0.7084048027444254,0.04771864576279752,0.5154716981132075,0.5047536960767223,1.2590576670984208,0.0025300171526586616,"[0.0011863922241280747, 0.004173813607775873]",0.010006784260515602,0.000158457894306951,"[0.0, 0.0004279996732826926]",0.0006267364476319704,68.0,57.0,67.0
orion_hct116,t19,cis_med_add4_5kb,265,0.7104774156660949,0.04771864576279752,0.515433962264151,0.5047159602276657,1.2599966731426637,0.0046026300743281885,"[0.002115137221269297, 0.00764722698684963]",0.01820443238353687,0.000158457894306951,"[0.0, 0.0004279996732826926]",0.0006267364476319704,68.0,57.0,67.0
orion_hct116,t19,cis_mean_add1_5kb,265,0.7080903373356203,0.04771864576279752,0.5154528301886793,0.5047348281521941,1.2589731744154948,0.00221555174385363,"[0.001057747284162378, 0.0037164093767867333]",0.008763003165988237,0.000158457894306951,"[0.0, 0.0004279996732826926]",0.0006267364476319704,68.0,57.0,67.0
orion_hct116,t19,cis_mean_add2_5kb,265,0.7100057175528873,0.04771864576279752,0.515433962264151,0.5047159602276657,1.2597423450530976,0.004130931961120639,"[0.001943967981703831, 0.006961477987421384]",0.01633876074174581,0.000158457894306951,"[0.0, 0.00040676304827248256]",0.0006267364476319704,68.0,57.0,67.0
orion_hct116,t19,cis_meas_5kb,265,0.703344768439108,0.047395511522984705,0.5154528301886794,0.5047348281521941,1.2580004011459591,-0.0025300171526586633,"[-0.004488279016580904, -0.0010291595197255581]",-0.010006784260515609,-0.00016467634550586482,"[-0.00037374780754891057, 0.0]",-0.0006513318143142415,68.0,57.0,67.0
orion_hct116,t19,cis_shuffled_5kb,265,0.7058604917095483,0.04756018786849057,0.5153773584905661,0.5046506874076758,1.2586693045199804,-1.4293882218410508e-05,"[-0.00045740423098913625, 0.000457404230989135]",-5.653550429669828e-05,0.0,"[0.0, 0.0]",0.0,68.0,57.0,67.0
orion_hek293t,t16,base,278,0.6589356673505962,0.03731241137905698,0.5170143884892087,0.4883939571915576,1.3801796325123548,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0,,,
orion_hek293t,t16,cis_med_add1_2kb,278,0.6603641274705867,0.03731241137905698,0.5170503597122302,0.48842773953495056,1.3804027136012686,0.0014284601199906516,"[0.0005580733968781666, 0.0024024102018024578]",0.0056730273336771594,0.0,"[0.0, 0.0]",0.0,55.0,48.0,55.0
orion_hek293t,t16,cis_med_add2_2kb,278,0.661818559592759,0.03733447961403954,0.517068345323741,0.48844572514646145,1.3807676399604913,0.002882892242162949,"[0.0013635301145365295, 0.00472690439705997]",0.011449200618875712,2.2068234982566096e-05,"[0.0, 6.620470494769828e-05]",8.764241893076249e-05,55.0,48.0,55.0
orion_hek293t,t16,cis_med_add4_2kb,278,0.6642339557956523,0.03733447961403954,0.517068345323741,0.48844572514646145,1.3819230286692274,0.005298288445056228,"[0.0021946341843492715, 0.009103186764667686]",0.021041774110366163,2.2068234982566096e-05,"[0.0, 6.620470494769828e-05]",8.764241893076249e-05,55.0,48.0,55.0
orion_hek293t,t16,cis_mean_add1_2kb,278,0.6614030075578526,0.03733447961403954,0.517068345323741,0.48844572514646145,1.3806502189946324,0.002467340207256577,"[0.001103485442692776, 0.004025984988182737]",0.009798865394533262,2.2068234982566096e-05,"[0.0, 6.620470494769828e-05]",8.764241893076249e-05,55.0,48.0,55.0
orion_hek293t,t16,cis_mean_add2_2kb,278,0.6635456977378386,0.03733447961403954,0.517068345323741,0.48844572514646145,1.381537869426702,0.004610030387242553,"[0.0018953068592057745, 0.007727319949094874]",0.018308406395049,2.2068234982566096e-05,"[0.0, 6.620470494769828e-05]",8.764241893076249e-05,55.0,48.0,55.0
orion_hek293t,t16,cis_meas_2kb,278,0.6601563514531334,0.03731241137905698,0.5170143884892087,0.4883939571915576,1.3803710616811875,0.001220684102537466,"[0.0005324260447237889, 0.002038802171259383]",0.004847859721505936,0.0,"[0.0, 0.0]",0.0,55.0,48.0,55.0
orion_hek293t,t16,cis_shuffled_2kb,278,0.6590395553593226,0.03731241137905698,0.5171402877697843,0.4885248217901655,1.3804380580942184,0.00010388800872659261,"[-0.0004415240370880198, 0.000623652702386826]",0.00041258380608561064,0.0,"[0.0, 0.0]",0.0,55.0,48.0,55.0
orion_hek293t,t16,cis_med_add1_5kb,278,0.6603900994727684,0.037388945896124175,0.5170323741007193,0.48840975392343977,1.380414771611354,0.0014544321221723001,"[0.0006103420512687354, 0.0024676648572838477]",0.0057761732851985634,7.653451706719731e-05,"[0.0, 0.0002296035512015919]",0.000303951367781155,71.0,59.0,70.0
orion_hek293t,t16,cis_med_add2_5kb,278,0.6619484196036671,0.037411014131106736,0.517068345323741,0.48844572514646134,1.3807960885104122,0.00301275225307119,"[0.0014414461210814754, 0.004870075059086302]",0.011964930376482727,9.86027520497634e-05,"[0.0, 0.0002737400211667241]",0.0003915937867119175,71.0,59.0,70.0
orion_hek293t,t16,cis_med_add4_5kb,278,0.664545619821832,0.037411014131106736,0.517068345323741,0.48844572514646134,1.381997255841112,0.005609952471236007,"[0.0024153962028932814, 0.009467768745292567]",0.022279525528622994,9.86027520497634e-05,"[0.0, 0.0002958082561492902]",0.0003915937867119175,71.0,59.0,70.0
orion_hek293t,t16,cis_mean_add1_5kb,278,0.6615328675687607,0.037411014131106736,0.5170503597122301,0.48842773953495056,1.3806851580596586,0.002597200218164818,"[0.001337558112354882, 0.004194478352336179]",0.010314595152140275,9.86027520497634e-05,"[0.0, 0.0002958082561492902]",0.0003915937867119175,71.0,59.0,70.0
orion_hek293t,t16,cis_mean_add2_5kb,278,0.6639093057683817,0.037411014131106736,0.517068345323741,0.48844572514646134,1.381631400675919,0.004973638417785628,"[0.0023761135495935413, 0.008129561332883152]",0.019752449716348642,9.86027520497634e-05,"[0.0, 0.00030613806826878924]",0.0003915937867119175,71.0,59.0,70.0
orion_hek293t,t16,cis_meas_5kb,278,0.6603511414694959,0.037388945896124175,0.5169964028776978,0.4883759715800468,1.3804203307581602,0.0014154741188998278,"[0.0007272160610861503, 0.002220606186530923]",0.005621454357916458,7.653451706719731e-05,"[0.0, 0.0002296035512015919]",0.000303951367781155,71.0,59.0,70.0
orion_hek293t,t16,cis_shuffled_5kb,278,0.6585201153156897,0.03731241137905698,0.5169964028776978,0.4883737827004182,1.380490497263501,-0.00041555203490637046,"[-0.001116796093810869, 0.0002337480196348334]",-0.0016503352243424426,0.0,"[0.0, 0.0]",0.0,71.0,59.0,70.0
orion_hek293t,t19,base,278,0.6741033166246787,0.042099754524293834,0.5207913669064749,0.49142980587313184,1.4543612717119097,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0,,,
orion_hek293t,t19,cis_med_add1_2kb,278,0.6752330987195804,0.042099754524293834,0.5208093525179855,0.4914477914846426,1.4548284561200864,0.0011297820949016965,"[0.0003895800327247227, 0.00202581617016856]",0.004486848891181023,0.0,"[0.0, 0.0]",0.0,55.0,48.0,55.0
orion_hek293t,t19,cis_med_add2_2kb,278,0.6764667688232086,0.042099754524293834,0.5208273381294963,0.4914657770961534,1.455437485760338,0.0023634521985299857,"[0.0009216814274212403, 0.004142534347972886]",0.009386281588447657,0.0,"[0.0, 0.0]",0.0,55.0,48.0,55.0
orion_hek293t,t19,cis_med_add4_2kb,278,0.6787003610108303,0.042121822759276395,0.5208453237410072,0.4914837627076642,1.4570810814539967,0.004597044386151728,"[0.0017920681505337259, 0.008064955977456297]",0.01825683341928829,2.2068234982566096e-05,"[0.0, 6.620470494769828e-05]",8.764241893076249e-05,55.0,48.0,55.0
orion_hek293t,t19,cis_mean_add1_2kb,278,0.6761291327948471,0.042099754524293834,0.5208273381294963,0.4914657770961534,1.4552577239737376,0.0020258161701685595,"[0.0007918214165129998, 0.0036620523076123946]",0.008045384218669422,0.0,"[0.0, 0.0]",0.0,55.0,48.0,55.0
orion_hek293t,t19,cis_mean_add2_2kb,278,0.6777913409344726,0.042121822759276395,0.5208453237410072,0.4914837627076642,1.4565712402534714,0.003688024309794042,"[0.0014284601199906497, 0.006506960496584674]",0.014646725116039195,2.2068234982566096e-05,"[0.0, 6.620470494769828e-05]",8.764241893076249e-05,55.0,48.0,55.0
orion_hek293t,t19,cis_meas_2kb,278,0.671999584447965,0.042068744849275225,0.5207913669064749,0.49142980587313184,1.453643101931287,-0.002103732176713504,"[-0.0036620523076123946, -0.0008051320676310947]",-0.00835482207323363,-3.1009675018605804e-05,"[-9.302902505581741e-05, 0.0]",-0.0001231527093596059,55.0,48.0,55.0
orion_hek293t,t19,cis_shuffled_2kb,278,0.6742721346388594,0.042099754524293834,0.5209712230215827,0.49160192620459825,1.4546158394488982,0.000168818014180712,"[-0.00035062202945225024, 0.0006622860556320269]",0.0006704486848891133,0.0,"[0.0, 0.0]",0.0,55.0,48.0,55.0
orion_hek293t,t19,cis_med_add1_5kb,278,0.6753369867283069,0.042099754524293834,0.5208093525179855,0.4914477914846426,1.4548577190084213,0.001233670103628289,"[0.00048048204036049225, 0.002207944835467366]",0.004899432697266634,0.0,"[0.0, 0.0]",0.0,71.0,59.0,70.0
orion_hek293t,t19,cis_med_add2_5kb,278,0.676583642833026,0.042099754524293834,0.5208453237410071,0.4914837627076642,1.4555003440477527,0.002480326208347401,"[0.0010515414383294815, 0.004298366361062775]",0.009850438370293965,0.0,"[0.0, 0.0]",0.0,71.0,59.0,70.0
orion_hek293t,t19,cis_med_add4_5kb,278,0.6789600810326468,0.042121822759276395,0.520863309352518,0.4915119479516768,1.4572241282147183,0.004856764407968209,"[0.0019086175103238687, 0.00832435134924551]",0.019288292934502314,2.2068234982566096e-05,"[0.0, 6.620470494769828e-05]",8.764241893076249e-05,71.0,59.0,70.0
orion_hek293t,t19,cis_mean_add1_5kb,278,0.6762849648079371,0.042099754524293834,0.5208453237410071,0.4914837627076642,1.4553328630101952,0.0021816481832584475,"[0.0009090200763576886, 0.003844180972911202]",0.008664259927797836,0.0,"[0.0, 0.0]",0.0,71.0,59.0,70.0
orion_hek293t,t19,cis_mean_add2_5kb,278,0.6781159909617432,0.042121822759276395,0.5208812949640288,0.4915299335631876,1.4567451714783777,0.0040126743370646435,"[0.0017131781939069668, 0.006765706568319349]",0.015936049510056727,2.2068234982566096e-05,"[0.0, 6.620470494769828e-05]",8.764241893076249e-05,71.0,59.0,70.0
orion_hek293t,t19,cis_meas_5kb,278,0.671713892423967,0.042068744849275225,0.5207733812949641,0.49141182026162106,1.453446214049551,-0.0023894242007116337,"[-0.0040516323403371165, -0.0010518660883567508]",-0.009489427539969059,-3.1009675018605804e-05,"[-9.302902505581741e-05, 0.0]",-0.0001231527093596059,71.0,59.0,70.0
orion_hek293t,t19,cis_shuffled_5kb,278,0.6736877645897723,0.042099754524293834,0.520863309352518,0.4915119479516767,1.4546737468644215,-0.00041555203490637165,"[-0.0011297820949016965, 0.00023374801963483064]",-0.0016503352243424473,0.0,"[0.0, 0.0]",0.0,71.0,59.0,70.0
