held_out,target,pds_raw,pds_zk64,gain_zk64,predictor_sources,predictor_cells,predictor_max_abs_z
k562,RABEP2,0.8407407407407408,1.0,0.1592592592592592,3,2803.0,7.576447486877441
k562,RBM18,1.0,1.0,0.0,3,872.0,6.887014865875244
k562,RBM26,1.0,1.0,0.0,3,1084.0,10.85753345489502
k562,RBM4B,0.9888888888888889,1.0,0.011111111111111072,3,3293.0,7.19591760635376
k562,RBM5,1.0,1.0,0.0,3,2035.0,7.285253047943115
k562,RC3H2,0.9444444444444444,0.9814814814814815,0.03703703703703709,3,1673.0,5.893111228942871
k562,REV1,0.2222222222222222,0.8888888888888888,0.6666666666666666,3,163.0,7.557736873626709
k562,RFK,0.8148148148148149,0.5,-0.3148148148148149,1,699.0,0.0
k562,RNF10,1.0,1.0,0.0,3,1566.0,23.126482009887695
k562,RNF141,0.0444444444444444,0.18888888888888888,0.1444444444444445,3,3207.0,16.323461532592773
k562,RNF2,0.9851851851851852,0.9407407407407408,-0.0444444444444444,3,1216.0,7.9048285484313965
k562,RSRC1,1.0,1.0,0.0,3,1979.0,12.964068412780762
k562,S100A11,0.5111111111111111,0.6962962962962963,0.18518518518518523,3,1388.0,14.38182258605957
k562,SAP30L,0.11481481481481481,0.18518518518518523,0.07037037037037042,3,1583.0,6.620040416717529
k562,SCAF8,1.0,0.5,-0.5,1,917.0,0.0
k562,SFXN4,0.20740740740740737,0.3481481481481481,0.14074074074074072,3,3789.0,15.234657287597656
k562,SH2D3A,0.033333333333333326,0.22962962962962963,0.1962962962962963,3,3431.0,11.08326530456543
k562,SHPRH,0.8296296296296296,0.9740740740740741,0.1444444444444445,3,2189.0,18.57823371887207
k562,SIN3B,1.0,0.962962962962963,-0.03703703703703698,3,2582.0,11.514955520629883
k562,SLC25A13,0.6777777777777778,1.0,0.3222222222222222,3,1870.0,13.027055740356445
k562,SLC39A1,0.5074074074074074,0.22962962962962963,-0.2777777777777778,3,4948.0,11.829736709594727
k562,SLIRP,0.9814814814814815,1.0,0.01851851851851849,2,1274.0,13.446104049682617
k562,SMARCA5,1.0,1.0,0.0,3,1227.0,22.323015213012695
k562,SMARCC2,0.059259259259259234,0.2666666666666667,0.20740740740740748,3,1139.0,7.305187702178955
k562,SMYD2,0.8592592592592593,0.7037037037037037,-0.15555555555555556,3,1242.0,5.518509387969971
k562,SND1,0.9962962962962963,0.8629629629629629,-0.13333333333333341,3,1391.0,15.873887062072754
k562,SNRK,0.5407407407407407,0.6962962962962963,0.15555555555555556,3,1423.0,4.991234302520752
k562,SNX4,0.2851851851851852,0.12222222222222223,-0.16296296296296298,3,1636.0,8.68355941772461
k562,SRSF5,0.9814814814814815,0.9259259259259259,-0.05555555555555558,3,4728.0,12.250962257385254
k562,SSR4,0.8481481481481481,1.0,0.1518518518518519,3,3456.0,26.201345443725586
k562,STAT6,0.5259259259259259,0.8444444444444444,0.31851851851851853,3,2585.0,8.105029106140137
k562,STK3,0.5629629629629629,1.0,0.4370370370370371,2,103.0,7.015266418457031
k562,STT3A,0.7111111111111111,0.5,-0.21111111111111114,1,1340.0,0.0
k562,SUPT7L,1.0,0.8962962962962963,-0.10370370370370374,3,7329.0,6.204335689544678
k562,SYVN1,1.0,1.0,0.0,3,1706.0,50.77118682861328
k562,TAF15,0.6370370370370371,0.5,-0.13703703703703707,1,1478.0,0.0
k562,TARBP2,0.9074074074074074,0.5703703703703704,-0.337037037037037,3,1653.0,7.215706825256348
k562,TBC1D13,0.5814814814814815,0.337037037037037,-0.24444444444444446,2,1691.0,5.533843994140625
k562,TBCK,1.0,1.0,0.0,3,2369.0,13.862205505371094
k562,TEAD4,0.9185185185185185,1.0,0.08148148148148149,3,2838.0,9.394795417785645
k562,TEX2,0.9925925925925926,1.0,0.007407407407407418,3,2915.0,12.849729537963867
k562,TFCP2,0.7962962962962963,1.0,0.20370370370370372,3,1598.0,13.838068962097168
k562,THAP3,0.8407407407407408,0.9888888888888889,0.14814814814814814,3,2333.0,9.024368286132812
k562,THAP7,0.9888888888888889,1.0,0.011111111111111072,3,2891.0,11.755291938781738
k562,TIMM17B,0.9962962962962963,0.9925925925925926,-0.0037037037037037646,3,1191.0,16.459787368774414
k562,TIMM50,0.3296296296296296,0.11851851851851847,-0.21111111111111114,3,887.0,10.315359115600586
k562,TMCO6,0.9037037037037037,0.937037037037037,0.033333333333333326,3,1626.0,7.297646522521973
k562,TMED3,0.4740740740740741,0.762962962962963,0.28888888888888886,3,1826.0,6.079063892364502
k562,TMEM147,0.9666666666666667,0.5,-0.4666666666666667,1,2414.0,0.0
k562,TMEM186,0.7851851851851852,0.737037037037037,-0.04814814814814816,3,2435.0,8.453319549560547
k562,TMEM209,0.9296296296296296,0.7222222222222222,-0.20740740740740737,3,2402.0,10.846207618713379
k562,TMEM41B,0.2962962962962963,0.34444444444444444,0.04814814814814816,3,1317.0,9.12649154663086
k562,TMF1,0.1518518518518519,0.1444444444444445,-0.007407407407407418,3,2622.0,13.109375
k562,TRAPPC6A,0.7592592592592593,0.9851851851851852,0.22592592592592586,3,2488.0,13.108490943908691
k562,TRIB3,1.0,1.0,0.0,3,1207.0,9.554398536682129
k562,TRIM35,0.2925925925925926,0.4703703703703703,0.1777777777777777,3,1766.0,8.625750541687012
k562,TRIP4,0.6296296296296297,1.0,0.37037037037037035,3,1550.0,9.828442573547363
k562,TRMT1,0.34444444444444444,0.4,0.05555555555555558,3,1865.0,4.8345112800598145
k562,TRPC4AP,0.9333333333333333,1.0,0.06666666666666665,3,3017.0,8.783759117126465
k562,TWF2,0.9851851851851852,0.9851851851851852,0.0,3,4303.0,6.773726463317871
k562,UNK,0.30000000000000004,0.5,0.19999999999999996,1,967.0,0.0
k562,UPF3B,1.0,1.0,0.0,3,593.0,13.827725410461426
k562,UROS,0.662962962962963,0.5703703703703704,-0.09259259259259256,2,732.0,7.9464640617370605
k562,USP28,0.37037037037037035,0.7148148148148148,0.34444444444444444,3,4141.0,9.096137046813965
k562,VAPB,0.6592592592592592,0.5,-0.1592592592592592,1,2871.0,0.0
k562,VIM,0.8185185185185185,0.274074074074074,-0.5444444444444445,3,12480.0,7.164953231811523
k562,WBP4,1.0,1.0,0.0,3,802.0,9.49062728881836
k562,YIPF6,0.3037037037037037,0.26296296296296295,-0.040740740740740744,3,2157.0,7.63846492767334
k562,ZBTB34,0.19259259259259254,0.7296296296296296,0.5370370370370371,3,1594.0,15.541243553161621
k562,ZBTB41,0.49629629629629635,0.21851851851851856,-0.2777777777777778,3,3235.0,8.890396118164062
k562,ZBTB48,1.0,0.9962962962962963,-0.0037037037037036535,3,2666.0,6.438632965087891
k562,ZC3HAV1,0.8555555555555556,0.8111111111111111,-0.04444444444444451,3,4812.0,7.968987464904785
k562,ZDHHC12,0.9592592592592593,0.8888888888888888,-0.07037037037037042,3,771.0,9.041585922241211
k562,ZDHHC4,0.9962962962962963,1.0,0.0037037037037036535,3,1514.0,22.726972579956055
k562,ZFP62,1.0,1.0,0.0,3,2177.0,9.358551979064941
k562,ZHX3,0.9481481481481482,1.0,0.051851851851851816,3,1031.0,8.482391357421875
k562,ZKSCAN1,1.0,1.0,0.0,3,2048.0,9.118840217590332
k562,ZKSCAN2,0.8481481481481481,0.7814814814814814,-0.06666666666666665,3,1113.0,7.673372268676758
k562,ZKSCAN3,0.4296296296296296,0.8629629629629629,0.43333333333333335,3,1156.0,5.314124584197998
k562,ZNF16,0.5518518518518518,0.09629629629629632,-0.4555555555555555,3,2193.0,9.227710723876953
k562,ZNF174,0.6925925925925926,0.4481481481481482,-0.24444444444444446,3,3610.0,5.464332580566406
k562,ZNF219,0.1518518518518519,0.3296296296296296,0.1777777777777777,2,377.0,5.634731769561768
k562,ZNF22,0.9592592592592593,0.9888888888888889,0.029629629629629672,3,2018.0,11.434000968933105
k562,ZNF25,0.19999999999999996,0.7740740740740741,0.5740740740740742,3,3842.0,8.052693367004395
k562,ZNF251,0.5444444444444445,0.25555555555555554,-0.288888888888889,3,2613.0,9.03108024597168
k562,ZNF280C,0.6,0.9222222222222223,0.3222222222222223,3,3294.0,9.558704376220703
k562,ZNF282,0.48888888888888893,0.6925925925925926,0.20370370370370372,3,3712.0,13.890900611877441
k562,ZNF32,0.07777777777777772,0.8925925925925926,0.8148148148148149,3,1361.0,9.390288352966309
k562,ZNF324,0.2148148148148148,0.6074074074074074,0.3925925925925926,3,2039.0,5.821201324462891
k562,ZNF397,0.9185185185185185,0.9814814814814815,0.062962962962963,3,1131.0,7.849701881408691
k562,ZNF410,0.3740740740740741,0.9703703703703703,0.5962962962962962,3,4212.0,11.176142692565918
k562,ZNF444,0.9185185185185185,1.0,0.08148148148148149,3,3125.0,12.142208099365234
k562,ZNF462,1.0,1.0,0.0,3,2147.0,9.6063814163208
k562,ZNF496,0.7074074074074075,0.9925925925925926,0.2851851851851851,3,2765.0,7.440469741821289
k562,ZNF507,1.0,1.0,0.0,3,1871.0,15.621662139892578
k562,ZNF514,1.0,0.9814814814814815,-0.01851851851851849,3,4416.0,5.406658172607422
k562,ZNF526,0.8629629629629629,1.0,0.13703703703703707,3,1445.0,8.239982604980469
