held_out,target,pds_raw,pds_zk64,gain_zk64,predictor_sources,predictor_cells,predictor_max_abs_z
cd4_mix,CAPRIN2,0.8865979381443299,0.9175257731958762,0.030927835051546393,2,212.0,8.97651481628418
cd4_mix,CARM1,1.0,1.0,0.0,3,835.0,11.805519104003906
cd4_mix,CAT,0.429553264604811,0.4776632302405498,0.04810996563573877,3,1286.0,7.730870723724365
cd4_mix,CCDC112,0.24398625429553267,0.429553264604811,0.18556701030927836,3,297.0,11.689584732055664
cd4_mix,CDK8,0.8900343642611683,0.8419243986254296,-0.04810996563573877,1,181.0,10.752165794372559
cd4_mix,CHD3,0.6013745704467354,0.718213058419244,0.11683848797250862,3,904.0,10.976601600646973
cd4_mix,CHD6,0.7285223367697595,0.8694158075601375,0.14089347079037795,3,915.0,7.763182163238525
cd4_mix,CHKB,0.0034364261168384758,0.07560137457044669,0.07216494845360821,3,744.0,16.295730590820312
cd4_mix,CLCN6,0.29209621993127144,0.2405498281786942,-0.05154639175257725,3,769.0,21.12253761291504
cd4_mix,COIL,0.9106529209621993,0.9484536082474226,0.037800687285223344,3,596.0,12.133855819702148
cd4_mix,COMMD8,0.563573883161512,0.8934707903780069,0.3298969072164949,3,191.0,7.863214015960693
cd4_mix,COQ10B,0.4226804123711341,0.7938144329896908,0.3711340206185567,3,1055.0,47.02959060668945
cd4_mix,CSNK2A1,1.0,1.0,0.0,3,496.0,12.573003768920898
cd4_mix,CYTH2,0.9450171821305842,0.9553264604810997,0.010309278350515538,3,598.0,10.40892505645752
cd4_mix,DBF4B,0.7869415807560137,0.7010309278350515,-0.08591065292096223,3,509.0,7.531042098999023
cd4_mix,DBN1,0.8419243986254296,0.9381443298969072,0.09621993127147765,3,857.0,16.22815704345703
cd4_mix,DCAF16,0.1924398625429553,0.9862542955326461,0.7938144329896908,3,1233.0,13.642624855041504
cd4_mix,DCP2,1.0,1.0,0.0,2,313.0,17.942001342773438
cd4_mix,DDHD1,0.9587628865979382,0.7697594501718213,-0.18900343642611683,3,948.0,20.965787887573242
cd4_mix,DEAF1,0.7628865979381443,0.7766323024054983,0.013745704467354014,3,817.0,10.997339248657227
cd4_mix,DEK,0.33676975945017185,0.281786941580756,-0.054982817869415834,3,490.0,16.00018310546875
cd4_mix,DHRS1,0.9896907216494846,0.865979381443299,-0.12371134020618557,3,528.0,13.365394592285156
cd4_mix,DHX35,0.9243986254295533,0.8934707903780069,-0.030927835051546393,3,932.0,8.684496879577637
cd4_mix,DLAT,0.19931271477663226,0.21305841924398627,0.013745704467354014,3,405.0,8.523950576782227
cd4_mix,DMTF1,0.993127147766323,1.0,0.0068728522336769515,3,745.0,8.032697677612305
cd4_mix,DNTTIP1,1.0,1.0,0.0,3,730.0,17.906352996826172
cd4_mix,DRG2,0.9725085910652921,0.979381443298969,0.0068728522336769515,3,400.0,9.118232727050781
cd4_mix,DTNBP1,0.18213058419243988,0.12714776632302405,-0.054982817869415834,3,676.0,9.59361457824707
cd4_mix,DVL3,0.3573883161512027,0.07560137457044669,-0.281786941580756,3,538.0,9.015114784240723
cd4_mix,E2F1,0.9759450171821306,0.9725085910652921,-0.0034364261168384758,3,566.0,10.852696418762207
cd4_mix,E2F4,0.6941580756013745,0.7731958762886598,0.07903780068728528,2,217.0,9.414998054504395
cd4_mix,EAPP,0.1924398625429553,0.26116838487972505,0.06872852233676974,3,780.0,9.929521560668945
cd4_mix,ELK1,0.40893470790378006,0.4810996563573883,0.07216494845360821,2,215.0,12.061540603637695
cd4_mix,EPC2,0.8247422680412371,0.865979381443299,0.04123711340206193,3,414.0,25.6972599029541
cd4_mix,EPM2AIP1,0.37800687285223367,0.37800687285223367,0.0,3,801.0,8.444249153137207
cd4_mix,EZH2,0.993127147766323,1.0,0.0068728522336769515,3,243.0,13.428199768066406
cd4_mix,FAM120A,0.8487972508591065,1.0,0.1512027491408935,3,810.0,11.613810539245605
cd4_mix,FCGRT,0.2405498281786942,0.43986254295532645,0.19931271477663226,3,799.0,24.627824783325195
cd4_mix,FHL3,0.8762886597938144,0.993127147766323,0.11683848797250862,3,455.0,15.251565933227539
cd4_mix,FOXN2,1.0,1.0,0.0,3,721.0,17.196191787719727
cd4_mix,FOXO4,0.6357388316151202,1.0,0.36426116838487976,3,716.0,12.5607271194458
cd4_mix,FUBP3,0.6563573883161512,0.9072164948453608,0.2508591065292096,3,626.0,32.658790588378906
cd4_mix,FXYD5,0.7010309278350515,0.8831615120274914,0.18213058419243988,3,437.0,11.110013008117676
cd4_mix,GIGYF2,1.0,1.0,0.0,3,424.0,10.53197193145752
cd4_mix,GLI3,0.6632302405498282,0.9965635738831615,0.33333333333333337,3,1361.0,13.42982292175293
cd4_mix,GLYR1,0.7938144329896908,0.5876288659793815,-0.20618556701030932,1,237.0,9.438536643981934
cd4_mix,GMEB2,0.9347079037800687,0.8213058419243986,-0.11340206185567014,3,556.0,8.603108406066895
cd4_mix,GPATCH8,0.9587628865979382,0.9347079037800687,-0.02405498281786944,3,941.0,13.36266040802002
cd4_mix,GRAMD1A,0.17182130584192434,0.14089347079037806,-0.030927835051546282,3,648.0,11.692216873168945
cd4_mix,GTF2IRD1,0.3470790378006873,0.03436426116838487,-0.3127147766323024,3,759.0,12.92806625366211
cd4_mix,HDAC1,0.30584192439862545,0.43986254295532645,0.134020618556701,3,449.0,13.669690132141113
cd4_mix,HDAC8,0.5910652920962199,0.38144329896907214,-0.2096219931271478,3,546.0,17.713577270507812
cd4_mix,HEATR6,0.9965635738831615,0.9965635738831615,0.0,2,301.0,10.77193832397461
cd4_mix,HMGN3,0.3264604810996563,0.41237113402061853,0.08591065292096223,3,540.0,14.922161102294922
cd4_mix,HMGN4,0.281786941580756,0.24398625429553267,-0.037800687285223344,2,201.0,15.556984901428223
cd4_mix,HMGXB3,1.0,1.0,0.0,3,661.0,17.342941284179688
cd4_mix,HOMEZ,0.5120274914089347,0.6357388316151202,0.12371134020618557,3,653.0,13.452095985412598
cd4_mix,HSBP1,0.8144329896907216,0.8487972508591065,0.03436426116838487,3,379.0,15.485621452331543
cd4_mix,HSP90AB1,0.4776632302405498,0.9278350515463918,0.450171821305842,3,278.0,23.63910675048828
cd4_mix,IFI27L2,0.9587628865979382,0.9621993127147767,0.0034364261168384758,3,644.0,9.32856559753418
cd4_mix,IFNAR2,0.8625429553264605,0.7216494845360825,-0.14089347079037806,3,678.0,8.576713562011719
cd4_mix,IFNGR2,0.6460481099656357,0.8556701030927836,0.2096219931271479,3,552.0,9.151801109313965
cd4_mix,IL10RB,0.9484536082474226,0.7457044673539519,-0.20274914089347074,1,241.0,9.37657642364502
cd4_mix,IREB2,0.6323024054982818,0.7422680412371134,0.10996563573883167,3,259.0,10.247604370117188
cd4_mix,KDM5A,0.993127147766323,0.9759450171821306,-0.01718213058419249,3,559.0,9.182920455932617
cd4_mix,KHDRBS1,0.979381443298969,0.9484536082474226,-0.030927835051546393,3,426.0,15.587590217590332
cd4_mix,KHSRP,0.9896907216494846,1.0,0.010309278350515427,3,438.0,14.87344741821289
cd4_mix,KIF21B,0.8556701030927836,0.979381443298969,0.12371134020618546,2,21.0,7.664132595062256
cd4_mix,KIF2A,0.5670103092783505,0.9759450171821306,0.40893470790378006,3,628.0,18.985021591186523
cd4_mix,KMT2A,0.9896907216494846,0.9862542955326461,-0.0034364261168384758,2,215.0,14.930500030517578
cd4_mix,LDLR,0.7697594501718213,0.993127147766323,0.2233676975945017,3,449.0,10.755615234375
cd4_mix,LMAN1,0.12714776632302405,0.09621993127147765,-0.030927835051546393,3,614.0,13.249519348144531
cd4_mix,LMBRD2,0.5429553264604812,0.3573883161512027,-0.18556701030927847,3,244.0,13.99018383026123
cd4_mix,LPCAT3,0.6529209621993127,0.865979381443299,0.21305841924398627,3,442.0,8.130402565002441
cd4_mix,MAN2A1,0.19587628865979378,0.04123711340206182,-0.15463917525773196,1,196.0,5.059769630432129
cd4_mix,MAP2K2,0.6323024054982818,0.8041237113402062,0.17182130584192445,3,523.0,15.147293090820312
cd4_mix,MAPK12,0.6872852233676976,0.6426116838487972,-0.04467353951890041,1,46.0,6.114532947540283
cd4_mix,MAPK7,0.6254295532646048,0.4914089347079038,-0.134020618556701,2,312.0,6.068933010101318
cd4_mix,MARCKSL1,0.4742268041237113,0.6082474226804124,0.1340206185567011,3,362.0,18.925386428833008
cd4_mix,MBD4,0.8281786941580755,0.9690721649484536,0.14089347079037806,3,872.0,11.184758186340332
cd4_mix,MED13,0.831615120274914,0.8075601374570447,-0.02405498281786933,3,644.0,14.554359436035156
cd4_mix,MED15,0.8384879725085911,0.9312714776632303,0.09278350515463918,3,1001.0,17.50279998779297
cd4_mix,MED25,0.9587628865979382,0.9862542955326461,0.027491408934707917,3,576.0,13.524676322937012
cd4_mix,MLKL,0.731958762886598,0.6769759450171822,-0.054982817869415834,2,598.0,6.363129138946533
cd4_mix,MLLT10,0.12714776632302405,0.09621993127147765,-0.030927835051546393,3,349.0,10.770960807800293
cd4_mix,MSANTD4,0.9553264604810997,0.9828178694158075,0.027491408934707806,3,723.0,16.012990951538086
cd4_mix,MSI2,0.70446735395189,0.39518900343642616,-0.3092783505154638,3,501.0,14.188887596130371
cd4_mix,MTA1,0.604810996563574,0.4054982817869416,-0.19931271477663237,3,486.0,13.562335014343262
cd4_mix,MTF1,1.0,1.0,0.0,3,775.0,32.45376968383789
cd4_mix,MTHFSD,0.9381443298969072,0.8213058419243986,-0.11683848797250862,3,690.0,6.501739025115967
cd4_mix,MTM1,0.21993127147766323,0.9896907216494846,0.7697594501718213,3,315.0,8.01487922668457
cd4_mix,MYD88,0.7731958762886598,0.8625429553264605,0.0893470790378007,3,1140.0,8.828007698059082
cd4_mix,MYPOP,0.9415807560137457,0.9862542955326461,0.04467353951890041,3,470.0,11.801786422729492
cd4_mix,MYRF,0.9828178694158075,0.9896907216494846,0.0068728522336770626,3,1917.0,23.94435691833496
cd4_mix,NABP2,0.9965635738831615,0.9965635738831615,0.0,3,1397.0,16.349843978881836
cd4_mix,NAIF1,1.0,1.0,0.0,3,908.0,35.786895751953125
cd4_mix,NCLN,0.8178694158075601,0.8831615120274914,0.06529209621993126,3,445.0,8.527778625488281
cd4_mix,NFE2L1,0.2542955326460481,0.22680412371134018,-0.027491408934707917,3,349.0,7.350538730621338
cd4_mix,NGLY1,1.0,0.9965635738831615,-0.0034364261168384758,3,411.0,7.9623541831970215
cd4_mix,NIPAL3,0.7938144329896908,0.6735395189003437,-0.1202749140893471,3,221.0,11.296324729919434
cd4_mix,NIPSNAP3A,0.6563573883161512,0.40893470790378006,-0.24742268041237114,2,153.0,8.95566177368164
cd4_mix,NT5DC1,0.7079037800687284,0.36426116838487976,-0.3436426116838487,3,231.0,11.854132652282715
cd4_mix,NUP37,0.979381443298969,1.0,0.020618556701030966,3,160.0,13.29096794128418
cd4_mix,PAN2,1.0,0.9862542955326461,-0.013745704467353903,3,476.0,10.827446937561035
cd4_mix,PAPOLA,0.831615120274914,0.8487972508591065,0.01718213058419249,3,280.0,22.68662452697754
cd4_mix,PARP3,1.0,1.0,0.0,2,695.0,12.4826078414917
cd4_mix,PATL1,0.5910652920962199,0.738831615120275,0.147766323024055,3,1188.0,8.874495506286621
cd4_mix,PBLD,0.9965635738831615,1.0,0.0034364261168384758,2,710.0,9.752972602844238
cd4_mix,PCGF1,1.0,1.0,0.0,3,824.0,14.423096656799316
cd4_mix,PCGF6,1.0,1.0,0.0,3,685.0,11.803547859191895
cd4_mix,PDCD4,0.3883161512027491,0.23711340206185572,-0.15120274914089338,3,463.0,7.802343368530273
cd4_mix,PDE6D,0.8178694158075601,0.70446735395189,-0.11340206185567014,3,403.0,8.589581489562988
cd4_mix,PDK1,0.9656357388316151,0.993127147766323,0.027491408934707917,3,354.0,6.640512466430664
cd4_mix,PDK3,0.2714776632302406,0.134020618556701,-0.13745704467353959,2,398.0,7.981294631958008
cd4_mix,PGLS,0.7835051546391752,0.8487972508591065,0.06529209621993126,2,241.0,12.336446762084961
cd4_mix,PHF11,0.6082474226804124,0.4329896907216495,-0.17525773195876293,1,21.0,5.836254596710205
cd4_mix,PHF19,0.9862542955326461,0.9965635738831615,0.010309278350515427,3,843.0,11.084291458129883
cd4_mix,PHF23,1.0,1.0,0.0,3,308.0,23.925689697265625
cd4_mix,PHF8,1.0,1.0,0.0,3,453.0,10.01844310760498
cd4_mix,PI4KB,0.8694158075601375,0.8144329896907216,-0.054982817869415834,3,236.0,7.6426801681518555
cd4_mix,PIM2,0.5395189003436427,0.6804123711340206,0.14089347079037795,3,375.0,9.124506950378418
cd4_mix,PIN1,0.8419243986254296,0.9312714776632303,0.0893470790378007,3,152.0,7.298740863800049
cd4_mix,PINK1,0.9312714776632303,0.9896907216494846,0.05841924398625431,3,2272.0,15.796296119689941
cd4_mix,PKN3,0.6082474226804124,0.6323024054982818,0.02405498281786933,2,227.0,14.938921928405762
cd4_mix,PLAGL2,0.5395189003436427,0.8419243986254296,0.30240549828178687,3,660.0,14.162436485290527
cd4_mix,PLCG1,0.48797250859106533,0.3573883161512027,-0.13058419243986263,3,482.0,10.79953670501709
cd4_mix,PNP,0.6804123711340206,0.6907216494845361,0.010309278350515427,3,798.0,19.32916831970215
cd4_mix,POLD4,0.302405498281787,0.4914089347079038,0.18900343642611683,3,1144.0,11.143461227416992
cd4_mix,POR,0.7560137457044673,0.8144329896907216,0.05841924398625431,3,363.0,10.148706436157227
cd4_mix,PPIF,0.3436426116838488,0.2852233676975945,-0.05841924398625431,3,848.0,14.24889087677002
cd4_mix,PPIP5K2,0.04810996563573888,0.1786941580756014,0.13058419243986252,3,506.0,9.99988079071045
cd4_mix,PQBP1,1.0,0.9965635738831615,-0.0034364261168384758,3,851.0,19.451581954956055
cd4_mix,PRDX3,0.697594501718213,0.3573883161512027,-0.3402061855670103,3,590.0,19.531774520874023
cd4_mix,PRKAB2,0.8797250859106529,0.9518900343642611,0.07216494845360821,3,1024.0,18.365962982177734
cd4_mix,PRKACA,0.2852233676975945,0.3917525773195877,0.10652920962199319,3,508.0,7.758469581604004
cd4_mix,PRMT2,0.45704467353951894,0.6151202749140894,0.15807560137457044,3,618.0,10.158608436584473
cd4_mix,PRMT6,0.9759450171821306,0.8384879725085911,-0.13745704467353947,3,455.0,30.95633888244629
cd4_mix,PRMT7,0.70446735395189,0.718213058419244,0.013745704467354014,3,450.0,14.781734466552734
cd4_mix,PRNP,0.30584192439862545,0.24398625429553267,-0.061855670103092786,3,977.0,10.35235595703125
cd4_mix,PSKH1,0.0068728522336769515,0.0034364261168384758,-0.0034364261168384758,3,281.0,7.618306636810303
cd4_mix,PSMB9,0.19587628865979378,0.20618556701030932,0.010309278350515538,2,812.0,5.4140729904174805
cd4_mix,PTMS,0.8762886597938144,0.8384879725085911,-0.037800687285223344,3,1232.0,30.381601333618164
cd4_mix,PTOV1,0.16151202749140892,0.10652920962199308,-0.054982817869415834,3,225.0,7.700051784515381
cd4_mix,PYCR1,0.12371134020618557,0.02405498281786944,-0.09965635738831613,3,607.0,16.467159271240234
cd4_mix,R3HCC1L,0.9965635738831615,1.0,0.0034364261168384758,2,185.0,6.655606746673584
cd4_mix,RAB11FIP5,0.8625429553264605,0.7250859106529209,-0.13745704467353959,2,48.0,5.37095832824707
cd4_mix,RAB5A,0.9415807560137457,0.8865979381443299,-0.054982817869415834,2,200.0,9.882556915283203
cd4_mix,RABEP2,0.061855670103092786,0.15807560137457044,0.09621993127147765,3,661.0,13.690144538879395
cd4_mix,RBM18,1.0,1.0,0.0,3,334.0,29.565927505493164
cd4_mix,RBM26,1.0,1.0,0.0,3,510.0,10.85753345489502
cd4_mix,RBM4B,0.3745704467353952,0.2714776632302406,-0.1030927835051546,3,628.0,7.19591760635376
cd4_mix,RBM5,0.993127147766323,1.0,0.0068728522336769515,3,482.0,7.285253047943115
cd4_mix,RC3H2,0.8041237113402062,0.7869415807560137,-0.01718213058419249,3,477.0,5.893111228942871
cd4_mix,REV1,0.0893470790378007,0.46735395189003437,0.37800687285223367,3,203.0,9.195423126220703
cd4_mix,RFK,0.7353951890034365,0.9965635738831615,0.26116838487972505,1,46.0,20.98309898376465
cd4_mix,RNF10,0.38144329896907214,0.7628865979381443,0.38144329896907214,3,721.0,23.126482009887695
cd4_mix,RNF141,0.46735395189003437,0.3917525773195877,-0.07560137457044669,3,1354.0,16.323461532592773
cd4_mix,RNF2,0.9828178694158075,0.9175257731958762,-0.06529209621993126,3,586.0,7.9048285484313965
cd4_mix,RSRC1,0.9037800687285223,0.7250859106529209,-0.1786941580756014,3,530.0,17.278318405151367
cd4_mix,S100A11,0.6013745704467354,0.8384879725085911,0.23711340206185572,3,365.0,16.224504470825195
cd4_mix,SAP30L,0.8006872852233677,0.8109965635738832,0.010309278350515427,3,480.0,6.620040416717529
cd4_mix,SCAF8,1.0,1.0,0.0,1,181.0,12.281618118286133
cd4_mix,SEMA4F,0.6597938144329897,0.6426116838487972,-0.01718213058419249,2,433.0,10.1648530960083
cd4_mix,SFXN4,0.49828178694158076,0.4604810996563574,-0.037800687285223344,3,1169.0,16.633930206298828
cd4_mix,SH2D3A,0.24742268041237114,0.2989690721649485,0.05154639175257736,3,919.0,12.645520210266113
cd4_mix,SHPRH,0.37800687285223367,0.32302405498281783,-0.054982817869415834,3,325.0,18.57823371887207
cd4_mix,SIN3B,1.0,1.0,0.0,3,124.0,11.514955520629883
cd4_mix,SLC25A13,0.865979381443299,0.9965635738831615,0.13058419243986252,3,733.0,13.027055740356445
cd4_mix,SLC39A1,0.5326460481099656,0.6185567010309279,0.08591065292096223,3,848.0,11.829736709594727
cd4_mix,SLC44A1,0.7594501718213058,0.6323024054982818,-0.12714776632302405,2,453.0,8.284777641296387
cd4_mix,SLIRP,0.8213058419243986,1.0,0.1786941580756014,2,147.0,14.377092361450195
cd4_mix,SMARCA5,1.0,1.0,0.0,3,896.0,22.323015213012695
cd4_mix,SMARCC2,0.33333333333333337,0.5051546391752577,0.17182130584192434,3,704.0,7.305187702178955
cd4_mix,SMYD2,0.5085910652920962,0.35051546391752575,-0.15807560137457044,3,474.0,7.883012771606445
cd4_mix,SND1,0.35051546391752575,0.28865979381443296,-0.061855670103092786,3,538.0,15.873887062072754
cd4_mix,SNN,0.3264604810996563,0.4639175257731959,0.13745704467353959,2,124.0,5.65993595123291
cd4_mix,SNRK,0.5567010309278351,0.5051546391752577,-0.05154639175257736,3,522.0,5.5508928298950195
cd4_mix,SNX4,0.3470790378006873,0.24398625429553267,-0.1030927835051546,3,312.0,8.68355941772461
cd4_mix,SOCS5,0.9759450171821306,0.9656357388316151,-0.010309278350515427,2,580.0,11.667880058288574
cd4_mix,SRSF5,0.9209621993127148,0.8934707903780069,-0.027491408934707917,3,502.0,14.751495361328125
cd4_mix,SSR4,1.0,1.0,0.0,3,590.0,26.201345443725586
cd4_mix,STAT6,0.24742268041237114,0.42611683848797255,0.1786941580756014,3,573.0,11.368584632873535
cd4_mix,STK3,0.9965635738831615,1.0,0.0034364261168384758,2,238.0,15.974594116210938
cd4_mix,STT3A,0.718213058419244,0.8075601374570447,0.0893470790378007,1,66.0,7.417746067047119
cd4_mix,SUPT7L,0.9965635738831615,0.845360824742268,-0.1512027491408935,3,349.0,11.13144588470459
cd4_mix,SYVN1,0.9965635738831615,0.9965635738831615,0.0,3,1097.0,50.77118682861328
cd4_mix,TAF15,0.6563573883161512,0.5085910652920962,-0.147766323024055,1,282.0,14.212037086486816
cd4_mix,TAF4,1.0,1.0,0.0,2,503.0,16.67942237854004
cd4_mix,TARBP2,0.17182130584192434,0.47079037800687284,0.2989690721649485,3,634.0,8.627617835998535
cd4_mix,TBC1D13,0.7147766323024055,0.8041237113402062,0.0893470790378007,2,230.0,5.6184258460998535
cd4_mix,TBC1D19,0.5463917525773196,0.9484536082474226,0.402061855670103,2,520.0,14.001153945922852
cd4_mix,TBCK,0.9484536082474226,1.0,0.05154639175257736,3,734.0,13.862205505371094
cd4_mix,TDRD7,0.21649484536082475,0.2096219931271478,-0.0068728522336769515,2,489.0,6.619426727294922
cd4_mix,TEAD4,0.865979381443299,0.6804123711340206,-0.18556701030927836,3,506.0,9.394795417785645
cd4_mix,TESK2,0.8487972508591065,0.8384879725085911,-0.010309278350515427,2,228.0,9.577296257019043
cd4_mix,TEX2,0.9312714776632303,0.9690721649484536,0.037800687285223344,3,973.0,15.869142532348633
cd4_mix,TFCP2,0.7560137457044673,0.6219931271477663,-0.134020618556701,3,768.0,13.838068962097168
cd4_mix,THAP3,0.9450171821305842,0.9725085910652921,0.027491408934707917,3,568.0,11.14048957824707
cd4_mix,THAP7,0.9621993127147767,1.0,0.037800687285223344,3,965.0,17.59796905517578
cd4_mix,TIMM17B,0.9759450171821306,0.9896907216494846,0.013745704467354014,3,682.0,16.459787368774414
cd4_mix,TIMM50,0.9656357388316151,0.9965635738831615,0.030927835051546393,3,804.0,10.315359115600586
cd4_mix,TMCO6,0.4776632302405498,0.4604810996563574,-0.01718213058419238,3,359.0,7.297646522521973
cd4_mix,TMED3,0.6391752577319587,0.7216494845360825,0.08247422680412375,3,381.0,9.452922821044922
cd4_mix,TMEM104,0.9725085910652921,1.0,0.027491408934707917,2,587.0,9.259096145629883
cd4_mix,TMEM147,0.9587628865979382,0.9381443298969072,-0.020618556701030966,1,93.0,7.156838417053223
cd4_mix,TMEM186,0.9518900343642611,1.0,0.04810996563573888,3,509.0,8.453319549560547
cd4_mix,TMEM209,0.8178694158075601,0.7422680412371134,-0.07560137457044669,3,348.0,13.342916488647461
cd4_mix,TMEM41B,0.6494845360824743,0.13058419243986252,-0.5189003436426117,3,287.0,9.12649154663086
cd4_mix,TMEM79,1.0,1.0,0.0,2,317.0,9.483779907226562
cd4_mix,TMF1,0.6460481099656357,0.563573883161512,-0.08247422680412364,3,788.0,13.109375
cd4_mix,TRAPPC6A,0.8006872852233677,0.711340206185567,-0.0893470790378007,3,811.0,13.108490943908691
cd4_mix,TRIB3,0.5395189003436427,0.738831615120275,0.19931271477663226,3,383.0,11.054818153381348
cd4_mix,TRIM35,0.5841924398625429,0.6185567010309279,0.03436426116838498,3,801.0,27.426612854003906
cd4_mix,TRIP4,0.5051546391752577,0.9828178694158075,0.4776632302405498,3,766.0,11.03738021850586
cd4_mix,TRMT1,0.16151202749140892,0.020618556701030966,-0.14089347079037795,3,351.0,6.660492420196533
cd4_mix,TRPC4AP,0.7250859106529209,0.9450171821305842,0.21993127147766323,3,568.0,8.783759117126465
cd4_mix,TTBK2,0.16151202749140892,0.2852233676975945,0.12371134020618557,2,202.0,10.17492961883545
cd4_mix,TWF2,0.19931271477663226,0.5257731958762887,0.3264604810996564,3,368.0,6.936033725738525
cd4_mix,TXNDC16,0.6357388316151202,0.8006872852233677,0.1649484536082475,2,552.0,8.87893295288086
cd4_mix,UNK,0.2680412371134021,0.4914089347079038,0.2233676975945017,1,225.0,15.091339111328125
cd4_mix,UPF3B,0.9965635738831615,0.993127147766323,-0.0034364261168384758,3,580.0,13.827725410461426
cd4_mix,UROS,0.7835051546391752,0.9140893470790378,0.13058419243986252,2,227.0,7.9464640617370605
cd4_mix,USP28,0.5429553264604812,0.570446735395189,0.027491408934707806,3,505.0,9.096137046813965
cd4_mix,VAPB,0.7731958762886598,0.7422680412371134,-0.030927835051546393,1,148.0,8.056632041931152
cd4_mix,VIM,0.1924398625429553,0.3264604810996563,0.134020618556701,3,185.0,27.39082145690918
cd4_mix,WBP4,0.9862542955326461,1.0,0.013745704467353903,3,431.0,18.46576690673828
cd4_mix,YIPF6,0.8831615120274914,0.738831615120275,-0.14432989690721643,3,494.0,7.63846492767334
cd4_mix,ZBTB34,0.3161512027491409,0.21649484536082475,-0.09965635738831613,3,958.0,15.541243553161621
cd4_mix,ZBTB41,0.33333333333333337,0.429553264604811,0.09621993127147765,3,585.0,8.890396118164062
cd4_mix,ZBTB48,1.0,1.0,0.0,3,210.0,8.541581153869629
cd4_mix,ZC2HC1A,0.5360824742268041,0.5360824742268041,0.0,2,647.0,7.393055438995361
cd4_mix,ZC3HAV1,0.9381443298969072,0.7628865979381443,-0.17525773195876293,3,491.0,9.358643531799316
cd4_mix,ZDHHC12,0.05841924398625431,0.13058419243986252,0.07216494845360821,3,637.0,9.041585922241211
cd4_mix,ZDHHC4,0.8556701030927836,0.9862542955326461,0.13058419243986252,3,755.0,22.726972579956055
cd4_mix,ZFP62,0.5429553264604812,0.9759450171821306,0.4329896907216494,3,689.0,10.218019485473633
cd4_mix,ZHX3,0.2714776632302406,0.27835051546391754,0.0068728522336769515,3,434.0,30.889326095581055
cd4_mix,ZKSCAN1,0.32302405498281783,0.9518900343642611,0.6288659793814433,3,623.0,12.688444137573242
cd4_mix,ZKSCAN2,0.36426116838487976,0.6735395189003437,0.30927835051546393,3,268.0,7.673372268676758
cd4_mix,ZKSCAN3,0.6426116838487972,0.865979381443299,0.2233676975945018,3,672.0,5.3720598220825195
cd4_mix,ZNF16,0.845360824742268,0.6941580756013745,-0.1512027491408935,3,338.0,9.227710723876953
cd4_mix,ZNF174,0.979381443298969,0.9175257731958762,-0.061855670103092786,3,323.0,12.658672332763672
cd4_mix,ZNF219,0.2714776632302406,0.2508591065292096,-0.020618556701030966,2,85.0,31.475425720214844
cd4_mix,ZNF22,0.45704467353951894,0.415807560137457,-0.04123711340206193,3,463.0,11.434000968933105
cd4_mix,ZNF25,0.23367697594501713,0.044673539518900296,-0.18900343642611683,3,682.0,12.421170234680176
cd4_mix,ZNF251,0.32302405498281783,0.08247422680412375,-0.24054982817869408,3,349.0,9.03108024597168
cd4_mix,ZNF280C,0.8178694158075601,0.859106529209622,0.04123711340206193,3,642.0,9.558704376220703
cd4_mix,ZNF282,0.19587628865979378,0.44329896907216493,0.24742268041237114,3,781.0,13.890900611877441
cd4_mix,ZNF32,0.1649484536082474,0.21305841924398627,0.04810996563573888,3,181.0,9.390288352966309
cd4_mix,ZNF324,0.5085910652920962,0.7560137457044673,0.24742268041237114,3,475.0,8.462417602539062
cd4_mix,ZNF397,0.8831615120274914,0.8831615120274914,0.0,3,239.0,7.849701881408691
cd4_mix,ZNF410,0.9518900343642611,0.9965635738831615,0.04467353951890041,3,784.0,11.176142692565918
cd4_mix,ZNF444,0.6151202749140894,0.7869415807560137,0.17182130584192434,3,481.0,12.142208099365234
cd4_mix,ZNF462,0.9690721649484536,1.0,0.030927835051546393,3,659.0,21.130434036254883
cd4_mix,ZNF496,0.06872852233676974,0.037800687285223344,-0.030927835051546393,3,245.0,16.1742000579834
cd4_mix,ZNF507,1.0,1.0,0.0,3,676.0,15.621662139892578
cd4_mix,ZNF514,0.5979381443298969,0.604810996563574,0.0068728522336770626,3,1014.0,8.988431930541992
cd4_mix,ZNF526,0.3539518900343642,0.570446735395189,0.21649484536082475,3,690.0,17.31814193725586
cd4_mix,ZNF530,0.9484536082474226,0.979381443298969,0.030927835051546393,3,845.0,7.722411155700684
cd4_mix,ZNF543,0.9003436426116839,0.8900343642611683,-0.010309278350515538,3,389.0,7.597532272338867
cd4_mix,ZNF627,0.7525773195876289,0.48453608247422686,-0.268041237113402,3,1151.0,11.059776306152344
cd4_mix,ZNF628,0.8694158075601375,0.9278350515463918,0.05841924398625431,2,193.0,7.239253044128418
cd4_mix,ZNF641,0.2955326460481099,0.13058419243986252,-0.1649484536082474,3,382.0,7.381576061248779
cd4_mix,ZNF670,0.28865979381443296,0.2405498281786942,-0.04810996563573877,3,357.0,10.160428047180176
cd4_mix,ZNF714,0.7697594501718213,0.872852233676976,0.1030927835051546,3,417.0,7.142824649810791
cd4_mix,ZNF740,0.4329896907216495,0.39518900343642616,-0.037800687285223344,3,353.0,7.587243556976318
cd4_mix,ZNF768,0.39518900343642616,0.4467353951890034,0.05154639175257725,3,887.0,5.942983627319336
