held_out,shape,arm,targets,pds_proxy,reach_proxy,prec_200,yield_200,mse_ratio,pds_minus_base,pds_minus_base_ci95,pds_minus_base_nb_targets,reach_minus_base,reach_minus_base_ci95,reach_minus_base_nb_targets
orion_hct116,t19,cis_add_5kb,265,0.7081046312178388,0.04771864576279752,0.5154716981132075,0.5047536960767223,1.2589862957271771,0.0022298456260720404,"[0.0011002715837621464, 0.00361635220125786]",0.008819538670284935,0.000158457894306951,"[0.0, 0.0004279996732826926]",0.0006267364476319704
orion_hct116,t19,cis_shuffled_5kb,265,0.7058033161806747,0.04737337673454699,0.5154150943396226,0.5047086328783343,1.2585839202979672,-7.146941109205337e-05,"[-0.0009576901086335048, 0.0007861635220125796]",-0.0002826775214834947,-0.00018681113394358306,"[-0.0005604334018307492, 0.0]",-0.0007388798581350672
orion_hct116,t19,cis_replace_10kb,265,0.6971269296740995,0.04721764509926409,0.5153584905660377,0.5046404885295525,1.2578906106609549,-0.008747855917667238,"[-0.014708404802744424, -0.0038307604345340193]",-0.03312980551786522,-0.00034254276922647986,"[-0.0007586719468992746, 4.1977918433499034e-05]",-0.0010322184520558642
orion_hct116,t19,cis_min_10kb,265,0.7063607775871927,0.04771864576279752,0.515433962264151,0.5047159602276657,1.2584898228207677,0.00048599199542595766,"[9.96998284734129e-05, 0.000943753573470553]",0.0015829941203075533,0.000158457894306951,"[0.0, 0.00040676304827248256]",0.0006267364476319704
orion_hct116,t19,cis_fill_10kb,265,0.7058747855917668,0.04756018786849057,0.5154528301886793,0.5047348281521941,1.2584712887128673,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0
orion_hct116,t19,cis_add_10kb,265,0.7085048599199543,0.0477885269647542,0.5155094339622642,0.5047914319257789,1.2589930439133021,0.002630074328187535,"[0.0014865637507146933, 0.004073756432246998]",0.009441429217548617,0.00022833909626362466,"[0.0, 0.0005265593944839229]",0.0009031322464158289
orion_hct116,t19,cis_shuffled_10kb,265,0.7054745568896512,0.04756018786849057,0.5152641509433963,0.5045549539383576,1.2586397279889285,-0.00040022870211549506,"[-0.0007146941109205278, -0.00012864493996569458]",-0.0016395296246042566,0.0,"[0.0, 0.0]",0.0
orion_hct116,none,cis_only_2kb,265,0.561249285305889,0.0009150631334198969,,,0.9998931911476722,,,,,,
orion_hct116,none,cis_only_5kb,265,0.5702830188679245,0.0012773372966678885,,,0.9998831230463665,,,,,,
orion_hct116,none,cis_only_10kb,265,0.5880074328187536,0.0014973959165079298,,,0.9998709589055343,,,,,,
orion_hek293t,t16,base,278,0.6589356673505962,0.03731241137905698,0.5170143884892087,0.4883939571915576,1.3801796325123548,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t16,cis_replace_2kb,278,0.6555982650702542,0.03713359542076311,0.517068345323741,0.48844572514646145,1.3801188964341093,-0.003337402280341791,"[-0.0061816611692595376, -0.0011947121003558162]",-0.013254254770500256,-0.0001788159582938724,"[-0.00041862411177109063, 0.0]",-0.0007101548057956646
orion_hek293t,t16,cis_min_2kb,278,0.6591304573669584,0.03731241137905698,0.517068345323741,0.48844572514646145,1.3802338907705218,0.00019479001636236174,"[-0.00011687400981741689, 0.0005973560501779088]",0.0007735946364105223,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t16,cis_fill_2kb,278,0.6589356673505962,0.03731241137905698,0.5170143884892087,0.4883939571915576,1.3801796175542733,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t16,cis_add_2kb,278,0.6613510635534894,0.03733447961403954,0.517068345323741,0.48844572514646145,1.3806495808976313,0.00241539620289328,"[0.0010778380905383988, 0.00397371633379217]",0.009592573491490456,2.2068234982566096e-05,"[0.0, 6.620470494769828e-05]",8.764241893076249e-05
orion_hek293t,t16,cis_shuffled_2kb,278,0.6588967093473236,0.03731241137905698,0.5169964028776979,0.48836612425428755,1.380335643395127,-3.895800327247123e-05,"[-0.0006493000545412011, 0.0005454120458146136]",-0.00015471892728210004,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t16,cis_replace_5kb,278,0.6548710490091681,0.03705706090369591,0.5170503597122302,0.48842773953495056,1.380069920609353,-0.00406461834142794,"[-0.006999779237981456, -0.0017008414928706861]",-0.016142341413099538,-0.00025535047536106973,"[-0.0005451121598326206, -3.1009675018605804e-05]",-0.0010141061735768194
orion_hek293t,t16,cis_min_5kb,278,0.6590914993636859,0.03731241137905698,0.517068345323741,0.48844572514646134,1.3802390139938516,0.00015583201308988972,"[-0.00019479001636236095, 0.0005454120458146132]",0.0006188757091284191,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t16,cis_fill_5kb,278,0.6589356673505962,0.03731241137905698,0.5170143884892087,0.4883939571915576,1.3801812654052847,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t16,cis_add_5kb,278,0.6614939095654884,0.037411014131106736,0.5170863309352518,0.4884637107579721,1.380689362843662,0.002558242214892345,"[0.0012466561047191117, 0.004103576344700413]",0.01015987622485817,9.86027520497634e-05,"[0.0, 0.0002737400211667241]",0.0003915937867119175
orion_hek293t,t16,cis_shuffled_5kb,278,0.6591044853647768,0.03731241137905698,0.5169064748201438,0.4882714713606356,1.3803992153574312,0.0001688180141807136,"[-0.00042853803599719314, 0.0008051320676310963]",0.0006704486848891197,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t16,cis_replace_10kb,278,0.654728202997169,0.036971688586239976,0.5170143884892086,0.4883968146345831,1.380059436317483,-0.004207464353427006,"[-0.007285795912006855, -0.001818040152715374]",-0.016142341413099538,-0.00034072279281700563,"[-0.000669452605769988, -8.536599013216562e-05]",-0.0010141061735768194
orion_hek293t,t16,cis_min_10kb,278,0.6591304573669584,0.03731241137905698,0.517068345323741,0.48844572514646134,1.3802381736345977,0.00019479001636236215,"[-0.0001168740098174173, 0.0005454120458146132]",0.0006188757091284191,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t16,cis_fill_10kb,278,0.6589356673505962,0.03731241137905698,0.5170143884892087,0.4883939571915576,1.3801812652652303,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t16,cis_add_10kb,278,0.6616367555774874,0.037411014131106736,0.5171043165467626,0.48848169636948297,1.3806998955551248,0.00270108822689141,"[0.0013635301145365306, 0.004272394358881124]",0.010366168127900977,9.86027520497634e-05,"[0.0, 0.0002737400211667241]",0.0003915937867119175
orion_hek293t,t16,cis_shuffled_10kb,278,0.6588967093473236,0.03731241137905698,0.5170143884892087,0.4883793850297002,1.3804233100748116,-3.895800327247163e-05,"[-0.0006366387034776505, 0.0004415240370880214]",3.1720657846433043e-18,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,base,278,0.6741033166246787,0.042099754524293834,0.5207913669064749,0.49142980587313184,1.4543612717119097,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_replace_2kb,278,0.6671947640443602,0.0417942017201825,0.5208453237410072,0.4914837627076642,1.453390936684209,-0.006908552580318414,"[-0.01188219099810404, -0.003142287613952159]",-0.02743682310469313,-0.00030555280411133606,"[-0.0006099117139848533, -7.053180984624065e-05]",-0.0012134811363278776
orion_hek293t,t19,cis_min_2kb,278,0.6741033166246787,0.042099754524293834,0.5208453237410072,0.4914837627076642,1.4544057010022575,1.1980824006746294e-18,"[-0.00031166402617977744, 0.0002856920239981309]",4.758098676964957e-18,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_fill_2kb,278,0.6741033166246787,0.042099754524293834,0.5207913669064749,0.49142980587313184,1.454361256753828,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_add_2kb,278,0.6761031607926655,0.042099754524293834,0.5208273381294963,0.4914657770961534,1.4552589770099087,0.0019998441679869115,"[0.0007791600654494466, 0.003507194244604313]",0.00794223826714802,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_shuffled_2kb,278,0.6740643586214061,0.042099754524293834,0.5208453237410072,0.4914673672525901,1.4545174214343661,-3.895800327247123e-05,"[-0.0005324260447237877, 0.0005067786925694116]",-0.00015471892728210004,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_replace_5kb,278,0.6661558839570942,0.0416411326860481,0.5208273381294962,0.4914759767286553,1.4530958039007433,-0.007947432667584343,"[-0.012661675713580761, -0.003960405682674077]",-0.03156266116554925,-0.0004586218382457306,"[-0.0008254059775218951, -0.00014778778436622095]",-0.0018213838718901872
orion_hek293t,t19,cis_min_5kb,278,0.674155260629042,0.042099754524293834,0.520863309352518,0.4915119479516768,1.4544105204439635,5.194400436329711e-05,"[-0.00028601667402540097, 0.00035062202945225187]",0.0002062919030428085,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_fill_5kb,278,0.6741292886268603,0.042099754524293834,0.5207913669064749,0.49142980587313184,1.4543629046048394,2.5972002181648554e-05,"[0.0, 7.791600654494566e-05]",0.00010314595152140425,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_add_5kb,278,0.6762979508090279,0.042099754524293834,0.520863309352518,0.4915017483191749,1.4553441305560346,0.0021946341843492724,"[0.0008953847752123207, 0.003727306963093785]",0.008715832903558538,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_shuffled_5kb,278,0.6742072046334052,0.042099754524293834,0.5208093525179857,0.49144156117477283,1.4545809105137992,0.00010388800872659221,"[-0.00048048204036049225, 0.0007535127132950664]",0.00041258380608560907,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_replace_10kb,278,0.6657663039243695,0.04155576036859216,0.520773381294964,0.49143433181115076,1.4530538029513538,-0.008337012700309065,"[-0.01307722774848713, -0.004207464353427003]",-0.03192367199587416,-0.0005439941557016665,"[-0.0009449428624466916, -0.00021490864827822506]",-0.0018213838718901872
orion_hek293t,t19,cis_min_10kb,278,0.6741163026257695,0.042099754524293834,0.520863309352518,0.4915119479516768,1.4544096076729942,1.2986001090825075e-05,"[-0.00033763602836142437, 0.00029867802508895514]",0.00015471892728210638,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_fill_10kb,278,0.6741292886268603,0.042099754524293834,0.5207913669064749,0.49142980587313184,1.4543629044647852,2.5972002181648554e-05,"[0.0, 7.791600654494566e-05]",0.00010314595152140425,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_add_10kb,278,0.6764407968210271,0.042099754524293834,0.5209352517985611,0.49157369076521806,1.4553666047023435,0.0023374801963483376,"[0.0010908240916292263, 0.0038831389761836733]",0.008973697782362044,0.0,"[0.0, 0.0]",0.0
orion_hek293t,t19,cis_shuffled_10kb,278,0.6737656805963171,0.042099754524293834,0.520863309352518,0.49149441135960037,1.4546056229640774,-0.00033763602836142637,"[-0.0012469807547463832, 0.0002730306729345765]",-0.0012893243940175357,0.0,"[0.0, 0.0]",0.0
orion_hek293t,none,cis_only_2kb,278,0.5569825727865361,0.0008144776001170938,,,0.9999512990522754,,,,,,
orion_hek293t,none,cis_only_5kb,278,0.5691504558086383,0.0010531924033504948,,,0.9999413415388622,,,,,,
orion_hek293t,none,cis_only_10kb,278,0.5895644495234138,0.0011995328954192829,,,0.9999292651619284,,,,,,
