held_out,shape,arm,target,pds,reach,has_neighbour_5kb
k562,t19,cis_min_5kb,COQ10B,0.9962962962962963,0.034482758620689655,False
k562,t19,cis_min_5kb,CSNK2A1,1.0,0.10869565217391304,False
k562,t19,cis_min_5kb,CYTH2,0.6370370370370371,0.12,False
k562,t19,cis_min_5kb,DBF4B,0.5037037037037038,0.0,False
k562,t19,cis_min_5kb,DBN1,0.9222222222222223,0.014492753623188406,False
k562,t19,cis_min_5kb,DCAF16,0.9,0.017543859649122806,True
k562,t19,cis_min_5kb,DCP2,1.0,0.2508710801393728,False
k562,t19,cis_min_5kb,DDHD1,0.9962962962962963,0.28888888888888886,False
k562,t19,cis_min_5kb,DEAF1,0.2851851851851852,0.09090909090909091,False
k562,t19,cis_min_5kb,DEK,0.9888888888888889,0.07692307692307693,False
k562,t19,cis_min_5kb,DHRS1,0.9851851851851852,0.07692307692307693,True
k562,t19,cis_min_5kb,DHX35,1.0,0.0,False
k562,t19,cis_min_5kb,DLAT,0.7259259259259259,0.0,False
k562,t19,cis_min_5kb,DMTF1,0.7407407407407407,0.03225806451612903,False
k562,t19,cis_min_5kb,DNTTIP1,1.0,0.19285714285714287,True
k562,t19,cis_min_5kb,DRG2,0.8962962962962963,0.03571428571428571,False
k562,t19,cis_min_5kb,DTNBP1,0.762962962962963,0.1111111111111111,False
k562,t19,cis_min_5kb,DVL3,0.10370370370370374,0.0,False
k562,t19,cis_min_5kb,E2F1,1.0,0.20588235294117646,False
k562,t19,cis_min_5kb,E2F4,0.9148148148148149,0.038461538461538464,True
k562,t19,cis_min_5kb,EAPP,0.9962962962962963,0.09259259259259259,False
k562,t19,cis_min_5kb,EEF1A2,0.9666666666666667,0.125,False
k562,t19,cis_min_5kb,ELK1,1.0,0.18181818181818182,False
k562,t19,cis_min_5kb,EPC2,1.0,0.02127659574468085,False
k562,t19,cis_min_5kb,EPM2AIP1,1.0,0.15853658536585366,True
k562,t19,cis_min_5kb,EZH2,0.9925925925925926,0.1864406779661017,False
k562,t19,cis_min_5kb,FAM120A,0.9703703703703703,0.20588235294117646,True
k562,t19,cis_min_5kb,FCGRT,1.0,0.04195804195804196,False
k562,t19,cis_min_5kb,FHL3,0.8111111111111111,0.03571428571428571,True
k562,t19,cis_min_5kb,FOXN2,1.0,0.5833333333333334,False
k562,t19,cis_min_5kb,FOXO4,1.0,0.20408163265306123,False
k562,t19,cis_min_5kb,FUBP3,1.0,0.08,False
k562,t19,cis_min_5kb,FXYD5,0.7777777777777778,0.0,False
k562,t19,cis_min_5kb,FZD2,0.3111111111111111,0.09523809523809523,False
k562,t19,cis_min_5kb,GIGYF2,1.0,0.4112903225806452,False
k562,t19,cis_min_5kb,GLI3,1.0,0.08333333333333333,False
k562,t19,cis_min_5kb,GLYR1,0.5518518518518518,0.0,True
k562,t19,cis_min_5kb,GMEB2,1.0,0.38181818181818183,False
k562,t19,cis_min_5kb,GPATCH8,1.0,0.1,False
k562,t19,cis_min_5kb,GRAMD1A,0.9222222222222223,0.07407407407407407,False
k562,t19,cis_min_5kb,GTF2IRD1,0.9222222222222223,0.09090909090909091,False
k562,t19,cis_min_5kb,HDAC1,0.8,0.031746031746031744,False
k562,t19,cis_min_5kb,HDAC8,0.18148148148148147,0.03225806451612903,False
k562,t19,cis_min_5kb,HMGN3,0.8666666666666667,0.09090909090909091,False
k562,t19,cis_min_5kb,HMGN4,0.9740740740740741,0.01818181818181818,False
k562,t19,cis_min_5kb,HMGXB3,1.0,0.3630573248407643,True
k562,t19,cis_min_5kb,HOMEZ,0.2148148148148148,0.3,True
k562,t19,cis_min_5kb,HSBP1,0.8777777777777778,0.11764705882352941,False
k562,t19,cis_min_5kb,HSP90AB1,0.9740740740740741,0.14705882352941177,False
k562,t19,cis_min_5kb,IFI27L2,0.9185185185185185,0.1,False
k562,t19,cis_min_5kb,IFNAR2,0.8740740740740741,0.029411764705882353,False
k562,t19,cis_min_5kb,IFNGR2,0.9851851851851852,0.07692307692307693,False
k562,t19,cis_min_5kb,IL10RB,0.9407407407407408,0.03225806451612903,False
k562,t19,cis_min_5kb,IREB2,0.9074074074074074,0.10526315789473684,False
k562,t19,cis_min_5kb,KDM5A,1.0,0.08333333333333333,True
k562,t19,cis_min_5kb,KHDRBS1,0.9074074074074074,0.0,False
k562,t19,cis_min_5kb,KHSRP,1.0,0.2830188679245283,False
k562,t19,cis_min_5kb,KIF2A,0.625925925925926,0.07547169811320754,False
k562,t19,cis_min_5kb,KMT2A,0.8925925925925926,0.0,False
k562,t19,cis_min_5kb,LDLR,1.0,0.4032258064516129,False
k562,t19,cis_min_5kb,LENG1,0.7962962962962963,0.06060606060606061,False
k562,t19,cis_min_5kb,LMAN1,0.7518518518518519,0.13333333333333333,False
k562,t19,cis_min_5kb,LMBRD2,0.7555555555555555,0.29545454545454547,True
k562,t19,cis_min_5kb,LPCAT3,0.9111111111111111,0.0,False
k562,t19,cis_min_5kb,MAN2A1,0.09259259259259256,0.0,False
k562,t19,cis_min_5kb,MAP2K2,0.36296296296296293,0.0,False
k562,t19,cis_min_5kb,MAPK12,0.5185185185185186,0.0,False
k562,t19,cis_min_5kb,MARCKSL1,0.8925925925925926,0.13043478260869565,False
k562,t19,cis_min_5kb,MBD4,0.2777777777777778,0.06666666666666667,False
k562,t19,cis_min_5kb,MED13,0.9925925925925926,0.0,False
k562,t19,cis_min_5kb,MED15,0.9037037037037037,0.03225806451612903,True
k562,t19,cis_min_5kb,MED25,1.0,0.05747126436781609,True
k562,t19,cis_min_5kb,MLLT10,0.9185185185185185,0.047619047619047616,True
k562,t19,cis_min_5kb,MSANTD4,1.0,0.02912621359223301,False
k562,t19,cis_min_5kb,MSI2,0.5666666666666667,0.0,False
k562,t19,cis_min_5kb,MTA1,1.0,0.1724137931034483,False
k562,t19,cis_min_5kb,MTF1,1.0,0.08275862068965517,False
k562,t19,cis_min_5kb,MTHFSD,0.7296296296296296,0.034482758620689655,False
k562,t19,cis_min_5kb,MTM1,0.8333333333333334,0.16666666666666666,False
k562,t19,cis_min_5kb,MYD88,0.9037037037037037,0.09523809523809523,True
k562,t19,cis_min_5kb,MYPOP,0.9555555555555556,0.09090909090909091,False
k562,t19,cis_min_5kb,MYRF,0.7185185185185186,0.04,False
k562,t19,cis_min_5kb,NABP2,1.0,0.640625,True
k562,t19,cis_min_5kb,NAIF1,1.0,0.11764705882352941,True
k562,t19,cis_min_5kb,NCLN,0.8888888888888888,0.08333333333333333,False
k562,t19,cis_min_5kb,NFE2L1,0.11111111111111116,0.07142857142857142,False
k562,t19,cis_min_5kb,NGLY1,0.9925925925925926,0.20952380952380953,False
k562,t19,cis_min_5kb,NIPAL3,0.7703703703703704,0.038461538461538464,True
k562,t19,cis_min_5kb,NIPSNAP3A,0.5518518518518518,0.0,False
k562,t19,cis_min_5kb,NT5DC1,0.5444444444444445,0.045454545454545456,False
k562,t19,cis_min_5kb,NUP37,1.0,0.037037037037037035,True
k562,t19,cis_min_5kb,PAN2,1.0,0.10185185185185185,True
k562,t19,cis_min_5kb,PAPOLA,1.0,0.0,False
k562,t19,cis_min_5kb,PATL1,0.9407407407407408,0.011764705882352941,False
k562,t19,cis_min_5kb,PCGF1,1.0,0.17094017094017094,False
k562,t19,cis_min_5kb,PCGF6,1.0,0.35714285714285715,False
k562,t19,cis_min_5kb,PDCD4,0.31481481481481477,0.0,False
k562,t19,cis_min_5kb,PDE6D,0.48888888888888893,0.034482758620689655,True
k562,t19,cis_min_5kb,PDK1,0.41481481481481486,0.0,False
k562,t19,cis_min_5kb,PGLS,0.1962962962962963,0.09523809523809523,False
k562,t19,cis_min_5kb,PHF19,0.437037037037037,0.041666666666666664,False
k562,t19,cis_min_5kb,PHF23,1.0,0.0,True
k562,t19,cis_min_5kb,PHF8,0.9962962962962963,0.4117647058823529,False
k562,t19,cis_min_5kb,PI4KB,0.7444444444444445,0.14285714285714285,False
k562,t19,cis_min_5kb,PIM2,0.9259259259259259,0.0,False
k562,t19,cis_min_5kb,PIN1,0.1074074074074074,0.16666666666666666,False
k562,t19,cis_min_5kb,PINK1,0.9666666666666667,0.0425531914893617,False
k562,t19,cis_min_5kb,PKN3,0.8222222222222222,0.03571428571428571,False
k562,t19,cis_min_5kb,PLAGL2,0.9888888888888889,0.02040816326530612,True
k562,t19,cis_min_5kb,PLCG1,0.2407407407407407,0.0,False
k562,t19,cis_min_5kb,PNP,0.6962962962962963,0.0,True
k562,t19,cis_min_5kb,POLD4,0.41481481481481486,0.0,False
k562,t19,cis_min_5kb,POR,0.9481481481481482,0.2222222222222222,False
k562,t19,cis_min_5kb,PPIF,0.7148148148148148,0.018867924528301886,False
k562,t19,cis_min_5kb,PPIP5K2,0.18518518518518523,0.05405405405405406,True
k562,t19,cis_min_5kb,PQBP1,1.0,0.46703296703296704,False
k562,t19,cis_min_5kb,PRDX3,0.8925925925925926,0.025,False
k562,t19,cis_min_5kb,PRKAB2,0.6222222222222222,0.125,False
k562,t19,cis_min_5kb,PRKACA,0.41481481481481486,0.041666666666666664,False
k562,t19,cis_min_5kb,PRMT2,0.9925925925925926,0.3870967741935484,False
k562,t19,cis_min_5kb,PRMT6,1.0,0.045454545454545456,False
k562,t19,cis_min_5kb,PRMT7,0.9962962962962963,0.21052631578947367,True
k562,t19,cis_min_5kb,PRNP,0.9592592592592593,0.025,False
k562,t19,cis_min_5kb,PSKH1,0.7037037037037037,0.06451612903225806,False
k562,t19,cis_min_5kb,PTMS,1.0,0.11764705882352941,True
k562,t19,cis_min_5kb,PTOV1,0.20740740740740737,0.0,False
k562,t19,cis_min_5kb,PYCR1,0.07777777777777772,0.0,True
k562,t19,cis_min_5kb,R3HCC1L,1.0,0.37142857142857144,False
k562,t19,cis_min_5kb,RAB5A,0.9777777777777777,0.15,True
k562,t19,cis_min_5kb,RABEP2,0.8037037037037037,0.1794871794871795,True
k562,t19,cis_min_5kb,RBM18,1.0,0.02586206896551724,True
k562,t19,cis_min_5kb,RBM26,1.0,0.4444444444444444,False
k562,t19,cis_min_5kb,RBM4B,0.9851851851851852,0.04,False
k562,t19,cis_min_5kb,RBM5,1.0,0.2972972972972973,False
k562,t19,cis_min_5kb,RC3H2,0.9592592592592593,0.023255813953488372,False
k562,t19,cis_min_5kb,REV1,0.32592592592592595,0.0,False
k562,t19,cis_min_5kb,RFK,0.7555555555555555,0.01098901098901099,False
k562,t19,cis_min_5kb,RNF10,1.0,0.14583333333333334,True
k562,t19,cis_min_5kb,RNF141,0.062962962962963,0.0,False
k562,t19,cis_min_5kb,RNF2,0.9777777777777777,0.25,False
k562,t19,cis_min_5kb,RSRC1,1.0,0.0,True
k562,t19,cis_min_5kb,S100A11,0.4185185185185185,0.15384615384615385,False
k562,t19,cis_min_5kb,SAP30L,0.2407407407407407,0.0,False
k562,t19,cis_min_5kb,SCAF8,1.0,0.14782608695652175,False
k562,t19,cis_min_5kb,SFXN4,0.2925925925925926,0.0,False
k562,t19,cis_min_5kb,SH2D3A,0.07777777777777772,0.0,True
k562,t19,cis_min_5kb,SHPRH,0.937037037037037,0.0,False
k562,t19,cis_min_5kb,SIN3B,1.0,0.012987012987012988,False
k562,t19,cis_min_5kb,SLC25A13,0.9,0.09090909090909091,False
k562,t19,cis_min_5kb,SLC39A1,0.5111111111111111,0.0,True
k562,t19,cis_min_5kb,SLIRP,1.0,0.46551724137931033,True
k562,t19,cis_min_5kb,SMARCA5,1.0,0.22900763358778625,False
k562,t19,cis_min_5kb,SMARCC2,0.05555555555555558,0.037037037037037035,False
k562,t19,cis_min_5kb,SMYD2,0.7925925925925926,0.06896551724137931,False
k562,t19,cis_min_5kb,SND1,0.9962962962962963,0.14285714285714285,False
k562,t19,cis_min_5kb,SNRK,0.7037037037037037,0.05263157894736842,False
k562,t19,cis_min_5kb,SNX4,0.1592592592592592,0.0,False
k562,t19,cis_min_5kb,SRSF5,0.9740740740740741,0.0,False
k562,t19,cis_min_5kb,SSR4,0.9740740740740741,0.047619047619047616,True
k562,t19,cis_min_5kb,STAT6,0.5925925925925926,0.011904761904761904,True
k562,t19,cis_min_5kb,STK3,0.4666666666666667,0.18518518518518517,True
k562,t19,cis_min_5kb,STT3A,0.7407407407407407,0.1724137931034483,True
k562,t19,cis_min_5kb,SUPT7L,0.9962962962962963,0.013333333333333334,True
k562,t19,cis_min_5kb,SYVN1,1.0,0.8918918918918919,False
k562,t19,cis_min_5kb,TAF15,0.6888888888888889,0.043478260869565216,False
k562,t19,cis_min_5kb,TARBP2,0.6962962962962963,0.08571428571428572,True
k562,t19,cis_min_5kb,TBC1D13,0.7666666666666666,0.07407407407407407,False
k562,t19,cis_min_5kb,TBCK,1.0,0.3125,True
k562,t19,cis_min_5kb,TEAD4,0.9481481481481482,0.10344827586206896,False
k562,t19,cis_min_5kb,TEX2,1.0,0.10526315789473684,False
k562,t19,cis_min_5kb,TFCP2,0.9333333333333333,0.13793103448275862,False
k562,t19,cis_min_5kb,THAP3,0.8814814814814815,0.1,False
k562,t19,cis_min_5kb,THAP7,0.9925925925925926,0.39473684210526316,False
k562,t19,cis_min_5kb,TIMM17B,0.9962962962962963,0.3076923076923077,False
k562,t19,cis_min_5kb,TIMM50,0.38888888888888884,0.023809523809523808,False
k562,t19,cis_min_5kb,TMCO6,0.9,0.041666666666666664,False
k562,t19,cis_min_5kb,TMED3,0.5111111111111111,0.0,False
k562,t19,cis_min_5kb,TMEM147,0.9592592592592593,0.0,False
k562,t19,cis_min_5kb,TMEM186,0.7444444444444445,0.0,False
k562,t19,cis_min_5kb,TMEM209,0.9,0.10344827586206896,True
k562,t19,cis_min_5kb,TMEM41B,0.1518518518518519,0.0,False
k562,t19,cis_min_5kb,TMF1,0.12962962962962965,0.0,False
k562,t19,cis_min_5kb,TRAPPC6A,0.762962962962963,0.12790697674418605,False
k562,t19,cis_min_5kb,TRIB3,1.0,0.2,False
k562,t19,cis_min_5kb,TRIM35,0.3037037037037037,0.08333333333333333,True
k562,t19,cis_min_5kb,TRIP4,0.9851851851851852,0.7241379310344828,True
k562,t19,cis_min_5kb,TRMT1,0.2851851851851852,0.0,True
k562,t19,cis_min_5kb,TRPC4AP,0.962962962962963,0.03333333333333333,False
k562,t19,cis_min_5kb,TWF2,0.9814814814814815,0.18518518518518517,True
k562,t19,cis_min_5kb,UNK,0.3407407407407408,0.046511627906976744,True
k562,t19,cis_min_5kb,UPF3B,1.0,0.39344262295081966,False
k562,t19,cis_min_5kb,UROS,0.6148148148148148,0.20833333333333334,True
k562,t19,cis_min_5kb,USP28,0.2851851851851852,0.03571428571428571,False
k562,t19,cis_min_5kb,VAPB,0.6074074074074074,0.23333333333333334,False
k562,t19,cis_min_5kb,VIM,0.8888888888888888,0.0,False
k562,t19,cis_min_5kb,WBP4,1.0,0.2702702702702703,True
k562,t19,cis_min_5kb,YIPF6,0.2407407407407407,0.0,False
k562,t19,cis_min_5kb,ZBTB34,0.26296296296296295,0.037037037037037035,False
k562,t19,cis_min_5kb,ZBTB41,0.537037037037037,0.0,False
k562,t19,cis_min_5kb,ZBTB48,1.0,0.16,False
k562,t19,cis_min_5kb,ZC3HAV1,0.8148148148148149,0.07692307692307693,True
k562,t19,cis_min_5kb,ZDHHC12,0.9444444444444444,0.06451612903225806,False
k562,t19,cis_min_5kb,ZDHHC4,1.0,0.06976744186046512,False
k562,t19,cis_min_5kb,ZFP62,1.0,0.21212121212121213,False
k562,t19,cis_min_5kb,ZHX3,0.9925925925925926,0.05555555555555555,False
k562,t19,cis_min_5kb,ZKSCAN1,1.0,0.08571428571428572,False
k562,t19,cis_min_5kb,ZKSCAN2,0.8037037037037037,0.0,False
k562,t19,cis_min_5kb,ZKSCAN3,0.5555555555555556,0.18181818181818182,False
k562,t19,cis_min_5kb,ZNF16,0.6222222222222222,0.0,False
k562,t19,cis_min_5kb,ZNF174,0.8703703703703703,0.024390243902439025,True
k562,t19,cis_min_5kb,ZNF219,0.19999999999999996,0.0,False
k562,t19,cis_min_5kb,ZNF22,1.0,0.07692307692307693,False
k562,t19,cis_min_5kb,ZNF25,0.26296296296296295,0.0,False
k562,t19,cis_min_5kb,ZNF251,0.5518518518518518,0.0,False
k562,t19,cis_min_5kb,ZNF280C,0.8851851851851852,0.0,False
k562,t19,cis_min_5kb,ZNF282,0.5592592592592592,0.03571428571428571,False
k562,t19,cis_min_5kb,ZNF32,0.2925925925925926,0.0,False
k562,t19,cis_min_5kb,ZNF324,0.16666666666666663,0.016666666666666666,False
k562,t19,cis_min_5kb,ZNF397,0.9296296296296296,0.0273972602739726,False
k562,t19,cis_min_5kb,ZNF410,0.7185185185185186,0.015625,False
k562,t19,cis_min_5kb,ZNF444,0.9296296296296296,0.1111111111111111,False
k562,t19,cis_min_5kb,ZNF462,1.0,0.0297029702970297,False
k562,t19,cis_min_5kb,ZNF496,0.5962962962962963,0.0,True
k562,t19,cis_min_5kb,ZNF507,1.0,0.6153846153846154,False
k562,t19,cis_min_5kb,ZNF514,1.0,0.3157894736842105,True
k562,t19,cis_min_5kb,ZNF526,0.937037037037037,0.2727272727272727,True
k562,t19,cis_min_5kb,ZNF530,0.4814814814814815,0.05263157894736842,False
k562,t19,cis_min_5kb,ZNF543,0.837037037037037,0.0,False
k562,t19,cis_min_5kb,ZNF627,0.8666666666666667,0.0,True
k562,t19,cis_min_5kb,ZNF628,0.9925925925925926,0.18461538461538463,False
k562,t19,cis_min_5kb,ZNF641,0.6148148148148148,0.04,False
k562,t19,cis_min_5kb,ZNF670,0.3481481481481481,0.029411764705882353,False
k562,t19,cis_min_5kb,ZNF714,1.0,0.09090909090909091,False
k562,t19,cis_min_5kb,ZNF740,0.9851851851851852,0.0,True
k562,t19,cis_min_5kb,ZNF768,0.38148148148148153,0.058823529411764705,False
k562,t19,cis_min_5kb,ZNF777,0.962962962962963,0.125,False
k562,t19,cis_min_5kb,ZNF783,0.07407407407407407,0.0,False
k562,t19,cis_min_5kb,ZNF784,0.6592592592592592,0.0,True
k562,t19,cis_min_5kb,ZNF786,0.011111111111111072,0.0,False
k562,t19,cis_min_5kb,ZNF821,0.7666666666666666,0.10810810810810811,False
k562,t19,cis_min_5kb,ZRANB3,0.962962962962963,0.0625,True
cd4_mix,t16,base,ACLY,1.0,0.0005405405405405405,True
cd4_mix,t16,base,ADNP,1.0,0.0009263547938860583,False
cd4_mix,t16,base,AGO1,0.2680412371134021,0.0,False
cd4_mix,t16,base,AKAP1,0.6494845360824743,0.0024429967426710096,False
cd4_mix,t16,base,AKIRIN1,0.570446735395189,0.0,False
cd4_mix,t16,base,AKT2,1.0,0.0137524557956778,False
cd4_mix,t16,base,ALG12,0.8178694158075601,0.003115264797507788,True
cd4_mix,t16,base,ANKRD52,0.24398625429553267,0.0,False
cd4_mix,t16,base,ANKZF1,1.0,0.0020161290322580645,True
cd4_mix,t16,base,ANP32B,0.7147766323024055,0.001941747572815534,False
cd4_mix,t16,base,AP2A2,0.5326460481099656,0.0,False
cd4_mix,t16,base,API5,0.979381443298969,0.00202020202020202,False
cd4_mix,t16,base,ARL14EP,0.5532646048109966,0.0026666666666666666,False
cd4_mix,t16,base,ASCC2,0.45704467353951894,0.0,False
cd4_mix,t16,base,BCKDK,0.3264604810996563,0.0012610340479192938,False
cd4_mix,t16,base,BCL6,0.9690721649484536,0.0048638132295719845,False
cd4_mix,t16,base,BCL7C,0.9072164948453608,0.0038022813688212928,True
cd4_mix,t16,base,BRD1,0.35051546391752575,0.0,False
cd4_mix,t16,base,BRPF1,1.0,0.0015151515151515152,False
cd4_mix,t16,base,CAND1,0.9106529209621993,0.0,False
cd4_mix,t16,base,CAPRIN2,0.8865979381443299,0.008771929824561403,False
cd4_mix,t16,base,CARM1,1.0,0.0,False
cd4_mix,t16,base,CAT,0.429553264604811,0.0,False
cd4_mix,t16,base,CCDC112,0.24398625429553267,0.0,False
cd4_mix,t16,base,CDK8,0.8900343642611683,0.0012690355329949238,False
cd4_mix,t16,base,CHD3,0.6013745704467354,0.0,True
cd4_mix,t16,base,CHD6,0.7285223367697595,0.0,False
cd4_mix,t16,base,CHKB,0.0034364261168384758,0.0,True
cd4_mix,t16,base,CLCN6,0.29209621993127144,0.0,True
cd4_mix,t16,base,COIL,0.9106529209621993,0.0,False
cd4_mix,t16,base,COMMD8,0.563573883161512,0.0,False
cd4_mix,t16,base,COQ10B,0.4226804123711341,0.0,False
cd4_mix,t16,base,CSNK2A1,1.0,0.0011185682326621924,False
cd4_mix,t16,base,CYTH2,0.9450171821305842,0.0,False
cd4_mix,t16,base,DBF4B,0.7869415807560137,0.0014749262536873156,False
cd4_mix,t16,base,DBN1,0.8419243986254296,0.004021447721179625,False
cd4_mix,t16,base,DCAF16,0.1924398625429553,0.0025188916876574307,True
cd4_mix,t16,base,DCP2,1.0,0.0011148272017837235,False
cd4_mix,t16,base,DDHD1,0.9587628865979382,0.0,False
cd4_mix,t16,base,DEAF1,0.7628865979381443,0.0,False
cd4_mix,t16,base,DEK,0.33676975945017185,0.0008424599831508003,False
cd4_mix,t16,base,DHRS1,0.9896907216494846,0.00477326968973747,True
cd4_mix,t16,base,DHX35,0.9243986254295533,0.017595307917888565,False
cd4_mix,t16,base,DLAT,0.19931271477663226,0.0,False
cd4_mix,t16,base,DMTF1,0.993127147766323,0.00186219739292365,False
cd4_mix,t16,base,DNTTIP1,1.0,0.0,True
cd4_mix,t16,base,DRG2,0.9725085910652921,0.0009699321047526673,False
cd4_mix,t16,base,DTNBP1,0.18213058419243988,0.0024330900243309003,False
cd4_mix,t16,base,DVL3,0.3573883161512027,0.0,False
cd4_mix,t16,base,E2F1,0.9759450171821306,0.0,False
cd4_mix,t16,base,E2F4,0.6941580756013745,0.00411522633744856,True
cd4_mix,t16,base,EAPP,0.1924398625429553,0.0,False
cd4_mix,t16,base,ELK1,0.40893470790378006,0.0,False
cd4_mix,t16,base,EPC2,0.8247422680412371,0.0,False
cd4_mix,t16,base,EPM2AIP1,0.37800687285223367,0.0,True
cd4_mix,t16,base,EZH2,0.993127147766323,0.0,False
cd4_mix,t16,base,FAM120A,0.8487972508591065,0.0012547051442910915,True
cd4_mix,t16,base,FCGRT,0.2405498281786942,0.0037313432835820895,False
cd4_mix,t16,base,FHL3,0.8762886597938144,0.0017123287671232876,True
cd4_mix,t16,base,FOXN2,1.0,0.043410852713178294,False
cd4_mix,t16,base,FOXO4,0.6357388316151202,0.011351909184726523,False
cd4_mix,t16,base,FUBP3,0.6563573883161512,0.004098360655737705,False
cd4_mix,t16,base,FXYD5,0.7010309278350515,0.0,False
cd4_mix,t16,base,GIGYF2,1.0,0.0006618133686300463,False
cd4_mix,t16,base,GLI3,0.6632302405498282,0.0,False
cd4_mix,t16,base,GLYR1,0.7938144329896908,0.0,True
cd4_mix,t16,base,GMEB2,0.9347079037800687,0.0,False
cd4_mix,t16,base,GPATCH8,0.9587628865979382,0.00441696113074205,False
cd4_mix,t16,base,GRAMD1A,0.17182130584192434,0.0044444444444444444,False
cd4_mix,t16,base,GTF2IRD1,0.3470790378006873,0.002976190476190476,False
cd4_mix,t16,base,HDAC1,0.30584192439862545,0.0008216926869350862,False
cd4_mix,t16,base,HDAC8,0.5910652920962199,0.0,False
cd4_mix,t16,base,HEATR6,0.9965635738831615,0.0054446460980036296,False
cd4_mix,t16,base,HMGN3,0.3264604810996563,0.002688172043010753,False
cd4_mix,t16,base,HMGN4,0.281786941580756,0.0,False
cd4_mix,t16,base,HMGXB3,1.0,0.16877637130801687,True
cd4_mix,t16,base,HOMEZ,0.5120274914089347,0.0,True
cd4_mix,t16,base,HSBP1,0.8144329896907216,0.00299625468164794,False
cd4_mix,t16,base,HSP90AB1,0.4776632302405498,0.0,False
cd4_mix,t16,base,IFI27L2,0.9587628865979382,0.0033444816053511705,False
cd4_mix,t16,base,IFNAR2,0.8625429553264605,0.00199203187250996,False
cd4_mix,t16,base,IFNGR2,0.6460481099656357,0.0038560411311053984,False
cd4_mix,t16,base,IL10RB,0.9484536082474226,0.0,False
cd4_mix,t16,base,IREB2,0.6323024054982818,0.0,False
cd4_mix,t16,base,KDM5A,0.993127147766323,0.001996007984031936,True
cd4_mix,t16,base,KHDRBS1,0.979381443298969,0.0,False
cd4_mix,t16,base,KHSRP,0.9896907216494846,0.011527377521613832,False
cd4_mix,t16,base,KIF21B,0.8556701030927836,0.006060606060606061,False
cd4_mix,t16,base,KIF2A,0.5670103092783505,0.012121212121212121,False
cd4_mix,t16,base,KMT2A,0.9896907216494846,0.0,False
cd4_mix,t16,base,LDLR,0.7697594501718213,0.06593406593406594,False
cd4_mix,t16,base,LMAN1,0.12714776632302405,0.0,False
cd4_mix,t16,base,LMBRD2,0.5429553264604812,0.00597609561752988,True
cd4_mix,t16,base,LPCAT3,0.6529209621993127,0.002474226804123711,False
cd4_mix,t16,base,MAN2A1,0.19587628865979378,0.0,False
cd4_mix,t16,base,MAP2K2,0.6323024054982818,0.0007680491551459293,False
cd4_mix,t16,base,MAPK12,0.6872852233676976,0.0,False
cd4_mix,t16,base,MAPK7,0.6254295532646048,0.0032520325203252032,True
cd4_mix,t16,base,MARCKSL1,0.4742268041237113,0.0008488964346349745,False
cd4_mix,t16,base,MBD4,0.8281786941580755,0.002881844380403458,False
cd4_mix,t16,base,MED13,0.831615120274914,0.00041254125412541255,False
cd4_mix,t16,base,MED15,0.8384879725085911,0.0,True
cd4_mix,t16,base,MED25,0.9587628865979382,0.0,True
cd4_mix,t16,base,MLKL,0.731958762886598,0.0008669267446900737,False
cd4_mix,t16,base,MLLT10,0.12714776632302405,0.0,True
cd4_mix,t16,base,MSANTD4,0.9553264604810997,0.01524390243902439,False
cd4_mix,t16,base,MSI2,0.70446735395189,0.0,False
cd4_mix,t16,base,MTA1,0.604810996563574,0.0,False
cd4_mix,t16,base,MTF1,1.0,0.009287925696594427,False
cd4_mix,t16,base,MTHFSD,0.9381443298969072,0.004454342984409799,False
cd4_mix,t16,base,MTM1,0.21993127147766323,0.0,False
cd4_mix,t16,base,MYD88,0.7731958762886598,0.0017421602787456446,True
cd4_mix,t16,base,MYPOP,0.9415807560137457,0.003663003663003663,False
cd4_mix,t16,base,MYRF,0.9828178694158075,0.0007423904974016332,False
cd4_mix,t16,base,NABP2,0.9965635738831615,0.004405286343612335,True
cd4_mix,t16,base,NAIF1,1.0,0.0007524454477050414,True
cd4_mix,t16,base,NCLN,0.8178694158075601,0.006072874493927126,False
cd4_mix,t16,base,NFE2L1,0.2542955326460481,0.0,False
cd4_mix,t16,base,NGLY1,1.0,0.0029411764705882353,False
cd4_mix,t16,base,NIPAL3,0.7938144329896908,0.006607929515418502,True
cd4_mix,t16,base,NIPSNAP3A,0.6563573883161512,0.004893964110929853,False
cd4_mix,t16,base,NT5DC1,0.7079037800687284,0.0020325203252032522,False
cd4_mix,t16,base,NUP37,0.979381443298969,0.0,True
cd4_mix,t16,base,PAN2,1.0,0.002228826151560178,True
cd4_mix,t16,base,PAPOLA,0.831615120274914,0.001962708537782139,False
cd4_mix,t16,base,PARP3,1.0,0.0,True
cd4_mix,t16,base,PATL1,0.5910652920962199,0.0018018018018018018,False
cd4_mix,t16,base,PBLD,0.9965635738831615,0.0018587360594795538,True
cd4_mix,t16,base,PCGF1,1.0,0.00030759766225776686,False
cd4_mix,t16,base,PCGF6,1.0,0.06435643564356436,False
cd4_mix,t16,base,PDCD4,0.3883161512027491,0.0,False
cd4_mix,t16,base,PDE6D,0.8178694158075601,0.01532567049808429,True
cd4_mix,t16,base,PDK1,0.9656357388316151,0.0,False
cd4_mix,t16,base,PDK3,0.2714776632302406,0.0,False
cd4_mix,t16,base,PGLS,0.7835051546391752,0.0,False
cd4_mix,t16,base,PHF11,0.6082474226804124,0.0,False
cd4_mix,t16,base,PHF19,0.9862542955326461,0.0,False
